family,Name,latitude,longitude
Sino-Tibetan,Zhang-Zhung,31.58333333,78.41666667
Sino-Tibetan,Yi,24,104
Sino-Tibetan,Yamphu,27.58333333,87.33333333
Sino-Tibetan,Xiamen,24.5,118.1666667
Sino-Tibetan,Wu (Changzhou),31.66666667,119.9166667
Sino-Tibetan,Wambule,29.25,85.91666667
Sino-Tibetan,Tutsa,27.5,96.5
Sino-Tibetan,Tshangla,27.83333333,92.16666667
Sino-Tibetan,Tod,32.41666667,77.25
Sino-Tibetan,Tinani,32.33333333,77.16666667
Sino-Tibetan,Tibetan (Standard Spoken),30,91
Sino-Tibetan,Tibetan (Shigatse),29,89
Sino-Tibetan,Tibetan (Modern Literary),29.83333333,91.5
Sino-Tibetan,Tibetan (Drokpa),32.25,81.25
Sino-Tibetan,Tibetan (Dingri),28.5,86.5
Sino-Tibetan,Thulung,27.41666667,86.5
Sino-Tibetan,Thangmi,27.75,86
Sino-Tibetan,Thakali,29,83.75
Sino-Tibetan,Thadou,24.41666667,93.91666667
Sino-Tibetan,Tarao,24.25,94.16666667
Sino-Tibetan,Tangbe,28.91666667,83.75
Sino-Tibetan,Tamang (Eastern),27.5,85.66666667
Sino-Tibetan,Taiwanese,25,121.5
Sino-Tibetan,Spitian,32.25,78
Sino-Tibetan,Sikkimese,27.83333333,88.5
Sino-Tibetan,Shigatse,29,89
Sino-Tibetan,Sherpa,27.75,86.83333333
Sino-Tibetan,Sherdukpen,27,92.5
Sino-Tibetan,Sema,26,94.5
Sino-Tibetan,rGyalrong (Caodeng),31.66666667,101.75
Sino-Tibetan,Rawang,27.5,97.5
Sino-Tibetan,Rang Pas,30.33333333,79.33333333
Sino-Tibetan,Ralte,23.75,92.75
Sino-Tibetan,Raji,28,82.75
Sino-Tibetan,Qiang,32,102.6666667
Sino-Tibetan,Purki,34.66666667,76
Sino-Tibetan,Pumi,28,101
Sino-Tibetan,Phlong,15,99
Sino-Tibetan,Pattani,32.75,76.75
Sino-Tibetan,Paite,24,93.16666667
Sino-Tibetan,Nyishi,27.5,93.5
Sino-Tibetan,Nyamkad,32,78.5
Sino-Tibetan,Nusu,26.75,99
Sino-Tibetan,Nocte,27,95.5
Sino-Tibetan,Newari (Kathmandu),27.66666667,85.5
Sino-Tibetan,Newar (Dolakha),27.33333333,86
Sino-Tibetan,Naxi,27.5,100
Sino-Tibetan,Nar-Phu,28.66666667,84.25
Sino-Tibetan,Naga (Zeme),25.16666667,93.5
Sino-Tibetan,Naga (Tangkhul),25,94.5
Sino-Tibetan,Naga (Mao),25.5,94.33333333
Sino-Tibetan,Mizo,23.16666667,92.83333333
Sino-Tibetan,Mising,28.5,94.83333333
Sino-Tibetan,Miri (Hill):,27.91666667,93.83333333
Sino-Tibetan,Milang,28.5,95.25
Sino-Tibetan,Mikir,26.33333333,93.5
Sino-Tibetan,Miju,29,96
Sino-Tibetan,Meithei,24.75,94
Sino-Tibetan,Maru,23.5,98.5
Sino-Tibetan,Marchha,30.25,79.58333333
Sino-Tibetan,Mandarin,34,110
Sino-Tibetan,Manange,28.58333333,84
Sino-Tibetan,Magar (Syangja),28.08333333,83.83333333
Sino-Tibetan,Magar,28,83
Sino-Tibetan,Lungchang,27.5,96.41666667
Sino-Tibetan,Lotha,26.5,94.25
Sino-Tibetan,Lisu,26,98
Sino-Tibetan,Limbu,27.16666667,87.75
Sino-Tibetan,Lhomi,27.66666667,87.41666667
Sino-Tibetan,Lepcha,27.16666667,88.5
Sino-Tibetan,Lalo,25,100.25
Sino-Tibetan,Lai,22.66666667,93.66666667
Sino-Tibetan,Lahu,20,98.16666667
Sino-Tibetan,Ladakhi,34,78
Sino-Tibetan,Kyirong,28.41666667,85.33333333
Sino-Tibetan,Kunming,25,102.75
Sino-Tibetan,Kulung,27.5,87
Sino-Tibetan,Kokborok,24.33333333,92.5
Sino-Tibetan,Kinnauri,31.5,78
Sino-Tibetan,Khumi,21.91666667,92.41666667
Sino-Tibetan,Kham (Tibetan) (Nangchen),32.5,96.5
Sino-Tibetan,Kham (Dege),31.83333333,98.58333333
Sino-Tibetan,Kham,28.5,82.75
Sino-Tibetan,Khaling,27.5,86.66666667
Sino-Tibetan,Kayah Li (Eastern),19,97.5
Sino-Tibetan,Karen (Sgaw),18,97
Sino-Tibetan,Karen (Pwo),13,99.16666667
Sino-Tibetan,Karen (Bwe),19.5,97
Sino-Tibetan,Kanashi,32.08333333,77.25
Sino-Tibetan,Kachari,26.5,91
Sino-Tibetan,Kabui,24.83333333,94
Sino-Tibetan,Jugli,27.5,96.33333333
Sino-Tibetan,Jino,22,101
Sino-Tibetan,Jingpho,25.41666667,97
Sino-Tibetan,Jiarong,31.5,102
Sino-Tibetan,Jad,30.83333333,79
Sino-Tibetan,Idu,29.33333333,95.83333333
Sino-Tibetan,Hyow,22.08333333,92.41666667
Sino-Tibetan,Hokkien,25,118
Sino-Tibetan,Hmar,24.16666667,93
Sino-Tibetan,Hayu,27.25,86
Sino-Tibetan,Hani,23,103
Sino-Tibetan,Hakka,25,116
Sino-Tibetan,Gyarong (Cogtse),31.5,102
Sino-Tibetan,Gurung,28.33333333,84.33333333
Sino-Tibetan,Garo,25.66666667,90.5
Sino-Tibetan,Galo,28.16666667,94.66666667
Sino-Tibetan,Fuzhou,26,119.5
Sino-Tibetan,Dumi,27.25,86.66666667
Sino-Tibetan,Dulong,28,98.33333333
Sino-Tibetan,Dimasa,25.5,93
Sino-Tibetan,Digaro,28.41666667,96
Sino-Tibetan,Dhimal,26.66666667,87.75
Sino-Tibetan,Deuri,26,90.25
Sino-Tibetan,Darma,30,79.75
Sino-Tibetan,Chin (Tiddim),23.33333333,93.66666667
Sino-Tibetan,Chin (Siyin),23.83333333,94
Sino-Tibetan,Chin (Mara),23,93.16666667
Sino-Tibetan,Chepang,27.66666667,84.75
Sino-Tibetan,Chaudangsi,30,80.25
Sino-Tibetan,Chaozhou,23.66666667,116.6666667
Sino-Tibetan,Chantyal,28.58333333,83.41666667
Sino-Tibetan,Chang,26.33333333,94.75
Sino-Tibetan,Cantonese,23,113
Sino-Tibetan,Camling,27,86.66666667
Sino-Tibetan,Byansi,30.16666667,80.5
Sino-Tibetan,Burmese,21,96
Sino-Tibetan,Bunan,32.5,77
Sino-Tibetan,Bugun,27.5,92.58333333
Sino-Tibetan,Bori,28.33333333,94.75
Sino-Tibetan,Bokar,28.5,94.66666667
Sino-Tibetan,Bodo,26.83333333,92
Sino-Tibetan,Bisu,19.75,100
Sino-Tibetan,Belhare,26.96666667,87.3
Sino-Tibetan,Bawm,22.5,92.25
Sino-Tibetan,Baragaunle,28.83333333,83.83333333
Sino-Tibetan,Balti,35,76
Sino-Tibetan,Bai,26,100
Sino-Tibetan,Athpare,27,87.33333333
Sino-Tibetan,Arakanese (Marma),21.5,92.5
Sino-Tibetan,Apatani,27.5,93.75
Sino-Tibetan,Ao,26.58333333,94.66666667
Sino-Tibetan,Anong,27.33333333,98.75
Sino-Tibetan,Angami,25.66666667,94.5
Sino-Tibetan,Amdo (Themchen),38,98
Sino-Tibetan,Amdo,35,100
Sino-Tibetan,Akha,21.83333333,99.83333333
Sino-Tibetan,Achang,25,98.5
Saharan,Tubu,16,15
Saharan,Kanuri,12,13
Saharan,Kanembu,14,15
Saharan,Beria,16,23
Niger-Congo,Zulu (Southern),-31,30
Niger-Congo,Zulu (Northern),-28,31
Niger-Congo,Zulu,-30,30
Niger-Congo,Zande,4,26
Niger-Congo,Yoruba,8,4.333333333
Niger-Congo,Yeyi,-20,23.5
Niger-Congo,Yemba,5.416666667,10.08333333
Niger-Congo,Yao (in Malawi),-14.5,35.5
Niger-Congo,Yansi,-3.833333333,18
Niger-Congo,Yamba,6.416666667,11.08333333
Niger-Congo,Yakoma,4.416666667,18.41666667
Niger-Congo,Yaka,-7,17.5
Niger-Congo,Yag Dii,8,14
Niger-Congo,Xhosa,-32,27
Niger-Congo,Wolof,15.25,-16
Niger-Congo,Wobe,7.416666667,-7.333333333
Niger-Congo,Wéménugbé,6.666666667,2.5
Niger-Congo,Waama,10.58333333,1.666666667
Niger-Congo,Vili,-5.5,14
Niger-Congo,Venda,-22,30
Niger-Congo,Vata,5.833333333,-5.416666667
Niger-Congo,Vagla,9.416666667,-2.416666667
Niger-Congo,Urhobo,5.583333333,6
Niger-Congo,UMbundu,-12.5,15
Niger-Congo,Tupuri,10.16666667,14.75
Niger-Congo,Tunen,4.75,10.66666667
Niger-Congo,Tuki,4.583333333,11.5
Niger-Congo,Tswana,-24,26
Niger-Congo,Tsonga,-24,32
Niger-Congo,Tsogo,-1.5,11.33333333
Niger-Congo,Toussian (Win),10.83333333,-4.666666667
Niger-Congo,Toussian,11,-4.666666667
Niger-Congo,Tonga (in Zambia),-17,27
Niger-Congo,Tiv,7.5,9
Niger-Congo,Tikar,5.833333333,11.66666667
Niger-Congo,Tetela,-4,24
Niger-Congo,Tenyer,10.66666667,-4.5
Niger-Congo,Temne,8.666666667,-13.08333333
Niger-Congo,Tem,8.666666667,0.5
Niger-Congo,Teke (Southern),-2.333333333,14.5
Niger-Congo,Tarok,9,10.08333333
Niger-Congo,Tampulma,10.41666667,-0.583333333
Niger-Congo,Talinga,0.416666667,29.66666667
Niger-Congo,Tabwa,-8,29.5
Niger-Congo,Swati,-26.5,31
Niger-Congo,Swahili,-6.5,39
Niger-Congo,Supyire,11.5,-5.583333333
Niger-Congo,Sukuma,-2.833333333,32
Niger-Congo,Suku,-6,17.66666667
Niger-Congo,Subiya,-17.75,24.91666667
Niger-Congo,Sotho (Northern),-24,29
Niger-Congo,Songe,-6.833333333,22
Niger-Congo,Sisaala,10.83333333,-2.666666667
Niger-Congo,Shona,-18,31
Niger-Congo,Shambala,-4.25,38.25
Niger-Congo,Sesotho,-28,27
Niger-Congo,Sengele,-1.833333333,17.33333333
Niger-Congo,Senadi,9.5,-6.25
Niger-Congo,Sena,-18,35.25
Niger-Congo,Seme,11,-4.916666667
Niger-Congo,Sangu,-1.5,11.83333333
Niger-Congo,Sango,5,18
Niger-Congo,Samba Leko,8.5,12.5
Niger-Congo,Runyoro-Rutooro,1.5,31.33333333
Niger-Congo,Runyankore,-0.5,30.5
Niger-Congo,Rundi,-3.5,30
Niger-Congo,Ronga,-26,32.5
Niger-Congo,Rimi,-5,34.66666667
Niger-Congo,Pogoro,-8.75,36.5
Niger-Congo,Pare,-4,36.5
Niger-Congo,Pangwa,-10,34.75
Niger-Congo,Palor,14.83333333,-16.75
Niger-Congo,Oku,6.25,10.5
Niger-Congo,Ogbronuagum,4.75,6.866666667
Niger-Congo,Ogbia,4.666666667,6.25
Niger-Congo,Obolo,4.583333333,7.833333333
Niger-Congo,Nzakara,5,23
Niger-Congo,Nyiha,-10,33
Niger-Congo,Nyanga,-1.25,28.16666667
Niger-Congo,Nyamwezi,-5,33
Niger-Congo,Nyambo,-1,31.33333333
Niger-Congo,Nupe,9.166666667,5.416666667
Niger-Congo,Nuni (Northern),12.16666667,-3
Niger-Congo,Ntomba,-2,18.33333333
Niger-Congo,Nsenga,-14.5,30.83333333
Niger-Congo,Noon,14.83333333,-16.83333333
Niger-Congo,Noni,6.416666667,10.58333333
Niger-Congo,Nkore-Kiga,-0.916666667,29.83333333
Niger-Congo,Nkonya,7.166666667,0.25
Niger-Congo,Nkem,6.583333333,8.583333333
Niger-Congo,Ngoni,-11,36
Niger-Congo,Ngombe,3,23
Niger-Congo,Ngemba,6.2,10
Niger-Congo,Ngbandi,3.75,22
Niger-Congo,Ngbaka (Minagende),3.5,20
Niger-Congo,Ngbaka (Ma'bo),3.56,18.36
Niger-Congo,Neyo,5,-6
Niger-Congo,Ndut,14.91666667,-16.91666667
Niger-Congo,Ndumu,-1.666666667,13.58333333
Niger-Congo,Ndonga,-18,17
Niger-Congo,Ndogo,7.75,27
Niger-Congo,Ndebele (in South Africa),-25.33333333,29
Niger-Congo,Ncàm,9.333333333,0.666666667
Niger-Congo,Nateni,10.5,1.166666667
Niger-Congo,Nanerge,11.75,-5
Niger-Congo,Nande,-0.083333333,29.16666667
Niger-Congo,Nafaanra,8,-2.583333333
Niger-Congo,Mwera,-9,39
Niger-Congo,Munzombo,3,18.41666667
Niger-Congo,Mungaka,5.916666667,10
Niger-Congo,Mündü,4.5,30
Niger-Congo,Mundani,5.666666667,9.916666667
Niger-Congo,Mundang,9.666666667,14.5
Niger-Congo,Mumuye,9,11.66666667
Niger-Congo,Mpongwe,-1.25,9.5
Niger-Congo,Mooré,12.83333333,-1.25
Niger-Congo,Mongo,0,21
Niger-Congo,Mondunga,2.25,21.5
Niger-Congo,Mituku,-1.666666667,25.5
Niger-Congo,Mbum,7.75,13.16666667
Niger-Congo,Mbosi,-1.25,15.5
Niger-Congo,Mbole,-0.666666667,24.66666667
Niger-Congo,Mbodomo,4.5,15.5
Niger-Congo,Mbili,6.116666667,10.2
Niger-Congo,Mbere,-0.5,14
Niger-Congo,Mbe',6.283333333,11.08333333
Niger-Congo,Mbalanhu,-17.5,15
Niger-Congo,Mba,1,25
Niger-Congo,Mayogo,3,29
Niger-Congo,Matuumbi,-8.5,39
Niger-Congo,Mankon,6,10.16666667
Niger-Congo,Mankanya,12.08333333,-15.91666667
Niger-Congo,Manjaku,12,-16.25
Niger-Congo,Mampruli,10.33333333,-0.666666667
Niger-Congo,Mambwe,-9.083333333,31.16666667
Niger-Congo,Mambila,6.75,11.5
Niger-Congo,Mambai,9.666666667,14
Niger-Congo,Makua,-15,38.66666667
Niger-Congo,Makonde,-11,40
Niger-Congo,Makaa,3.416666667,12.25
Niger-Congo,Mada (in Nigeria),8.75,8.25
Niger-Congo,Ma,3.5,28
Niger-Congo,Lyele,12.5,-2.666666667
Niger-Congo,Luyia,0.416666667,34.5
Niger-Congo,Luvale,-12,22
Niger-Congo,Lunda,-10.66666667,24
Niger-Congo,Luganda,0.5,32.16666667
Niger-Congo,Lucazi,-14,20
Niger-Congo,Lua,9.75,17.75
Niger-Congo,Lozi,-17.83333333,26
Niger-Congo,Londo,5,9.166666667
Niger-Congo,Lobi,10.5,-3.25
Niger-Congo,Lingala,2,18.5
Niger-Congo,Linda,6.5,20.75
Niger-Congo,Lelemi,7.333333333,0.5
Niger-Congo,Leggbó,6,8
Niger-Congo,Lega,-2.833333333,27.16666667
Niger-Congo,Lebeo,1.75,25
Niger-Congo,Langi,-4.5,36
Niger-Congo,Lamnso',6.166666667,10.75
Niger-Congo,Lamba,-13,28
Niger-Congo,Kwangali,-18,19.5
Niger-Congo,Kposo,7.5,0.833333333
Niger-Congo,Kpan,7.583333333,10.16666667
Niger-Congo,Kosop,9.916666667,15.91666667
Niger-Congo,Koromfe,14.25,-0.916666667
Niger-Congo,Konyagi,12.5,-13.25
Niger-Congo,Konni,10.25,-1.583333333
Niger-Congo,Konkomba,10,0.083333333
Niger-Congo,Kongo,-5,15
Niger-Congo,Kom,6.25,10.33333333
Niger-Congo,Kohumono,6,8.116666667
Niger-Congo,Koh (Lakka),8,15.5
Niger-Congo,Ko (Winye),11.86666667,-2.916666667
Niger-Congo,Klao,4.75,-8.75
Niger-Congo,Kisi (Southern),8.5,-10.25
Niger-Congo,Kisi,8.833333333,-10.16666667
Niger-Congo,Kirma,10.25,-4.833333333
Niger-Congo,Kinyarwanda,-2,30
Niger-Congo,Kinga,-9,34
Niger-Congo,Kiluba,-8,26
Niger-Congo,Kikuyu,-0.75,36.75
Niger-Congo,Kete,-7,22.83333333
Niger-Congo,Kenyang,5.666666667,9.5
Niger-Congo,Kàsim,11,-1.333333333
Niger-Congo,Kasem,11.25,-1.25
Niger-Congo,Karanga,-20,31
Niger-Congo,Kanyok,-7.333333333,23.58333333
Niger-Congo,Kana,4.75,7.416666667
Niger-Congo,Kami,-6.75,38
Niger-Congo,Kamba,-1.5,38
Niger-Congo,Kalanga,-20.5,27.5
Niger-Congo,Kagulu,-6.333333333,37
Niger-Congo,Kagoma,9.25,8.166666667
Niger-Congo,Kabiyé,9.666666667,1.166666667
Niger-Congo,Jukun,6.916666667,10.41666667
Niger-Congo,Jarawa (in Nigeria),9.5,10.5
Niger-Congo,Izi,6.333333333,8
Niger-Congo,Iwoyo,-5.5,12.25
Niger-Congo,Isoko,5.5,6.25
Niger-Congo,Isekiri,5.666666667,5.5
Niger-Congo,Ila,-15.58333333,26.5
Niger-Congo,Igede,7,8.166666667
Niger-Congo,Igbo,6,7.333333333
Niger-Congo,Ifumu,-3.666666667,15.33333333
Niger-Congo,Idoma,6.916666667,7.5
Niger-Congo,Ibibio,5.25,7.833333333
Niger-Congo,Hunde,-1.166666667,28.83333333
Niger-Congo,Holoholo,-5.166666667,29.91666667
Niger-Congo,Herero,-20.58333333,19
Niger-Congo,Hemba,-6.25,27.16666667
Niger-Congo,Hehe,-8,36
Niger-Congo,Haya,-2,31.5
Niger-Congo,Gworok,9.916666667,8.166666667
Niger-Congo,Gwari,9.5,7
Niger-Congo,Gusii,-0.75,34.83333333
Niger-Congo,Gurma (Togo),10.75,0.666666667
Niger-Congo,Gurma,12.25,1
Niger-Congo,Gurenne,10.83333333,-0.916666667
Niger-Congo,Gunu,4.583333333,11.25
Niger-Congo,Gungbe,6.5,2.5
Niger-Congo,Gula Iro,10.25,19.41666667
Niger-Congo,Guere,6.666666667,-7.75
Niger-Congo,Grebo,5,-8
Niger-Congo,Gola,7.25,-10.83333333
Niger-Congo,Gokana,4.583333333,7.333333333
Niger-Congo,Godié,5.416666667,-5.833333333
Niger-Congo,Ghotuo,7.083333333,5.75
Niger-Congo,Gbeya Bossangoa,6.666666667,17.5
Niger-Congo,Gbaya Kara,6,15
Niger-Congo,Gade,8.666666667,7.416666667
Niger-Congo,Gã,5.666666667,-0.166666667
Niger-Congo,Fyem,9.583333333,9.333333333
Niger-Congo,Fulfulde (Maasina),15,-5
Niger-Congo,Fulani (Gombe),10.25,11.25
Niger-Congo,Fula (Senegal),15,-14
Niger-Congo,Fula (Nigerian),8.166666667,10.5
Niger-Congo,Fula (Mauritanian),16.5,-13.75
Niger-Congo,Fula (Guinean),11.5,-12.5
Niger-Congo,Fula (Cameroonian),9.166666667,13.5
Niger-Congo,Fula (Burkina Faso),14,0
Niger-Congo,Ful (Liptako),13.5,0.5
Niger-Congo,Fongbe,6.416666667,2.166666667
Niger-Congo,Fiote,-5.5,14
Niger-Congo,Fe'fe',5.25,10.16666667
Niger-Congo,Ewondo,4,12
Niger-Congo,Ewe (Anglo),6,1
Niger-Congo,Ewe,6.333333333,0.416666667
Niger-Congo,Etsako,7.25,6.5
Niger-Congo,Enya,-0.5,25.25
Niger-Congo,Engenni,5.166666667,6.383333333
Niger-Congo,Emai,7.083333333,5.916666667
Niger-Congo,Ekoti,-16.5,39.5
Niger-Congo,Ejagham,5.416666667,8.666666667
Niger-Congo,Ega,5.5,-5.5
Niger-Congo,Efik,4.916666667,8.5
Niger-Congo,Ebira,8.166666667,7
Niger-Congo,Dyimini,8.416666667,-4.416666667
Niger-Congo,Duma,-0.95,13
Niger-Congo,Duka,11.16666667,5.083333333
Niger-Congo,Duala,4,9.416666667
Niger-Congo,Doyayo,8.666666667,13.08333333
Niger-Congo,Dongo,3,30
Niger-Congo,Doko,3,23.08333333
Niger-Congo,Diola-Kasa,12.5,-16.75
Niger-Congo,Diola-Fogny,13,-16.25
Niger-Congo,Ding,-4.333333333,19.5
Niger-Congo,Degema,4.75,6.75
Niger-Congo,Day,8.75,17.83333333
Niger-Congo,Dagbani,9.583333333,-0.5
Niger-Congo,Dagaare,10.5,-2.666666667
Niger-Congo,Dadjriwalé,5.25,-5.666666667
Niger-Congo,Dabida,-4,38.66666667
Niger-Congo,Comorian,-12,44
Niger-Congo,CiLuba,-6,22
Niger-Congo,Chumburung,7.75,0.25
Niger-Congo,Chichewa,-14,34
Niger-Congo,Chaga,-3,37
Niger-Congo,Bushoong,-4.5,21.5
Niger-Congo,Bulu,3,11
Niger-Congo,Buli (in Ghana),10.5,-1.25
Niger-Congo,Bukusu,0.75,34.66666667
Niger-Congo,Bujeba,3,10.16666667
Niger-Congo,Budu,2,28
Niger-Congo,Bubi,3.5,8.666666667
Niger-Congo,Bolia,-1.25,18.33333333
Niger-Congo,Bobangi,-1.333333333,17.33333333
Niger-Congo,Birom,9.666666667,8.833333333
Niger-Congo,Bira,1,28.75
Niger-Congo,Bini,6.416666667,5.833333333
Niger-Congo,Bimoba,10.5,0
Niger-Congo,Biafada,11.41666667,-15.16666667
Niger-Congo,Bété,6.25,-6.25
Niger-Congo,Benga,1.166666667,9.416666667
Niger-Congo,Bena-Lulua,-6,21
Niger-Congo,Bemba,-10,28.25
Niger-Congo,Beembe,-3.916666667,14.08333333
Niger-Congo,Baule,7,-5
Niger-Congo,Basari,12.66666667,-13
Niger-Congo,Basaá,3.916666667,10.5
Niger-Congo,Bariba,10,2.5
Niger-Congo,Barambu,3.5,27
Niger-Congo,Bankon,4.416666667,9.583333333
Niger-Congo,Bamun,5.5,10.91666667
Niger-Congo,Balanta,12.25,-15.33333333
Niger-Congo,Bakundu,4.833333333,9.333333333
Niger-Congo,Bakueri,4.25,9.25
Niger-Congo,Baka (in Cameroon),2.583333333,13.58333333
Niger-Congo,Baga Sitemu,10.5,-14.5
Niger-Congo,Bafut,6.25,9.916666667
Niger-Congo,Bafia,5,11.16666667
Niger-Congo,Babungo,6.116666667,10.41666667
Niger-Congo,Babole,1.083333333,17.25
Niger-Congo,Avikam,5.166666667,-5.5
Niger-Congo,Avatime,6.833333333,0.416666667
Niger-Congo,Anyi,7,-3.5
Niger-Congo,Anufo,10.08333333,0.25
Niger-Congo,Amo,10.33333333,8.666666667
Niger-Congo,Alladian,5.166666667,-4.333333333
Niger-Congo,Akwa,10.08333333,6.333333333
Niger-Congo,Akan,6.5,-1.25
Niger-Congo,Aka,2.666666667,16.25
Niger-Congo,Ajagbe,7,1.75
Niger-Congo,Aizi,5.25,-4.5
Niger-Congo,Aghem,6.666666667,10
Niger-Congo,Adioukrou,5.416666667,-4.583333333
Niger-Congo,Abidji,5.666666667,-4.583333333
Korean,Korean,37.5,128
Japanese,Shuri,26.5,127.5
Japanese,Japanese,37,140
Indo-European,Zazaki,39,41
Indo-European,Yiddish (Lodz),51.75,19.41666667
Indo-European,Yiddish (Lithuanian),55,25
Indo-European,Yiddish (Bessarabian),47,28.5
Indo-European,Yiddish,52,23
Indo-European,Yazgulyam,38.5,71.5
Indo-European,Yaghnobi,39,69
Indo-European,Welsh (Colloquial),52.75,-3.5833
Indo-European,Welsh,52,-3
Indo-European,Wakhi,36.5,72
Indo-European,Waigali,35,71.25
Indo-European,Vedda,7,81
Indo-European,Vasavi,24.5,71.5
Indo-European,Vafsi,34.66666667,49.91666667
Indo-European,Urdu,25,67
Indo-European,Ukrainian,49,33
Indo-European,Torwali,34.25,72
Indo-European,Tati (Southern),36,49.66666667
Indo-European,Tat (Muslim),41.25,48.75
Indo-European,Talysh (Southern),37,49
Indo-European,Talysh (Azerbaijan),38.75,48.66666667
Indo-European,Tajik,38.66666667,70
Indo-European,Swedish (Västerbotten),64.25,19.75
Indo-European,Swedish,60,15
Indo-European,Spanish (Canary Islands),28,-15.58333333
Indo-European,Spanish,40,-4
Indo-European,Sorbian (Upper),51.83333333,14.5
Indo-European,Sorbian (Lower),51.75,14.33333333
Indo-European,Sorbian,51.5,14
Indo-European,Slovincian,54,16
Indo-European,Slovene,46,15
Indo-European,Slovak,49,20
Indo-European,Sinhala,7,80.5
Indo-European,Sindhi,26,69
Indo-European,Shina,36,74
Indo-European,Shekhawati,28,75.5
Indo-European,Serbian-Croatian,44,19
Indo-European,Savi,35,71.5
Indo-European,Sardinian,40,9
Indo-European,Russian,56,38
Indo-European,Rushan,38.16666667,71.5
Indo-European,Romansch (Sursilvan),46.66666667,8.833333333
Indo-European,Romansch (Surmeiran),46.58333333,9.75
Indo-European,Romansch (Scharans),46.75,9.5
Indo-European,Romansch,46.66666667,9.166666667
Indo-European,Romanian,46,25
Indo-European,Romani (Welsh),52,-4
Indo-European,Romani (North Russian),60,38
Indo-European,Romani (Lovari),47,21.5
Indo-European,Romani (Kalderash),45,21
Indo-European,Romani (Burgenland),47.5,16.5
Indo-European,Romani (Bugurdzi),42.66666667,21.16666667
Indo-European,Romani (Ajia Varvara),38,23.58333333
Indo-European,Provençal,44,6
Indo-European,Prasuni,35.5,71
Indo-European,Portuguese,39,-8
Indo-European,Polish,52,20
Indo-European,Polabian,51,12.83333333
Indo-European,Persian,32,54
Indo-European,Pashto,33,67
Indo-European,Panjabi,31,74
Indo-European,Ossetic,43,44
Indo-European,Ormuri,32.5,69.75
Indo-European,Oriya (Kotia),18.33333333,83
Indo-European,Oriya,21,85
Indo-European,Occitan,44,2
Indo-European,Norwegian,61,8
Indo-European,Nepali,28,85
Indo-European,Moldavian,47,29
Indo-European,Mazanderani,36.5,52
Indo-European,Mawchi,21.33333333,73.66666667
Indo-European,Marathi,19,76
Indo-European,Manx,54.16666667,-4.5
Indo-European,Maithili,26,86
