Data Item,Statistical Area Level 2 (SA2) (2016 ASGS),SA2 Code (2016 ASGS),Mar-19,Jun-19,Sep-19,Dec-19
Smoothed unemployment rate (%),East Devonport,604021086,12,11.5,12.1,12.9
Smoothed unemployment rate (%),Latrobe,604021087,4.8,4.5,4.5,5
Smoothed unemployment rate (%),Miandetta - Don,604021088,3.8,3.4,3.4,3.6
Smoothed unemployment rate (%),Port Sorell,604021089,3.1,3.1,3.2,3.3
Smoothed unemployment rate (%),Quoiba - Spreyton,604021090,3.6,3.5,3.6,3.8
Smoothed unemployment rate (%),Sheffield - Railton,604021091,5,5,5.2,5.4
Smoothed unemployment rate (%),Turners Beach - Forth,604021092,2.5,2.4,2.2,2.4
Smoothed unemployment rate (%),King Island,604031093,1.6,1.5,1.5,1.7
Smoothed unemployment rate (%),North West,604031094,2.9,2.9,3.1,3.5
Smoothed unemployment rate (%),Smithton,604031095,5,4.8,4.9,5.4
Smoothed unemployment rate (%),Waratah,604031096,4.8,4.8,4.8,5
Smoothed unemployment rate (%),West Coast (Tas.),604031097,9.4,9.5,10.2,11
Smoothed unemployment rate (%),Darwin City,701011002,3.5,3.6,3.5,3.5
Smoothed unemployment rate (%),Fannie Bay - The Gardens,701011004,1.7,1.6,1.5,1.4
Smoothed unemployment rate (%),Larrakeyah,701011005,1.8,1.7,1.8,2
Smoothed unemployment rate (%),Ludmilla - The Narrows,701011006,8.3,8.5,9,9.4
Smoothed unemployment rate (%),Parap,701011007,2.3,2.4,2.5,2.5
Smoothed unemployment rate (%),Stuart Park,701011008,2.8,2.9,3.1,3.1
Smoothed unemployment rate (%),Woolner - Bayview - Winnellie,701011009,2,2,2.1,2.2
Smoothed unemployment rate (%),Alawa,701021010,4.9,5.4,6.1,6.6
Smoothed unemployment rate (%),Anula,701021011,3.7,3.6,3.8,3.9
Smoothed unemployment rate (%),Berrimah,701021012,17.2,17.8,18,18
Smoothed unemployment rate (%),Brinkin - Nakara,701021013,5,5,5.3,5.3
Smoothed unemployment rate (%),Coconut Grove,701021016,7,7.2,7.7,7.7
Smoothed unemployment rate (%),Jingili,701021018,5.4,5.4,5.7,5.9
Smoothed unemployment rate (%),Karama,701021019,7.9,7.7,7.9,7.8
Smoothed unemployment rate (%),Leanyer,701021020,2.8,2.9,3.2,3
Smoothed unemployment rate (%),Lyons (NT),701021021,0.7,0.6,0.6,0.6
Smoothed unemployment rate (%),Malak - Marrara,701021022,7.4,7.8,8.1,8
Smoothed unemployment rate (%),Millner,701021023,5.2,5.1,5.1,5
Smoothed unemployment rate (%),Moil,701021024,4.6,4.5,4.7,4.7
Smoothed unemployment rate (%),Nightcliff,701021025,3.9,3.9,4.1,4
Smoothed unemployment rate (%),Rapid Creek,701021026,2.9,2.8,3,2.9
Smoothed unemployment rate (%),Tiwi,701021027,5.2,4.9,4.9,4.8
Smoothed unemployment rate (%),Wagaman,701021028,5.3,5.2,5.4,5.3
Smoothed unemployment rate (%),Wanguri,701021029,4.9,5.3,5.8,5.8
Smoothed unemployment rate (%),Wulagi,701021030,4.2,4.4,4.8,5.3
Smoothed unemployment rate (%),Howard Springs,701031031,0.9,1,1.1,1.1
Smoothed unemployment rate (%),Humpty Doo,701031032,2.8,2.8,2.9,2.9
Smoothed unemployment rate (%),Virginia,701031034,2.6,2.8,2.8,2.6
Smoothed unemployment rate (%),Weddell,701031035,3.9,3.9,4,4
Smoothed unemployment rate (%),Bakewell,701041036,3.6,3.8,3.9,4
Smoothed unemployment rate (%),Driver,701041037,6.6,6.6,7.1,7.7
Smoothed unemployment rate (%),Durack - Marlow Lagoon,701041038,1.9,1.8,1.8,1.8
Smoothed unemployment rate (%),Gray,701041039,15.8,16.8,17.8,18
Smoothed unemployment rate (%),Moulden,701041040,18.8,20.1,21.6,22.3
Smoothed unemployment rate (%),Palmerston - North,701041041,2.6,2.5,2.5,2.2
Smoothed unemployment rate (%),Palmerston - South,701041042,1.3,1.3,1.4,1.4
Smoothed unemployment rate (%),Rosebery - Bellamack,701041043,1.8,1.9,2,2
Smoothed unemployment rate (%),Woodroffe,701041044,7.3,7.4,7.6,7.8
Smoothed unemployment rate (%),Charles,702011045,8.2,8.4,9.7,10.5
Smoothed unemployment rate (%),East Side,702011046,1.5,1.5,1.7,1.7
Smoothed unemployment rate (%),Flynn (NT),702011047,1.3,1.3,1.4,1.5
Smoothed unemployment rate (%),Larapinta,702011048,1.3,1.3,1.5,1.5
Smoothed unemployment rate (%),Mount Johns,702011049,0.6,0.6,0.7,0.7
Smoothed unemployment rate (%),Petermann - Simpson,702011050,2.3,2.3,2.9,3.1
Smoothed unemployment rate (%),Ross,702011051,1.2,1.2,1.3,1.3
Smoothed unemployment rate (%),Sandover - Plenty,702011052,6.9,7.2,8.4,8.4
Smoothed unemployment rate (%),Tanami,702011053,13.5,13.6,15,14.6
Smoothed unemployment rate (%),Yuendumu - Anmatjere,702011054,10,9.8,10.9,10.8
Smoothed unemployment rate (%),Barkly,702021055,7.7,7.8,8.5,8.4
Smoothed unemployment rate (%),Tennant Creek,702021056,5.9,6.3,7.4,8
Smoothed unemployment rate (%),Alligator,702031057,2.4,2.3,2.7,2.8
Smoothed unemployment rate (%),Daly,702031058,7.5,7.7,8.7,9
Smoothed unemployment rate (%),Thamarrurr,702031059,10,10.3,11.4,11.6
Smoothed unemployment rate (%),Tiwi Islands,702031060,12.9,12.7,13.8,13.9
Smoothed unemployment rate (%),West Arnhem,702031061,13.3,13.6,15.7,16.2
Smoothed unemployment rate (%),Anindilyakwa,702041062,5.1,5.2,5.9,6.2
Smoothed unemployment rate (%),East Arnhem,702041063,10.8,11.2,13,13.6
Smoothed unemployment rate (%),Nhulunbuy,702041064,1.5,1.4,1.6,1.7
Smoothed unemployment rate (%),Elsey,702051065,6.9,7.2,8.8,9.4
Smoothed unemployment rate (%),Gulf,702051066,12.4,12.8,14.4,14.6
Smoothed unemployment rate (%),Katherine,702051067,2.6,2.8,3.3,3.4
Smoothed unemployment rate (%),Victoria River,702051068,6.6,6.7,7.5,7.8
Smoothed unemployment rate (%),Aranda,801011001,4.1,4.3,4.5,4.2
Smoothed unemployment rate (%),Belconnen,801011002,3.8,4,3.8,3.6
Smoothed unemployment rate (%),Bruce,801011003,2.6,2.7,2.8,2.7
Smoothed unemployment rate (%),Charnwood,801011004,12.3,12.9,12.5,12.4
Smoothed unemployment rate (%),Cook,801011005,2.2,2.7,3,3.1
Smoothed unemployment rate (%),Dunlop,801011006,4.3,4.3,4.3,4.2
Smoothed unemployment rate (%),Evatt,801011007,4.2,4.4,4.3,4
Smoothed unemployment rate (%),Florey,801011008,6.1,6.1,6.3,6.4
Smoothed unemployment rate (%),Flynn (ACT),801011009,3.6,3.6,3.3,3.2
Smoothed unemployment rate (%),Fraser,801011010,3.9,3.9,3.6,3.4
Smoothed unemployment rate (%),Giralang,801011011,2.5,2.4,2.1,2.3
Smoothed unemployment rate (%),Hawker,801011013,4.3,4.2,3.8,3.6
Smoothed unemployment rate (%),Higgins,801011014,3.6,3.6,3.7,3.9
Smoothed unemployment rate (%),Holt,801011015,8,8.2,7.8,7.4
Smoothed unemployment rate (%),Kaleen,801011016,3.4,3.7,3.7,3.5
Smoothed unemployment rate (%),Latham,801011017,4.1,3.9,3.8,3.8
Smoothed unemployment rate (%),Lawson,801011018,1.4,1.6,1.6,1.7
Smoothed unemployment rate (%),Macgregor (ACT),801011019,4.1,4.2,4.2,4.2
Smoothed unemployment rate (%),Macquarie,801011020,5.2,5.7,5.7,5.7
Smoothed unemployment rate (%),McKellar,801011021,3.7,3.3,3.1,3
Smoothed unemployment rate (%),Melba,801011022,5.1,5.2,5,4.5
Smoothed unemployment rate (%),Page,801011023,5.9,6.1,6,5.9
Smoothed unemployment rate (%),Scullin,801011024,6.2,6.2,6.3,6.1
Smoothed unemployment rate (%),Spence,801011025,6.5,6.8,6.7,6.3
Smoothed unemployment rate (%),Weetangera,801011026,1.3,1.6,1.7,1.6
Smoothed unemployment rate (%),Canberra East,801031113,26.2,25.2,21.2,18.3
Smoothed unemployment rate (%),Majura,801031115,0,0,0,0
Smoothed unemployment rate (%),Amaroo,801041034,3.2,3.1,3.2,3.2
Smoothed unemployment rate (%),Bonner,801041035,2.5,2.4,2.3,2.2
Smoothed unemployment rate (%),Casey,801041036,1.6,1.8,1.6,1.4
Smoothed unemployment rate (%),Crace,801041037,1.1,1.2,1.2,1.2
Smoothed unemployment rate (%),Forde,801041038,1.8,1.7,1.5,1.4
Smoothed unemployment rate (%),Franklin,801041039,2.2,1.9,1.7,1.7
Smoothed unemployment rate (%),Gungahlin,801041040,4,4.3,4.5,4.3
Smoothed unemployment rate (%),Hall,801041043,6.1,6.1,4.5,3
Smoothed unemployment rate (%),Harrison,801041044,1.7,1.6,1.6,1.6
Smoothed unemployment rate (%),Ngunnawal,801041046,3.3,3.3,3.4,3.3
Smoothed unemployment rate (%),Nicholls,801041047,1.6,1.6,1.6,1.7
Smoothed unemployment rate (%),Palmerston,801041048,4.1,3.9,3.8,3.6
Smoothed unemployment rate (%),Jacka,801041118,0,0,0,0
Smoothed unemployment rate (%),Moncrieff,801041120,0,0,0,0
Smoothed unemployment rate (%),Throsby,801041122,0,0,0,0
Smoothed unemployment rate (%),Acton,801051049,0.8,0.8,0.9,0.9
Smoothed unemployment rate (%),Ainslie,801051050,5.1,5.4,5.4,5.4
Smoothed unemployment rate (%),Braddon,801051051,2.3,2.4,2.5,2.3
Smoothed unemployment rate (%),Civic,801051053,1.7,2,2.4,2.4
Smoothed unemployment rate (%),Dickson,801051054,3.9,4,3.9,3.7
Smoothed unemployment rate (%),Downer,801051055,4.7,4.8,4.8,4.3
Smoothed unemployment rate (%),Hackett,801051056,2.8,2.9,2.8,2.6
Smoothed unemployment rate (%),Lyneham,801051057,3.7,3.7,3.6,3.5
Smoothed unemployment rate (%),O'Connor (ACT),801051058,3.4,3.4,3.3,3.3
Smoothed unemployment rate (%),Turner,801051060,4.2,4.1,3.9,3.1
Smoothed unemployment rate (%),Watson,801051061,4.4,4.9,4.9,4.4
Smoothed unemployment rate (%),Campbell,801051124,0,0,0,0
Smoothed unemployment rate (%),Duntroon,801051125,0,0,0,0
Smoothed unemployment rate (%),Reid,801051127,5.8,6.5,6.7,5.8
Smoothed unemployment rate (%),Deakin,801061062,1.4,1.3,1.1,1.1
Smoothed unemployment rate (%),Forrest,801061063,0.2,0.2,0.4,0.4
Smoothed unemployment rate (%),Griffith (ACT),801061064,2.4,3,3.4,3.5
Smoothed unemployment rate (%),Narrabundah,801061067,4.6,4.5,4.2,4
Smoothed unemployment rate (%),Red Hill (ACT),801061069,1.1,1.2,1.2,1.1
Smoothed unemployment rate (%),Yarralumla,801061070,1.8,2,2,1.9
Smoothed unemployment rate (%),Barton,801061129,0,0,0,0
Smoothed unemployment rate (%),Kingston (ACT),801061131,0,0,0,0
Smoothed unemployment rate (%),Banks,801071071,4,4.1,3.9,3.3
Smoothed unemployment rate (%),Bonython,801071072,3.6,3.8,4.2,4.1
Smoothed unemployment rate (%),Calwell,801071073,3.1,3.2,3.1,3.2
Smoothed unemployment rate (%),Chisholm,801071074,4.9,4.7,4.6,4.5
Smoothed unemployment rate (%),Conder,801071075,3.5,3.6,3.6,3.6
Smoothed unemployment rate (%),Fadden,801071076,1.6,1.6,1.5,1.4
Smoothed unemployment rate (%),Gilmore,801071077,4.7,5,4.8,4.8
Smoothed unemployment rate (%),Gordon (ACT),801071078,3.8,3.9,4,4.1
Smoothed unemployment rate (%),Gowrie (ACT),801071079,4.4,4.4,4.2,3.8
Smoothed unemployment rate (%),Greenway,801071080,4.3,4.5,4.5,4.6
Smoothed unemployment rate (%),Isabella Plains,801071081,4.4,4.4,4.1,3.8
Smoothed unemployment rate (%),Kambah,801071082,5.5,5.6,5.6,5.6
Smoothed unemployment rate (%),Macarthur,801071083,1.5,1.9,2.1,2.2
Smoothed unemployment rate (%),Monash,801071084,3.9,4,4.1,4
Smoothed unemployment rate (%),Oxley (ACT),801071086,6.6,6.6,5.9,5.2
Smoothed unemployment rate (%),Richardson,801071087,6.6,6.7,6.5,6.4
Smoothed unemployment rate (%),Theodore,801071088,4.5,4.7,4.6,4.6
Smoothed unemployment rate (%),Wanniassa,801071090,4.2,4.4,4.3,4
Smoothed unemployment rate (%),Chapman,801081091,1.2,1.2,1.2,0.9
Smoothed unemployment rate (%),Duffy,801081092,4.4,4.8,4.5,4
Smoothed unemployment rate (%),Fisher,801081093,3.3,3.4,3.4,3.1
Smoothed unemployment rate (%),Holder,801081094,2.6,2.7,2.8,2.7
Smoothed unemployment rate (%),Rivett,801081095,4.5,4.5,4.4,4.3
Smoothed unemployment rate (%),Stirling,801081096,4.2,4,4.4,4.6
Smoothed unemployment rate (%),Waramanga,801081097,3.8,3.7,3.4,3.1
Smoothed unemployment rate (%),Weston,801081098,2.5,2.5,2.4,2.5
Smoothed unemployment rate (%),Chifley,801091099,4.4,4.4,4.2,4
Smoothed unemployment rate (%),Curtin,801091100,2.3,2.4,2.4,2.3
Smoothed unemployment rate (%),Farrer,801091101,1.7,1.8,1.7,1.8
Smoothed unemployment rate (%),Garran,801091102,1.3,1.4,1.5,1.6
Smoothed unemployment rate (%),Hughes,801091103,2.6,2.6,2.6,2.6
Smoothed unemployment rate (%),Isaacs,801091104,1.6,1.5,1.3,1
Smoothed unemployment rate (%),Lyons (ACT),801091105,4.4,4.2,3.9,3.7
Smoothed unemployment rate (%),Mawson,801091106,3.1,3.1,2.9,2.7
Smoothed unemployment rate (%),O'Malley,801091107,0.4,0.4,0.2,0.2
Smoothed unemployment rate (%),Pearce,801091108,1.8,2,2.2,2.2
Smoothed unemployment rate (%),Phillip,801091109,4.1,4.1,4,3.7
Smoothed unemployment rate (%),Torrens,801091110,3.3,3.5,3.6,3.4
Smoothed unemployment rate (%),Coombs,801101135,0,0,0,0
Smoothed unemployment rate (%),Denman Prospect,801101136,0,0,0,0
Smoothed unemployment rate (%),Wright,801101139,0,0,0,0
Smoothed unemployment rate (%),ACT - South West,801111140,0,0,0,0
