Data Item,Statistical Area Level 2 (SA2) (2016 ASGS),SA2 Code (2016 ASGS),Mar-19,Jun-19,Sep-19,Dec-19
Smoothed unemployment rate (%),Longford - Loch Sport,205051100,4.5,3.5,3.6,3.9
Smoothed unemployment rate (%),Maffra,205051101,3.8,2.9,2.7,2.8
Smoothed unemployment rate (%),Rosedale,205051102,4.1,3.1,2.7,2.6
Smoothed unemployment rate (%),Sale,205051103,6.3,5.1,4.8,4.8
Smoothed unemployment rate (%),Yarram,205051104,5,3.9,3.8,3.9
Smoothed unemployment rate (%),Brunswick,206011105,5.6,5.6,5.4,5.5
Smoothed unemployment rate (%),Brunswick East,206011106,4.3,4.4,4.5,4.7
Smoothed unemployment rate (%),Brunswick West,206011107,6.4,6.5,6.5,6.6
Smoothed unemployment rate (%),Coburg,206011108,7.6,7.5,7.2,7.4
Smoothed unemployment rate (%),Pascoe Vale South,206011109,4.9,4.7,4.5,4.6
Smoothed unemployment rate (%),Alphington - Fairfield,206021110,4,4.1,4,4.2
Smoothed unemployment rate (%),Northcote,206021111,4.6,4.6,4.5,4.6
Smoothed unemployment rate (%),Thornbury,206021112,5.9,6,6,6.1
Smoothed unemployment rate (%),Ascot Vale,206031113,7.5,8,8.3,8.7
Smoothed unemployment rate (%),Essendon - Aberfeldie,206031114,3.4,3.5,3.4,3.5
Smoothed unemployment rate (%),Flemington,206031115,12.9,13.1,13,13.2
Smoothed unemployment rate (%),Moonee Ponds,206031116,3.8,3.8,3.7,3.8
Smoothed unemployment rate (%),Carlton,206041117,6.3,6.4,6.4,6.6
Smoothed unemployment rate (%),Docklands,206041118,1.8,1.9,1.9,1.9
Smoothed unemployment rate (%),East Melbourne,206041119,1.4,1.4,1.2,1.2
Smoothed unemployment rate (%),Kensington (Vic.),206041121,4.9,5,5,5
Smoothed unemployment rate (%),Melbourne,206041122,3.2,3.4,3.4,3.6
Smoothed unemployment rate (%),North Melbourne,206041123,6,6.1,6.1,6.4
Smoothed unemployment rate (%),Parkville,206041124,3.5,3.5,3.5,3.6
Smoothed unemployment rate (%),South Yarra - West,206041125,2.2,2.2,2.1,2.2
Smoothed unemployment rate (%),Southbank,206041126,1.7,1.8,1.7,1.8
Smoothed unemployment rate (%),Albert Park,206051128,1.7,1.9,2,2.1
Smoothed unemployment rate (%),Elwood,206051129,3.1,3.1,3.1,3.2
Smoothed unemployment rate (%),Port Melbourne,206051130,4.2,4.1,4,4
Smoothed unemployment rate (%),Port Melbourne Industrial,206051131,1.3,1.7,1.3,1.2
Smoothed unemployment rate (%),South Melbourne,206051132,7.3,7.5,7.3,7.4
Smoothed unemployment rate (%),St Kilda,206051133,5.5,5.6,5.6,5.7
Smoothed unemployment rate (%),St Kilda East,206051134,4.3,4.5,4.7,5
Smoothed unemployment rate (%),Armadale,206061135,1.8,1.8,1.7,1.8
Smoothed unemployment rate (%),Prahran - Windsor,206061136,3.5,3.6,3.5,3.5
Smoothed unemployment rate (%),South Yarra - East,206061137,2.9,2.9,2.8,3
Smoothed unemployment rate (%),Toorak,206061138,1.8,1.8,1.9,2
Smoothed unemployment rate (%),Abbotsford,206071139,2.8,2.8,2.9,3.1
Smoothed unemployment rate (%),Carlton North - Princes Hill,206071140,4.1,4.1,4.3,4.5
Smoothed unemployment rate (%),Collingwood,206071141,10.1,10.8,11.3,11.8
Smoothed unemployment rate (%),Fitzroy,206071142,8.3,8.5,8.6,9.1
Smoothed unemployment rate (%),Fitzroy North,206071143,4.8,5,4.8,4.9
Smoothed unemployment rate (%),Richmond (Vic.),206071144,4.9,4.9,4.9,5.2
Smoothed unemployment rate (%),Yarra - North,206071145,3.7,3.9,3.9,4.1
Smoothed unemployment rate (%),Ashburton (Vic.),207011146,4.7,4.7,4.6,4.7
Smoothed unemployment rate (%),Balwyn,207011147,3.2,3.2,3.4,3.7
Smoothed unemployment rate (%),Balwyn North,207011148,3.5,3.5,3.5,3.7
Smoothed unemployment rate (%),Camberwell,207011149,2.8,2.8,2.7,2.7
Smoothed unemployment rate (%),Glen Iris - East,207011150,1.6,1.7,1.8,2
Smoothed unemployment rate (%),Hawthorn,207011151,3.1,3.2,3.1,3.2
Smoothed unemployment rate (%),Hawthorn East,207011152,2.6,2.5,2.5,2.6
Smoothed unemployment rate (%),Kew,207011153,2.8,2.7,2.8,3.1
Smoothed unemployment rate (%),Kew East,207011154,3.9,3.6,3.4,3.6
Smoothed unemployment rate (%),Surrey Hills (West) - Canterbury,207011155,2.6,2.8,2.8,2.9
Smoothed unemployment rate (%),Bulleen,207021156,6.1,6,5.7,5.9
Smoothed unemployment rate (%),Doncaster,207021157,6.2,6.2,6.2,6.7
Smoothed unemployment rate (%),Templestowe,207021159,4,3.8,3.8,4
Smoothed unemployment rate (%),Templestowe Lower,207021160,5.2,5.1,5.2,5.6
Smoothed unemployment rate (%),Doncaster East (North),207021424,0,0,0,0
Smoothed unemployment rate (%),Doncaster East (South),207021425,0,0,0,0
Smoothed unemployment rate (%),Blackburn,207031161,4.6,4.7,4.7,5
Smoothed unemployment rate (%),Blackburn South,207031162,6.7,6.5,6.4,6.7
Smoothed unemployment rate (%),Box Hill,207031163,6.8,6.8,6.9,7.4
Smoothed unemployment rate (%),Box Hill North,207031164,5.2,5.1,4.9,5.2
Smoothed unemployment rate (%),Burwood,207031165,7.4,7.9,7.9,8.3
Smoothed unemployment rate (%),Burwood East,207031166,6.4,6.4,6.2,6.2
Smoothed unemployment rate (%),Surrey Hills (East) - Mont Albert,207031167,2.3,2.5,2.7,3.1
Smoothed unemployment rate (%),Beaumaris,208011168,1.7,1.7,1.8,1.8
Smoothed unemployment rate (%),Brighton (Vic.),208011169,1.8,1.7,1.7,1.6
Smoothed unemployment rate (%),Brighton East,208011170,2.3,2.1,2.1,2.2
Smoothed unemployment rate (%),Cheltenham - Highett (West),208011171,4.7,4.5,4.6,4.7
Smoothed unemployment rate (%),Hampton,208011172,4.3,4.4,4.6,4.6
Smoothed unemployment rate (%),Sandringham - Black Rock,208011173,2.6,2.5,2.6,2.6
Smoothed unemployment rate (%),Bentleigh - McKinnon,208021174,2.9,3,3.1,3.1
Smoothed unemployment rate (%),Carnegie,208021176,3.3,3.4,3.5,3.5
Smoothed unemployment rate (%),Caulfield - North,208021177,2.7,2.7,2.9,2.9
Smoothed unemployment rate (%),Caulfield - South,208021178,3.2,3.1,3.3,3.2
Smoothed unemployment rate (%),Elsternwick,208021179,2.7,2.7,2.8,2.7
Smoothed unemployment rate (%),Hughesdale,208021180,4.4,4.2,4.2,4.1
Smoothed unemployment rate (%),Murrumbeena,208021181,3.2,3.1,3.1,3.1
Smoothed unemployment rate (%),Ormond - Glen Huntly,208021182,3.6,3.6,3.8,3.8
Smoothed unemployment rate (%),Bentleigh East (North),208021426,0,0,0,0
Smoothed unemployment rate (%),Bentleigh East (South),208021427,0,0,0,0
Smoothed unemployment rate (%),Aspendale Gardens - Waterways,208031183,3.1,3,3.2,3.3
Smoothed unemployment rate (%),Carrum - Patterson Lakes,208031185,5.5,5.5,5.8,5.9
Smoothed unemployment rate (%),Chelsea - Bonbeach,208031186,6.6,6.5,6.7,6.8
Smoothed unemployment rate (%),Chelsea Heights,208031187,6.7,6.7,6.8,6.7
Smoothed unemployment rate (%),Cheltenham - Highett (East),208031188,4.9,4.8,4.9,4.9
Smoothed unemployment rate (%),Edithvale - Aspendale,208031189,3.7,3.6,3.8,4.1
Smoothed unemployment rate (%),Mentone,208031190,4.2,4.2,4.4,4.5
Smoothed unemployment rate (%),Moorabbin - Heatherton,208031191,5.5,5.3,5.4,5.2
Smoothed unemployment rate (%),Mordialloc - Parkdale,208031193,4.1,4.1,4.3,4.4
Smoothed unemployment rate (%),Malvern - Glen Iris,208041194,1.9,1.9,2,2
Smoothed unemployment rate (%),Malvern East,208041195,2.3,2.4,2.6,2.6
Smoothed unemployment rate (%),Bundoora - East,209011196,4.5,4.3,4.2,3.9
Smoothed unemployment rate (%),Greensborough,209011197,3.2,2.9,2.9,2.8
Smoothed unemployment rate (%),Heidelberg - Rosanna,209011198,2.5,2.4,2.3,2.2
Smoothed unemployment rate (%),Heidelberg West,209011199,8.9,8.3,8.2,7.8
Smoothed unemployment rate (%),Ivanhoe,209011200,1.8,1.6,1.5,1.5
Smoothed unemployment rate (%),Ivanhoe East - Eaglemont,209011201,1.1,0.9,1,1
Smoothed unemployment rate (%),Montmorency - Briar Hill,209011202,3.2,2.9,2.8,2.8
Smoothed unemployment rate (%),Viewbank - Yallambie,209011203,2.6,2.4,2.4,2.4
Smoothed unemployment rate (%),Watsonia,209011204,4,3.8,3.9,4.1
Smoothed unemployment rate (%),Kingsbury,209021205,2.8,2.5,2.5,2.5
Smoothed unemployment rate (%),Reservoir - East,209021207,7.1,6.5,6.3,6.1
Smoothed unemployment rate (%),Reservoir - West,209021208,6.2,5.8,5.5,5.2
Smoothed unemployment rate (%),Preston - East,209021428,0,0,0,0
Smoothed unemployment rate (%),Preston - West,209021429,0,0,0,0
Smoothed unemployment rate (%),Eltham,209031209,1.9,1.8,1.8,1.7
Smoothed unemployment rate (%),Hurstbridge,209031210,3.2,2.9,2.8,2.7
Smoothed unemployment rate (%),Kinglake,209031211,3.4,3,3,3
Smoothed unemployment rate (%),Panton Hill - St Andrews,209031212,3.5,3.3,3.1,2.6
Smoothed unemployment rate (%),Plenty - Yarrambat,209031213,1.6,1.4,1.4,1.4
Smoothed unemployment rate (%),Research - North Warrandyte,209031214,1.4,1.3,1.2,1.3
Smoothed unemployment rate (%),Wattle Glen - Diamond Creek,209031215,2.2,2,2,1.8
Smoothed unemployment rate (%),Bundoora - North,209041216,3,3,3.1,3
Smoothed unemployment rate (%),Bundoora - West,209041217,5.3,4.9,4.5,4
Smoothed unemployment rate (%),Lalor,209041219,9.8,9.2,8.9,8.6
Smoothed unemployment rate (%),Mill Park - North,209041220,4.8,4.4,4.3,4.3
Smoothed unemployment rate (%),Mill Park - South,209041221,6,5.6,5.5,5.4
Smoothed unemployment rate (%),Thomastown,209041223,10,9.6,9.5,9.2
Smoothed unemployment rate (%),Wallan,209041224,4.6,4.3,4.3,4.3
Smoothed unemployment rate (%),Whittlesea,209041225,4.3,4,4,3.8
Smoothed unemployment rate (%),Doreen,209041430,0,0,0,0
Smoothed unemployment rate (%),Epping - East,209041431,0,0,0,0
Smoothed unemployment rate (%),Epping - South,209041432,0,0,0,0
Smoothed unemployment rate (%),Epping - West,209041433,0,0,0,0
Smoothed unemployment rate (%),Mernda,209041434,0,0,0,0
Smoothed unemployment rate (%),South Morang (North),209041435,0,0,0,0
Smoothed unemployment rate (%),South Morang (South),209041436,0,0,0,0
Smoothed unemployment rate (%),Wollert,209041437,0,0,0,0
Smoothed unemployment rate (%),Airport West,210011226,3.5,3.8,3.8,4
Smoothed unemployment rate (%),Keilor,210011228,2.8,2.9,2.9,2.9
Smoothed unemployment rate (%),Keilor East,210011229,3,3.1,3.2,3.3
Smoothed unemployment rate (%),Niddrie - Essendon West,210011230,1.8,2,2.2,2.3
Smoothed unemployment rate (%),Strathmore,210011231,1.6,1.6,1.6,1.7
Smoothed unemployment rate (%),Gisborne,210021232,1.6,1.6,1.6,1.7
Smoothed unemployment rate (%),Macedon,210021233,0.9,1.1,1.3,1.6
Smoothed unemployment rate (%),Riddells Creek,210021234,2.1,2.2,2.2,2.3
Smoothed unemployment rate (%),Romsey,210021235,3.1,3.3,3.5,3.7
Smoothed unemployment rate (%),Coburg North,210031236,4.3,4.5,4.6,4.8
Smoothed unemployment rate (%),Fawkner,210031237,6.2,6.6,6.6,6.8
Smoothed unemployment rate (%),Pascoe Vale,210031239,2.8,2.8,2.8,2.8
Smoothed unemployment rate (%),Glenroy,210031438,0,0,0,0
Smoothed unemployment rate (%),Gowanbrae,210031439,0,0,0,0
Smoothed unemployment rate (%),Hadfield,210031440,0,0,0,0
Smoothed unemployment rate (%),Sunbury,210041240,3.2,3.5,3.7,3.9
Smoothed unemployment rate (%),Sunbury - South,210041241,4,4.3,4.5,4.7
Smoothed unemployment rate (%),Broadmeadows,210051242,19.2,19.8,19.7,20
Smoothed unemployment rate (%),Campbellfield - Coolaroo,210051243,15.7,16,15.7,16
Smoothed unemployment rate (%),Gladstone Park - Westmeadows,210051245,5.7,5.9,5.9,6.1
Smoothed unemployment rate (%),Greenvale - Bulla,210051246,0,0,0,0
Smoothed unemployment rate (%),Meadow Heights,210051247,18.3,19.1,19.2,19.7
Smoothed unemployment rate (%),Melbourne Airport,210051248,0.6,0.6,0.6,1.3
Smoothed unemployment rate (%),Roxburgh Park - Somerton,210051249,12.1,12.6,12.6,13
Smoothed unemployment rate (%),Tullamarine,210051250,7.4,7.9,7.7,7.8
Smoothed unemployment rate (%),Craigieburn - Central,210051441,0,0,0,0
Smoothed unemployment rate (%),Craigieburn - North,210051442,0,0,0,0
Smoothed unemployment rate (%),Craigieburn - South,210051443,0,0,0,0
Smoothed unemployment rate (%),Craigieburn - West,210051444,0,0,0,0
Smoothed unemployment rate (%),Mickleham - Yuroke,210051445,0,0,0,0
Smoothed unemployment rate (%),Bayswater,211011251,5.5,4.9,4.5,4.4
Smoothed unemployment rate (%),Knoxfield - Scoresby,211011254,3.3,2.9,2.6,2.5
Smoothed unemployment rate (%),Lysterfield,211011255,1.8,1.6,1.4,1.2
Smoothed unemployment rate (%),Rowville - Central,211011256,2.9,2.6,2.3,2.2
Smoothed unemployment rate (%),Rowville - North,211011257,2.7,2.5,2.2,2.1
Smoothed unemployment rate (%),Rowville - South,211011258,2.2,2,1.9,1.7
Smoothed unemployment rate (%),Wantirna,211011259,3.2,2.9,2.7,2.6
Smoothed unemployment rate (%),Wantirna South,211011260,3,2.6,2.4,2.3
Smoothed unemployment rate (%),Boronia,211011446,0,0,0,0
Smoothed unemployment rate (%),Ferntree Gully (North),211011447,0,0,0,0
Smoothed unemployment rate (%),Ferntree Gully (South) - Upper Ferntree Gully,211011448,0,0,0,0
Smoothed unemployment rate (%),The Basin,211011449,0,0,0,0
Smoothed unemployment rate (%),Donvale - Park Orchards,211021261,1.9,1.7,1.5,1.5
Smoothed unemployment rate (%),Warrandyte - Wonga Park,211021262,1.4,1.2,1.1,1
Smoothed unemployment rate (%),Bayswater North,211031263,4.4,4,3.8,3.7
Smoothed unemployment rate (%),Croydon Hills - Warranwood,211031265,2.1,2,1.8,1.7
Smoothed unemployment rate (%),Ringwood,211031266,5.8,5.5,5.2,5.1
Smoothed unemployment rate (%),Ringwood East,211031267,4.3,4.2,4,4
Smoothed unemployment rate (%),Ringwood North,211031268,1.7,1.6,1.5,1.5
Smoothed unemployment rate (%),Croydon - East,211031450,0,0,0,0
Smoothed unemployment rate (%),Croydon - West,211031451,0,0,0,0
Smoothed unemployment rate (%),Croydon South,211031452,0,0,0,0
Smoothed unemployment rate (%),Forest Hill,211041269,3.6,3.3,3,2.9
Smoothed unemployment rate (%),Mitcham (Vic.),211041270,2.9,2.6,2.2,2.1
Smoothed unemployment rate (%),Nunawading,211041271,3,2.8,2.5,2.4
Smoothed unemployment rate (%),Vermont,211041272,2.5,2.1,1.9,1.8
Smoothed unemployment rate (%),Vermont South,211041273,2,1.8,1.7,1.6
Smoothed unemployment rate (%),Belgrave - Selby,211051274,3.7,3.2,2.9,2.8
Smoothed unemployment rate (%),Chirnside Park,211051275,3.5,3.2,2.9,2.8
Smoothed unemployment rate (%),Healesville - Yarra Glen,211051276,4.7,4.2,3.8,3.5
Smoothed unemployment rate (%),Kilsyth,211051277,4.9,4.4,4.1,4
Smoothed unemployment rate (%),Lilydale - Coldstream,211051278,4.2,3.7,3.5,3.5
Smoothed unemployment rate (%),Monbulk - Silvan,211051279,3.1,2.6,2.4,2.3
Smoothed unemployment rate (%),Montrose,211051280,3.4,3,2.6,2.5
Smoothed unemployment rate (%),Mooroolbark,211051281,4.7,4.4,4.2,4.1
Smoothed unemployment rate (%),Mount Dandenong - Olinda,211051282,3,2.5,2.3,2.1
Smoothed unemployment rate (%),Mount Evelyn,211051283,3.2,3,2.8,2.7
Smoothed unemployment rate (%),Upwey - Tecoma,211051284,3.2,2.9,2.7,2.6
Smoothed unemployment rate (%),Wandin - Seville,211051285,2.9,2.5,2.3,2.3
Smoothed unemployment rate (%),Yarra Valley,211051286,7.4,6.5,5.7,5.3
Smoothed unemployment rate (%),Beaconsfield - Officer,212011287,3.1,3.3,3.9,4.3
Smoothed unemployment rate (%),Bunyip - Garfield,212011288,3.4,3.4,4,4.2
Smoothed unemployment rate (%),Emerald - Cockatoo,212011289,2.9,2.8,3.1,3.2
Smoothed unemployment rate (%),Koo Wee Rup,212011290,4.4,4.2,4.8,5.2
Smoothed unemployment rate (%),Pakenham - North,212011291,6.6,6.4,7.2,7.6
Smoothed unemployment rate (%),Pakenham - South,212011292,6.9,6.9,8,8.7
Smoothed unemployment rate (%),Berwick - North,212021293,3.1,3,3.4,3.7
Smoothed unemployment rate (%),Berwick - South,212021294,3.2,3.1,3.6,3.8
Smoothed unemployment rate (%),Doveton,212021295,13.2,12.9,14.4,15.4
Smoothed unemployment rate (%),Hallam,212021297,8.3,8.2,9.3,10.2
Smoothed unemployment rate (%),Narre Warren North,212021299,1.7,1.8,2,2.1
Smoothed unemployment rate (%),Endeavour Hills - North,212021453,0,0,0,0
Smoothed unemployment rate (%),Endeavour Hills - South,212021454,0,0,0,0
Smoothed unemployment rate (%),Narre Warren - North East,212021455,0,0,0,0
Smoothed unemployment rate (%),Narre Warren - South West,212021456,0,0,0,0
Smoothed unemployment rate (%),Cranbourne,212031300,9.6,9.6,11.1,12.1
Smoothed unemployment rate (%),Cranbourne East,212031301,3.6,3.9,4.7,5.3
Smoothed unemployment rate (%),Cranbourne North,212031302,5.4,5.3,5.9,6.4
Smoothed unemployment rate (%),Cranbourne South,212031303,3,3,3.5,3.8
Smoothed unemployment rate (%),Cranbourne West,212031304,5.1,5.2,6.2,7
Smoothed unemployment rate (%),Hampton Park - Lynbrook,212031305,8.3,8.5,9.5,10.1
Smoothed unemployment rate (%),Lynbrook - Lyndhurst,212031306,3.1,3.2,3.6,4
Smoothed unemployment rate (%),Pearcedale - Tooradin,212031308,3.8,3.7,4,4.2
Smoothed unemployment rate (%),Narre Warren South (East),212031457,0,0,0,0
Smoothed unemployment rate (%),Narre Warren South (West),212031458,0,0,0,0
Smoothed unemployment rate (%),Clarinda - Oakleigh South,212041309,3.7,3.6,4.1,4.4
Smoothed unemployment rate (%),Clayton South,212041310,3.7,3.5,3.8,3.9
Smoothed unemployment rate (%),Dandenong,212041311,12.9,12.8,14.4,15.5
Smoothed unemployment rate (%),Dandenong North,212041312,8.4,8.1,9.1,9.7
Smoothed unemployment rate (%),Dingley Village,212041313,2.2,2.1,2.4,2.6
Smoothed unemployment rate (%),Keysborough,212041314,3.7,3.6,4.1,4.3
Smoothed unemployment rate (%),Noble Park North,212041316,6.5,6.2,7.3,8.1
Smoothed unemployment rate (%),Springvale,212041317,7.1,6.7,7.5,8.1
Smoothed unemployment rate (%),Springvale South,212041318,6.9,6.7,7.4,7.9
Smoothed unemployment rate (%),Noble Park - East,212041459,0,0,0,0
Smoothed unemployment rate (%),Noble Park - West,212041460,0,0,0,0
Smoothed unemployment rate (%),Ashwood - Chadstone,212051319,3.9,3.6,3.8,4
Smoothed unemployment rate (%),Clayton,212051320,2.4,2.3,2.6,2.8
Smoothed unemployment rate (%),Glen Waverley - East,212051321,2.2,2.2,2.4,2.5
Smoothed unemployment rate (%),Glen Waverley - West,212051322,2.2,2.1,2.4,2.5
Smoothed unemployment rate (%),Mount Waverley - North,212051323,2,1.8,2,2.1
Smoothed unemployment rate (%),Mount Waverley - South,212051324,2,1.9,2.1,2.3
Smoothed unemployment rate (%),Mulgrave,212051325,2.8,2.8,3.1,3.3
Smoothed unemployment rate (%),Oakleigh - Huntingdale,212051326,2.9,2.8,3.3,3.6
Smoothed unemployment rate (%),Wheelers Hill,212051327,1.7,1.6,1.7,1.8
Smoothed unemployment rate (%),Ardeer - Albion,213011328,10.1,9.5,9.1,8.6
Smoothed unemployment rate (%),Cairnlea,213011329,6.3,6,5.6,5.5
Smoothed unemployment rate (%),Deer Park - Derrimut,213011330,8.2,8,7.8,7.8
Smoothed unemployment rate (%),Delahey,213011331,9.1,8.5,8.1,8
Smoothed unemployment rate (%),Keilor Downs,213011332,7.4,6.9,6.7,6.8
Smoothed unemployment rate (%),Kings Park (Vic.),213011333,12.8,12.3,11.7,11.6
Smoothed unemployment rate (%),St Albans - North,213011334,13.1,12.7,12.5,12.4
Smoothed unemployment rate (%),St Albans - South,213011335,12.2,11.8,11.5,11.3
Smoothed unemployment rate (%),Sunshine,213011336,9.1,9,9,8.9
Smoothed unemployment rate (%),Sunshine North,213011337,12,11.6,11.1,10.8
Smoothed unemployment rate (%),Sunshine West,213011338,10.4,10.2,10.2,10.2
Smoothed unemployment rate (%),Sydenham,213011339,5.9,5.6,5.4,5.4
Smoothed unemployment rate (%),Taylors Lakes,213011340,3.4,3.2,3,3
Smoothed unemployment rate (%),Altona,213021341,3.8,3.5,3.4,3.4
Smoothed unemployment rate (%),Altona Meadows,213021342,5.9,5.6,5.4,5.2
Smoothed unemployment rate (%),Altona North,213021343,6.3,6.2,6.2,6.3
Smoothed unemployment rate (%),Newport,213021344,2.8,2.8,2.8,2.9
Smoothed unemployment rate (%),Seabrook,213021345,4,3.9,3.9,3.9
Smoothed unemployment rate (%),Williamstown,213021346,2.7,2.6,2.5,2.5
Smoothed unemployment rate (%),Braybrook,213031347,8.4,7.9,7.7,7.9
Smoothed unemployment rate (%),Footscray,213031348,7.1,6.7,6.6,6.5
Smoothed unemployment rate (%),Maribyrnong,213031349,3,2.8,2.7,2.6
Smoothed unemployment rate (%),Seddon - Kingsville,213031350,3.5,3.4,3.2,3.1
Smoothed unemployment rate (%),West Footscray - Tottenham,213031351,5.1,5,5.1,5.2
Smoothed unemployment rate (%),Yarraville,213031352,2.9,2.7,2.7,2.8
Smoothed unemployment rate (%),Bacchus Marsh,213041353,6.1,5.9,5.7,5.9
Smoothed unemployment rate (%),Hillside,213041355,3.2,3.3,3.3,3.3
Smoothed unemployment rate (%),Melton,213041356,15.5,14.1,12.5,11.5
Smoothed unemployment rate (%),Melton South,213041357,10.2,10.6,10.7,10.9
Smoothed unemployment rate (%),Melton West,213041358,5.4,6.6,7.9,9.1
Smoothed unemployment rate (%),Rockbank - Mount Cottrell,213041359,4.9,6.1,7.4,8.5
Smoothed unemployment rate (%),Taylors Hill,213041360,3.8,3.6,3.6,3.5
Smoothed unemployment rate (%),Burnside,213041461,0,0,0,0
Smoothed unemployment rate (%),Burnside Heights,213041462,0,0,0,0
Smoothed unemployment rate (%),Caroline Springs,213041463,0,0,0,0
Smoothed unemployment rate (%),Hoppers Crossing - North,213051361,6.2,6,6,6
Smoothed unemployment rate (%),Hoppers Crossing - South,213051362,8.3,7.9,7.5,7.5
Smoothed unemployment rate (%),Laverton,213051363,5.8,5.7,5.8,6.1
Smoothed unemployment rate (%),Tarneit,213051365,4,4,3.9,3.9
Smoothed unemployment rate (%),Truganina,213051366,3.5,3.5,3.4,3.4
Smoothed unemployment rate (%),Werribee - South,213051368,6.3,6.1,6.3,6.7
Smoothed unemployment rate (%),Wyndham Vale,213051369,6.7,6.8,6.9,7
Smoothed unemployment rate (%),Point Cook - East,213051464,0,0,0,0
Smoothed unemployment rate (%),Point Cook - North,213051465,0,0,0,0
Smoothed unemployment rate (%),Point Cook - South,213051466,0,0,0,0
Smoothed unemployment rate (%),Werribee - East,213051467,0,0,0,0
Smoothed unemployment rate (%),Werribee - West,213051468,0,0,0,0
Smoothed unemployment rate (%),Carrum Downs,214011370,4.9,5,5.3,5.6
Smoothed unemployment rate (%),Frankston,214011371,8.2,8.3,8.8,9.5
Smoothed unemployment rate (%),Frankston North,214011372,11.1,11.1,11.9,12.6
Smoothed unemployment rate (%),Frankston South,214011373,2.4,2.4,2.5,2.7
Smoothed unemployment rate (%),Langwarrin,214011374,3.1,3,3.2,3.4
Smoothed unemployment rate (%),Seaford (Vic.),214011375,5.8,5.6,5.9,6.4
Smoothed unemployment rate (%),Skye - Sandhurst,214011376,2.6,2.5,2.6,2.8
Smoothed unemployment rate (%),Dromana,214021377,3.8,3.8,4,4.2
Smoothed unemployment rate (%),Flinders,214021378,1.5,1.3,1.3,1.4
Smoothed unemployment rate (%),Hastings - Somers,214021379,5.5,5.5,5.9,6.2
Smoothed unemployment rate (%),Mornington,214021380,3.6,3.6,3.8,4.1
Smoothed unemployment rate (%),Mount Eliza,214021381,1.2,1,1,1
Smoothed unemployment rate (%),Mount Martha,214021382,1.3,1.4,1.5,1.7
Smoothed unemployment rate (%),Point Nepean,214021383,4.5,4.4,4.6,4.9
Smoothed unemployment rate (%),Rosebud - McCrae,214021384,7.6,7.7,8.2,8.7
Smoothed unemployment rate (%),Somerville,214021385,3.4,3.2,3.3,3.5
Smoothed unemployment rate (%),Ararat,215011386,4.7,5.8,5.8,6.2
Smoothed unemployment rate (%),Ararat Region,215011387,2.2,2.9,3,3.1
Smoothed unemployment rate (%),Horsham,215011388,3.4,4.3,4.3,4.5
Smoothed unemployment rate (%),Horsham Region,215011389,1.8,2.3,2.4,2.5
Smoothed unemployment rate (%),Nhill Region,215011390,3.3,4.2,4.3,4.6
Smoothed unemployment rate (%),St Arnaud,215011391,3.3,4.3,4.6,4.9
Smoothed unemployment rate (%),Stawell,215011392,3.7,4.7,5,5.4
Smoothed unemployment rate (%),West Wimmera,215011393,1.9,2.5,2.7,3
Smoothed unemployment rate (%),Yarriambiack,215011394,3.6,4.6,4.9,5.1
Smoothed unemployment rate (%),Irymple,215021395,2,2.5,2.5,2.6
Smoothed unemployment rate (%),Merbein,215021396,3.8,4.8,4.9,5.1
Smoothed unemployment rate (%),Mildura Region,215021398,1.6,2,2.1,2.3
Smoothed unemployment rate (%),Red Cliffs,215021399,3.7,4.6,4.7,5.1
Smoothed unemployment rate (%),Mildura - North,215021469,0,0,0,0
Smoothed unemployment rate (%),Mildura - South,215021470,0,0,0,0
Smoothed unemployment rate (%),Buloke,215031400,3.3,4,4,4.1
Smoothed unemployment rate (%),Gannawarra,215031401,2.7,3.4,3.4,3.5
Smoothed unemployment rate (%),Kerang,215031402,4.4,5.7,5.8,5.9
Smoothed unemployment rate (%),Robinvale,215031403,2.7,3.2,3.2,3.5
Smoothed unemployment rate (%),Swan Hill,215031404,3.4,4.2,4.3,4.6
Smoothed unemployment rate (%),Swan Hill Region,215031405,2.9,3.6,3.6,3.8
Smoothed unemployment rate (%),Echuca,216011406,4,4,3.8,3.5
Smoothed unemployment rate (%),Kyabram,216011407,4.1,4.1,3.9,3.5
Smoothed unemployment rate (%),Lockington - Gunbower,216011408,2,2.3,2.5,2.4
Smoothed unemployment rate (%),Rochester,216011409,3.9,3.8,3.4,3
Smoothed unemployment rate (%),Rushworth,216011410,4.4,4.7,4.7,4.6
Smoothed unemployment rate (%),Cobram,216021411,4.5,4.6,4.4,4
Smoothed unemployment rate (%),Moira,216021412,2.8,2.8,2.7,2.6
Smoothed unemployment rate (%),Numurkah,216021413,4,4,3.9,3.6
Smoothed unemployment rate (%),Yarrawonga,216021414,3.7,3.6,3.4,3.1
Smoothed unemployment rate (%),Mooroopna,216031415,6.4,6.5,6,5.4
Smoothed unemployment rate (%),Shepparton - North,216031416,4.5,4.5,4.3,4.1
Smoothed unemployment rate (%),Shepparton - South,216031417,5.3,5.4,5,4.7
Smoothed unemployment rate (%),Shepparton Region - East,216031418,2.3,2.5,2.3,2.1
Smoothed unemployment rate (%),Shepparton Region - West,216031419,3.5,3.6,3.6,3.2
Smoothed unemployment rate (%),Glenelg (Vic.),217011420,3.6,3.2,2.5,2.7
