sa2_maincode_2016,negative_nil_income_tot,hi_1_149_tot,hi_150_299_tot,hi_300_399_tot,hi_400_499_tot,hi_500_649_tot,hi_650_799_tot,hi_800_999_tot,hi_1000_1249_tot,hi_1250_1499_tot,hi_1500_1749_tot,hi_1750_1999_tot,hi_2000_2499_tot,hi_2500_2999_tot,hi_3000_3499_tot,hi_3500_3999_tot,hi_4000_more_tot,tot_tot,hi_negative_nil_percent,hi_1_149_percent,hi_150_299_percent,hi_300_399_percent,hi_400_499_percent,hi_500_649_percent,hi_650_799_percent,hi_800_999_percent,hi_1000_1249_percent,hi_1250_1499_percent,hi_1500_1749_percent,hi_1750_1999_percent,hi_2000_2449_percent,hi_2500_2999_percent,hi_3000_3449_percent,hi_3500_3999_percent,hi_4000_more_percent
201021009,37,32,59,62,127,81,180,122,154,170,134,124,211,131,87,52,100,2079,0.017797017797017797,0.015392015392015393,0.02837902837902838,0.029822029822029823,0.061087061087061086,0.03896103896103896,0.08658008658008658,0.05868205868205868,0.07407407407407407,0.08177008177008177,0.06445406445406446,0.059644059644059645,0.10149110149110149,0.06301106301106302,0.04184704184704185,0.025012025012025013,0.0481000481000481
201021010,40,23,90,111,319,173,295,271,279,224,156,132,235,127,52,40,67,2933,0.013637913399249914,0.007841800204568702,0.03068530514831231,0.03784520968291851,0.10876235935901807,0.058983975451755884,0.10057961131946812,0.09239686327991817,0.09512444595976816,0.07637231503579953,0.05318786225707467,0.04500511421752472,0.08012274122059325,0.04330037504261848,0.017729287419024888,0.013637913399249914,0.022843504943743608
201021011,54,35,92,149,373,207,347,339,367,289,194,151,269,146,66,73,93,3612,0.014950166112956811,0.009689922480620155,0.02547065337763012,0.04125138427464009,0.10326688815060908,0.057308970099667775,0.0960686600221484,0.09385382059800665,0.10160575858250277,0.08001107419712071,0.05370985603543743,0.04180509413067553,0.07447397563676633,0.040420819490586936,0.018272425249169437,0.020210409745293468,0.02574750830564784
201021012,40,20,31,54,138,92,140,144,175,139,127,101,209,130,81,50,82,1964,0.020366598778004074,0.010183299389002037,0.015784114052953158,0.0274949083503055,0.07026476578411406,0.04684317718940937,0.07128309572301425,0.07331975560081466,0.08910386965376782,0.07077393075356415,0.06466395112016293,0.05142566191446028,0.10641547861507128,0.06619144602851323,0.04124236252545825,0.025458248472505093,0.04175152749490835
201031013,27,24,56,68,186,89,178,115,108,101,71,57,54,33,19,8,11,1365,0.01978021978021978,0.017582417582417582,0.041025641025641026,0.04981684981684982,0.13626373626373625,0.0652014652014652,0.1304029304029304,0.08424908424908426,0.07912087912087912,0.073992673992674,0.05201465201465202,0.041758241758241756,0.03956043956043956,0.024175824175824177,0.01391941391941392,0.005860805860805861,0.00805860805860806
201031014,37,17,41,77,169,89,171,117,166,109,85,76,97,59,33,20,22,1561,0.02370275464445868,0.010890454836643177,0.02626521460602178,0.04932735426008968,0.108263933376041,0.057014734144778985,0.10954516335682254,0.07495195387572069,0.10634208840486867,0.06982703395259449,0.05445227418321589,0.04868673926969891,0.06213965406790519,0.03779628443305574,0.02114029468289558,0.012812299807815503,0.014093529788597053
201031015,26,12,47,52,140,78,174,133,152,134,109,100,161,70,33,35,23,1632,0.015931372549019607,0.007352941176470588,0.028799019607843136,0.031862745098039214,0.0857843137254902,0.04779411764705882,0.10661764705882353,0.08149509803921569,0.09313725490196079,0.0821078431372549,0.06678921568627451,0.061274509803921566,0.09865196078431372,0.0428921568627451,0.02022058823529412,0.02144607843137255,0.014093137254901961
201031016,39,35,127,204,494,265,443,331,312,218,141,121,156,63,31,24,27,3374,0.011558980438648489,0.01037344398340249,0.03764078245406046,0.06046235921754594,0.14641375222288086,0.07854179016004742,0.13129816241849437,0.0981031416716064,0.09247184350918791,0.06461173681090694,0.041790160047421455,0.03586247777119146,0.046235921754593956,0.01867219917012448,0.009187907528156491,0.007113218731475993,0.008002371072910491
201031017,42,26,71,119,325,147,256,201,188,154,83,67,124,64,30,10,19,2164,0.019408502772643253,0.012014787430683918,0.032809611829944546,0.05499075785582255,0.150184842883549,0.06792975970425139,0.11829944547134935,0.09288354898336414,0.08687615526802218,0.0711645101663586,0.03835489833641405,0.030961182994454713,0.05730129390018484,0.029574861367837338,0.013863216266173753,0.0046210720887245845,0.00878003696857671
202011018,62,52,196,272,547,374,558,533,575,512,327,267,420,219,130,113,151,5885,0.010535259133389974,0.008836023789294817,0.03330501274426508,0.04621920135938828,0.0929481733220051,0.06355140186915888,0.09481733220050977,0.09056924384027187,0.09770603228547153,0.08700084961767204,0.05556499575191164,0.045369583687340696,0.0713678844519966,0.03721325403568394,0.022090059473237042,0.019201359388275278,0.025658453695836872
202011019,60,32,127,188,485,308,511,452,433,392,263,241,319,153,67,50,33,4577,0.013109023377758357,0.006991479134804457,0.027747432816255187,0.04107493991697619,0.10596460563688005,0.0672929866724929,0.11164518243390867,0.09875464277911296,0.0946034520428228,0.0856456194013546,0.05746121913917413,0.05265457723399607,0.06969630762508193,0.03342800961328381,0.014638409438496832,0.010924186148131964,0.007209962857767096
202011020,61,56,118,180,410,354,462,469,515,410,297,264,458,275,168,134,220,5340,0.011423220973782771,0.010486891385767791,0.022097378277153558,0.033707865168539325,0.07677902621722846,0.06629213483146068,0.08651685393258426,0.08782771535580525,0.09644194756554307,0.07677902621722846,0.05561797752808989,0.04943820224719101,0.08576779026217228,0.05149812734082397,0.03146067415730337,0.025093632958801498,0.04119850187265917
202011021,34,33,94,127,299,236,298,290,349,279,235,183,303,215,116,85,121,3630,0.009366391184573003,0.00909090909090909,0.025895316804407712,0.0349862258953168,0.08236914600550964,0.06501377410468319,0.08209366391184574,0.07988980716253444,0.09614325068870523,0.0768595041322314,0.06473829201101929,0.050413223140495865,0.0834710743801653,0.05922865013774105,0.031955922865013774,0.023415977961432508,0.03333333333333333
202011022,84,43,171,310,707,485,816,731,795,667,484,443,639,332,157,96,111,7758,0.01082753286929621,0.00554266563547306,0.022041763341067284,0.039958752255736016,0.0911317349832431,0.06251611240010312,0.10518174787316319,0.09422531580304203,0.10247486465583913,0.0859757669502449,0.06238721319927817,0.05710234596545501,0.08236658932714618,0.04279453467388502,0.020237174529517916,0.01237432327919567,0.014307811291569992
202011023,5,9,11,13,54,39,79,76,117,140,111,109,253,160,89,53,63,1528,0.0032722513089005235,0.0058900523560209425,0.007198952879581152,0.008507853403141362,0.03534031413612566,0.025523560209424083,0.05170157068062827,0.049738219895287955,0.07657068062827226,0.09162303664921466,0.07264397905759162,0.07133507853403141,0.1655759162303665,0.10471204188481675,0.05824607329842932,0.03468586387434555,0.0412303664921466
202011024,12,17,16,32,85,68,176,152,191,220,172,187,369,268,179,109,181,2729,0.004397215097105167,0.00622938805423232,0.005862953462806889,0.011725906925613778,0.031146940271161598,0.02491755221692928,0.06449248809087578,0.055698057896665445,0.06998900696225724,0.08061561011359472,0.06302674972517405,0.06852326859655551,0.13521436423598387,0.09820447050201539,0.06559179186515207,0.03994137046537193,0.06632466104800293
202011025,25,20,61,109,240,178,327,304,372,398,330,268,550,254,139,67,80,4118,0.006070908207867897,0.0048567265662943174,0.01481301602719767,0.02646915978630403,0.05828071879553181,0.043224866440019424,0.0794074793589121,0.07382224380767363,0.09033511413307431,0.09664885866925692,0.08013598834385624,0.06508013598834386,0.13355998057309373,0.06168042739193783,0.033754249635745505,0.016270033997085966,0.01942690626517727
