sa2_maincode_2016,buddhism_p,christianity_anglican_p,christianity_baptist_p,christianity_catholic_p,christianity_eastrn_orthdox_p,christianity_uniting_church_p,christianity_tot_p,hinduism_p,islam_p,judaism_p,other_religions_tot_p,sb_osb_nra_tot_p,tot_p,buddhism_percent,christianity_anglican_percent,christianity_baptist_percent,christianity_catholic_percent,christianity_eastrn_orthdox_percent,christianity_uniting_church_percent,christianity_tot_percent,hinduism_percent,islam_percent,judaism_percent,other_religions_percent,no_religion_percent
122031432,50,845,35,784,52,156,2180,5,14,25,8,1073,3646,0.013713658804168952,0.23176083379045528,0.009599561162918267,0.21503017004936917,0.01426220515633571,0.04278661546900713,0.5979155238617663,0.0013713658804168952,0.0038398244651673065,0.006856829402084476,0.0021941854086670325,0.2942951179374657
123011433,59,3587,196,4256,119,523,9666,20,35,13,33,2390,12960,0.004552469135802469,0.2767746913580247,0.015123456790123457,0.32839506172839505,0.0091820987654321,0.04035493827160494,0.7458333333333333,0.0015432098765432098,0.002700617283950617,0.0010030864197530865,0.0025462962962962965,0.18441358024691357
123011434,184,4829,242,7431,413,537,15036,168,386,11,69,3877,20980,0.00877025738798856,0.2301715919923737,0.011534795042897998,0.3541944709246902,0.019685414680648237,0.02559580552907531,0.7166825548141087,0.008007626310772164,0.018398474737845567,0.0005243088655862726,0.00328884652049571,0.18479504289799809
123011435,385,6311,430,9097,460,649,19213,261,547,15,153,6378,28575,0.01347331583552056,0.22085739282589675,0.01504811898512686,0.3183552055993001,0.016097987751531057,0.022712160979877515,0.6723709536307961,0.009133858267716535,0.019142607174103238,0.0005249343832020997,0.005354330708661417,0.2232020997375328
123021436,311,3562,337,5125,315,352,11628,141,828,9,112,4293,18963,0.016400358593049624,0.18783947687602173,0.017771449665137374,0.27026314401729684,0.016611295681063124,0.018562463745188,0.6131941148552444,0.007435532352475874,0.043663977218794496,0.00047460844803037496,0.005906238464377999,0.22638822971048886
123021437,629,2686,357,4871,225,351,10472,555,1282,10,205,3419,18192,0.03457563764291997,0.14764731750219875,0.01962401055408971,0.2677550571679859,0.012368073878627968,0.019294195250659632,0.5756376429199648,0.030507915567282322,0.07047053649956024,0.0005496921723834653,0.011268689533861037,0.18793975373790678
123021438,468,3367,251,6341,430,359,12752,384,1120,8,201,3805,20399,0.022942301093190842,0.16505711064267856,0.012304524731604491,0.31084857100838276,0.02107946467964116,0.017598901906956222,0.6251286827785676,0.018824452179028384,0.05490465218883279,0.0003921760870630913,0.00985342418746017,0.18652875140938283
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123021440,419,2455,310,5145,393,321,10892,1417,2011,0,359,3118,19987,0.020963626357132135,0.12282983939560714,0.015510081553009456,0.2574173212588182,0.019662780807524892,0.016060439285535598,0.5449542202431581,0.07089608245359484,0.1006154000100065,0.0,0.017961675088807725,0.1560014009105919
123021441,273,3103,255,4599,317,335,10238,376,928,11,152,3421,16536,0.01650943396226415,0.18765118529269473,0.015420899854862119,0.2781204644412192,0.01917029511369134,0.020258829221093372,0.6191340106434446,0.022738268021286888,0.05611998064828253,0.0006652152878567972,0.009192065795839382,0.20688195452346395
123021442,802,2563,304,4827,440,397,11249,2287,2810,5,279,3785,23554,0.03404941835781608,0.10881378958987857,0.012906512694234524,0.2049333446548357,0.01868047889954997,0.016854886643457585,0.47758342532054004,0.09709603464379724,0.11930033115394413,0.00021227816931306784,0.011845121847669185,0.16069457416999236
123021443,552,2525,306,4947,290,277,10338,1564,2646,12,367,2933,19885,0.02775961780236359,0.12698013578073925,0.015388483781745035,0.24878048780487805,0.014583857178777974,0.013930098063867236,0.5198893638420921,0.07865225044003017,0.13306512446567764,0.0006034699522252955,0.01845612270555695,0.1474981141563993
123021444,593,3668,296,6373,367,386,13361,322,871,6,134,3932,20880,0.028400383141762454,0.1756704980842912,0.014176245210727969,0.30522030651341,0.017576628352490423,0.018486590038314175,0.6398946360153257,0.015421455938697318,0.04171455938697318,0.00028735632183908046,0.006417624521072797,0.18831417624521074
123031445,26,1683,70,1592,59,189,3962,7,14,6,25,1291,5741,0.004528827730360565,0.2931545026998781,0.012192997735586134,0.2773036056436161,0.010276955234279742,0.03292109388608257,0.6901236718341752,0.0012192997735586135,0.002438599547117227,0.0010451140916216688,0.00435464204842362,0.22487371538059572
123031446,45,2655,87,3003,126,247,6808,13,46,6,18,2044,9626,0.004674838977768544,0.27581549968834407,0.009038022023685852,0.3119675877830875,0.013089549137751922,0.02565967172241845,0.7072511946810721,0.0013505090380220236,0.0047787242883856225,0.0006233118637024725,0.0018699355911074174,0.21234157490130895
123031447,95,4649,208,4302,185,513,11196,12,65,12,44,4056,16790,0.005658129839189994,0.27689100655151877,0.012388326384752828,0.256223942823109,0.011018463371054199,0.03055390113162597,0.6668254913639071,0.0007147111375818939,0.003871351995235259,0.0007147111375818939,0.0026206075044669444,0.24157236450268016
123031448,45,2531,53,2882,117,374,6546,21,59,5,11,1738,8998,0.005001111358079573,0.28128472993998666,0.005890197821738164,0.3202933985330073,0.01300288953100689,0.04156479217603912,0.7274949988886419,0.0023338519671038008,0.006557012669482107,0.0005556790397866192,0.0012224938875305623,0.19315403422982885
124011449,124,839,119,814,51,147,2329,8,9,14,53,2382,5561,0.02229814781514116,0.15087214529760834,0.021399028951627406,0.14637655098003957,0.009171012407840316,0.026434094587304443,0.4188095666247078,0.0014385901816220104,0.0016184139543247618,0.002517532817838518,0.00953065995324582,0.4283402265779536
124011450,113,3586,597,4275,147,703,11334,28,42,27,72,6077,18938,0.005966839159362129,0.18935473650860704,0.03152392016052381,0.2257366142148062,0.007762171295807372,0.03712113211532369,0.5984792480726582,0.0014785088182490231,0.0022177632273735347,0.0014257049318829867,0.003801879818354631,0.32088921744640403
124011451,0,6,0,0,0,0,6,0,0,0,0,7,13,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.5384615384615384
124011452,382,1751,155,1914,100,262,5189,103,61,44,115,5775,13224,0.028886872353297035,0.1324107683000605,0.011721113127646702,0.14473684210526316,0.007562008469449486,0.019812462189957653,0.3923926194797338,0.0077888687235329705,0.004612825166364186,0.003327283726557774,0.008696309739866908,0.4367059891107078
124011453,147,1669,349,2154,77,300,5480,28,27,18,97,4511,11259,0.013056221689315214,0.14823696598276934,0.030997424282795987,0.19131361577404743,0.006838973265831779,0.02664535038635758,0.4867217337241318,0.0024868993693933743,0.002398081534772182,0.0015987210231814548,0.008615329958255617,0.40065725197619684
124011454,169,4176,732,4872,128,662,12796,27,24,28,116,6994,21634,0.007811777757233984,0.19302949061662197,0.033835629102338914,0.225201072386059,0.005916612739206804,0.03059998151058519,0.5914763797725802,0.0012480354996764352,0.0011093648886012757,0.0012942590367014885,0.005361930294906166,0.3232874179532218
124011455,92,1038,108,1121,51,161,2932,28,18,32,32,2406,6076,0.015141540487162607,0.1708360763660303,0.017774851876234364,0.18449637919684003,0.008393680052666228,0.026497695852534562,0.4825543120473996,0.004608294930875576,0.0029624753127057276,0.005266622778143515,0.005266622778143515,0.3959842001316656
124021456,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124031457,116,3533,154,4645,163,312,10082,101,159,0,78,4017,15641,0.007416405600664919,0.22588069816507897,0.009845917780193083,0.29697589668179786,0.010421328559555016,0.019947573684547023,0.6445879419474458,0.006457387635061697,0.010165590435394157,0.0,0.004986893421136756,0.25682501118854295
124031458,262,4331,185,7939,278,441,14959,519,344,3,193,5684,23720,0.011045531197301854,0.1825885328836425,0.0077993254637436765,0.3346964586846543,0.011720067453625633,0.018591905564924113,0.6306492411467116,0.02188026981450253,0.014502529510961214,0.00012647554806070825,0.008136593591905565,0.23962900505902193
124031459,82,3286,217,4302,221,380,9713,48,103,19,48,3221,14220,0.0057665260196905765,0.23108298171589312,0.015260196905766526,0.30253164556962026,0.015541490857946554,0.026722925457102673,0.6830520393811533,0.0033755274261603376,0.007243319268635725,0.0013361462728551335,0.0033755274261603376,0.22651195499296764
124031460,146,4324,169,7440,307,471,14589,344,289,6,321,4358,21202,0.006886142816715404,0.20394302424299596,0.007970946137156872,0.35091029148193564,0.01447976605980568,0.022214885388170926,0.6880954626921989,0.016224884444863693,0.013630789548155834,0.0002829921705499481,0.015140081124422224,0.205546646542779
124031461,158,3880,190,5136,238,381,11387,124,204,11,126,3931,17288,0.009139287366959742,0.22443313280888477,0.010990282276723738,0.2970846830171217,0.013766774641369736,0.022038408144377603,0.6586649699213327,0.0071726052753354926,0.011800092549745489,0.0006362795002313743,0.007288292457195743,0.22738315594632114
124031462,259,3184,194,5370,280,342,11316,762,528,15,502,4540,19584,0.013225081699346405,0.16258169934640523,0.009906045751633986,0.27420343137254904,0.014297385620915032,0.017463235294117647,0.5778186274509803,0.0389093137254902,0.02696078431372549,0.0007659313725490196,0.025633169934640522,0.2318218954248366
124031463,78,1742,98,3837,225,187,6844,111,138,3,156,1474,9543,0.00817353033637221,0.1825421775123127,0.010269307345698418,0.40207481923923294,0.023577491354919836,0.019595515037200043,0.7171748925914283,0.011631562401760453,0.014460861364350833,0.00031436655139893113,0.01634706067274442,0.1544587655873415
124031464,287,2399,118,3303,169,239,7409,278,229,10,166,3539,13295,0.021587062805566003,0.1804437758555848,0.008875517111696126,0.24843926288078225,0.012711545693869876,0.01797668296352012,0.5572771718691237,0.0209101165851824,0.01722452049642723,0.000752162467092892,0.012485896953742009,0.2661902971041745
124031465,32,1231,64,2046,63,79,3752,3,24,0,3,993,5189,0.0061668915012526495,0.2372326074388129,0.012333783002505299,0.3942956253613413,0.012141067643091155,0.015224513393717479,0.7230680285218732,0.0005781460782424359,0.0046251686259394876,0.0,0.0005781460782424359,0.1913663518982463
124041466,113,3212,367,3264,251,474,8762,40,62,14,54,3550,13842,0.00816356017916486,0.23204739199537638,0.026513509608438086,0.23580407455570004,0.01813321774310071,0.03424360641525791,0.6330010114145355,0.002889755815633579,0.0044791215142320475,0.0010114145354717526,0.0039011703511053317,0.25646582863748013
124041467,95,3578,233,4463,148,447,10118,24,64,14,48,3894,15328,0.006197807933194154,0.23342901878914404,0.015200939457202505,0.2911664926931106,0.009655532359081419,0.02916231732776618,0.6600991649269311,0.0015657620041753654,0.0041753653444676405,0.0009133611691022964,0.003131524008350731,0.25404488517745305
124041468,39,1298,78,2508,105,142,4565,18,41,9,15,1086,7374,0.0052888527257933275,0.17602386764307024,0.010577705451586655,0.34011391375101707,0.014239218877135883,0.01925684838622186,0.6190669921345268,0.0024410089503661514,0.0055600759425006785,0.0012205044751830757,0.0020341741253051262,0.14727420667209112
124051469,57,1046,50,2508,143,124,4417,109,194,0,39,1227,6436,0.008856432566811684,0.1625233064014916,0.007768800497203232,0.3896830329397141,0.022218769422001242,0.019266625233064015,0.6862958359229335,0.016935985083903045,0.03014294592914854,0.0,0.0060596643878185205,0.1906463642013673
124051470,201,3253,186,7465,463,471,13629,289,777,3,183,3432,19897,0.010102025430969493,0.1634919837161381,0.009348142936121023,0.3751821882695884,0.02326983967432276,0.023671910338241946,0.6849776348193195,0.014524802734080515,0.039051113233150726,0.0001507764989696939,0.00919736643715133,0.17248831482132984
124051580,158,1723,93,3455,300,212,7072,324,565,8,101,2275,11591,0.013631265637132258,0.14864981451125875,0.008023466482615822,0.29807609352083514,0.02588214994392201,0.018290052627038218,0.6101285480113882,0.02795272193943577,0.04874471572771978,0.0006901906651712536,0.008713657147787076,0.19627297040807523
124051581,225,2304,208,4635,325,283,9616,446,596,8,176,3336,16072,0.013999502239920358,0.14335490293678446,0.012941762070681932,0.2883897461423594,0.020221503235440516,0.01760826281732205,0.5983076157292185,0.02775012444001991,0.03708312593330015,0.0004977600796416127,0.010950721752115481,0.20756595321055252
125011473,837,859,276,3446,285,390,6913,548,1126,17,127,5218,18737,0.044670971873832524,0.04584511928270267,0.014730212947643699,0.18391418049847894,0.015210545978545124,0.02081443133906175,0.3689491380690612,0.029246944548220098,0.06009499919944495,0.0009072957250360249,0.006778032769386775,0.27848641724929285
125011475,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125011582,862,270,93,1655,217,127,2934,1285,7840,0,129,2620,17174,0.050192150925818094,0.015721439385117036,0.005415162454873646,0.09636660067543962,0.01263537906137184,0.007394899266332829,0.1708396413182718,0.07482240596250146,0.4565040177011762,0.0,0.007511354372889251,0.15255618958891348
125011583,537,134,58,834,61,80,1554,1857,4526,0,121,1648,11323,0.047425593923871766,0.011834319526627219,0.005122317407047603,0.07365539168065001,0.005387264859136271,0.007065265389031176,0.1372427801819306,0.16400247284288616,0.39971738938443874,0.0,0.010686213900909652,0.14554446701404222
125011584,559,279,45,1078,119,105,2020,143,3548,4,64,1480,8484,0.06588873173031588,0.03288543140028288,0.005304101838755304,0.12706270627062707,0.014026402640264026,0.012376237623762377,0.23809523809523808,0.016855256954266856,0.4181989627534182,0.0004714757190004715,0.007543611504007544,0.17444601603017446
125011585,1196,308,127,1609,165,182,3035,370,1532,3,72,2073,8899,0.1343971232722778,0.034610630407911,0.014271266434430835,0.18080683222834026,0.018541409147095178,0.020451736150129227,0.34104955612990223,0.041577705360152824,0.1721541746263625,0.0003371165299471851,0.008090796718732442,0.2329475221935049
125011586,1851,611,358,3679,289,426,7492,1580,2027,3,179,4963,19983,0.09262873442426062,0.03057598959115248,0.01791522794375219,0.1841064905169394,0.014462292949006656,0.02131812040234199,0.3749186808787469,0.07906720712605715,0.10143622078766952,0.00015012760846719713,0.008957613971876095,0.24836110694089977
125011587,503,242,111,1024,103,84,2038,170,1045,3,52,845,5064,0.09932859399684044,0.04778830963665087,0.021919431279620854,0.20221169036334913,0.020339652448657188,0.016587677725118485,0.40244865718799366,0.033570300157977885,0.20635860979462875,0.0005924170616113745,0.010268562401263823,0.16686413902053712
125021476,1510,2690,833,4988,374,935,12930,1128,651,18,201,9112,27361,0.055188041372756846,0.09831512006140126,0.03044479368444136,0.18230327838894778,0.01366909104199408,0.0341727276049852,0.47257044698658673,0.041226563356602464,0.023792990022294506,0.0006578706918606777,0.007346222725777567,0.333028763568583
125021477,706,2048,356,6089,447,584,11850,553,902,29,378,5434,21424,0.03295369678864824,0.09559372666168783,0.016616878267363706,0.2842139656460045,0.020864451082897684,0.02725914861837192,0.553117998506348,0.025812173263629574,0.04210231516056759,0.0013536221060492905,0.017643764002987304,0.2536407766990291
125021478,744,1634,550,4467,368,533,9681,468,575,23,134,4826,17786,0.04183065332283819,0.09187001012031935,0.030923198020915327,0.2511525919262341,0.020690430675812437,0.029967390082087035,0.5443045091645115,0.02631283031597886,0.03232879793095693,0.0012931519172382773,0.0075340155178230065,0.27133700663443155
125031479,2101,1092,278,3657,473,238,6878,97,4762,4,57,2554,18467,0.11377050955758922,0.05913250663345427,0.015053879893864731,0.1980289164455515,0.025613256078410137,0.012887854009855418,0.37244815075540155,0.005252612768722586,0.25786538149130883,0.0002166025884009314,0.0030865868847132724,0.1383007526939947
125031480,2315,683,407,3377,308,148,6093,161,3437,0,94,1921,15515,0.14921044150821786,0.044021914276506605,0.026232678053496616,0.2176603287141476,0.01985175636480825,0.009539155655816952,0.3927167257492749,0.010377054463422495,0.22152755398001933,0.0,0.006058652916532388,0.12381566226232678
125031481,954,628,233,5166,568,198,7969,1796,4981,4,330,2864,20826,0.045808124459809856,0.030154614424277346,0.01118793815423029,0.2480553154710458,0.027273600307308174,0.00950734658599827,0.38264669163545567,0.08623835590127725,0.23917218861039086,0.00019206760779794487,0.01584557764333045,0.13752040718332853
125031482,435,2385,269,11716,1346,489,17914,1293,1585,13,254,3198,26312,0.016532380662815444,0.09064305259957434,0.01022347217999392,0.4452721191851627,0.05115536637275768,0.018584676193371844,0.6808300395256917,0.04914107631498936,0.06023867436910915,0.0004940711462450593,0.009653390088172696,0.12154150197628459
125031483,622,790,170,4615,523,192,7332,449,8443,6,160,1832,20950,0.029689737470167066,0.037708830548926014,0.008114558472553698,0.22028639618138424,0.02496420047732697,0.009164677804295942,0.34997613365155134,0.021431980906921243,0.4030071599045346,0.0002863961813842482,0.0076372315035799524,0.08744630071599045
125031484,572,1453,232,6414,693,297,10627,488,4667,12,249,2488,20720,0.027606177606177607,0.07012548262548263,0.011196911196911196,0.30955598455598454,0.033445945945945944,0.014333976833976834,0.5128861003861004,0.023552123552123553,0.22524131274131273,0.0005791505791505791,0.012017374517374517,0.12007722007722008
125031485,741,1358,266,8926,1038,342,13930,1661,5871,3,587,3403,28450,0.026045694200351494,0.04773286467486819,0.009349736379613357,0.3137434094903339,0.03648506151142355,0.012021089630931459,0.48963093145869946,0.058383128295254834,0.20636203866432337,0.00010544815465729349,0.02063268892794376,0.11961335676625659
125031486,0,0,0,0,3,0,4,0,8,0,0,0,8,0.0,0.0,0.0,0.0,0.375,0.0,0.5,0.0,1.0,0.0,0.0,0.0
125031487,0,0,0,8,0,0,12,0,4,0,0,0,11,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,1.0909090909090908,0.0,0.36363636363636365,0.0,0.0,0.0
125041489,674,1504,296,4564,513,458,9069,2546,1527,19,663,5073,22234,0.030313933615183954,0.06764414860124134,0.01331294413960601,0.20527120626068185,0.023072771431141496,0.02059908248628227,0.40788881892596923,0.1145093100656652,0.06867860034181883,0.0008545470900422776,0.02981919582621211,0.2281640730412881
125041490,297,1123,132,2090,155,334,4666,230,110,15,47,2035,7872,0.037728658536585365,0.14265752032520326,0.01676829268292683,0.2654979674796748,0.019690040650406505,0.042428861788617885,0.5927337398373984,0.029217479674796747,0.013973577235772357,0.0019054878048780487,0.005970528455284553,0.2585111788617886
125041491,522,1660,300,3965,309,442,8136,4523,1137,17,655,3348,20382,0.02561083308801884,0.08144441173584535,0.014718869590815425,0.19453439309194387,0.015160435678539887,0.021685801197134726,0.39917574330291433,0.22191149053086057,0.05578451574919046,0.0008340692768128741,0.03213619860661368,0.16426258463350016
125041492,1037,789,193,3549,345,211,6362,10189,1943,7,1315,5047,29249,0.035454203562514955,0.026975281206195082,0.006598516188587644,0.12133748162330336,0.011795275052138534,0.0072139218434818285,0.2175117098020445,0.34835378987315807,0.06642962152552224,0.00023932442134773837,0.04495880201032514,0.17255290779171936
125041493,510,2560,371,5875,395,588,11863,3214,843,18,443,3582,21935,0.023250512878960565,0.11670845680419421,0.016913608388420334,0.26783679051743786,0.018007750170959652,0.02680647367221336,0.5408251652609984,0.1465238203783907,0.03843173011169364,0.0008206063369044905,0.020196033736038295,0.16330066104399363
125041494,175,1695,208,3678,298,366,7108,361,216,3,90,2197,10773,0.016244314489928524,0.15733778891673628,0.019307528079457903,0.3414090782511835,0.027661746959992572,0.033973823447507656,0.6597976422537826,0.03350970017636684,0.020050125313283207,0.000278473962684489,0.00835421888053467,0.2039357653392741
125041588,205,703,141,2593,203,171,4610,4857,574,0,424,1174,12847,0.015957032770296566,0.054720946524480424,0.010975324978594225,0.20183700474819025,0.01580135440180587,0.013310500505954698,0.35883863937105936,0.3780649178796606,0.04467969175683039,0.0,0.03300381412002802,0.09138320230403986
125041589,408,723,99,2660,250,215,4869,5735,880,3,665,1865,15604,0.026147141758523455,0.04633427326326583,0.006344527044347603,0.17046911048449115,0.016021532940271727,0.013778518328633685,0.3120353755447321,0.36753396564983337,0.05639579594975647,0.00019225839528326071,0.04261727762112279,0.11952063573442707
126011495,1393,2663,839,4281,210,769,12093,1627,405,25,210,9579,27095,0.051411699575567446,0.09828381620225134,0.030965122716368334,0.15799963092821553,0.007750507473703636,0.02838162022513379,0.44631850894999076,0.06004797933198007,0.014947407270714154,0.0009226794611551947,0.007750507473703636,0.3535338623362244
126011496,624,3337,619,4185,206,899,11197,868,190,32,138,6105,20493,0.03044942175376958,0.16283609037232225,0.03020543600253745,0.20421607378129117,0.010052212950763676,0.043868638071536625,0.5463816913092275,0.042355926413897425,0.009271458546820866,0.0015615088078856194,0.006734006734006734,0.29790660225442833
126021497,1458,1917,658,5106,295,706,11208,741,250,49,135,9340,25047,0.05821056413941789,0.07653611210923464,0.026270611250848404,0.20385674931129477,0.01177785762766,0.028187008424162573,0.44747873996885856,0.02958438136303749,0.009981235277677965,0.0019563221144248814,0.0053898670499461015,0.37289894997404877
126021498,316,1702,101,4839,728,312,8631,172,140,33,72,3823,14414,0.02192313028999584,0.1180796447897877,0.007007076453448037,0.33571527681420843,0.05050645206049674,0.02164562231164146,0.5987928402941585,0.01193284306923824,0.009712779242403219,0.002289440821423616,0.004995143610378798,0.2652282503121965
126021499,142,1474,33,3824,375,219,6426,76,73,295,42,2472,10345,0.013726437892701789,0.14248429192846787,0.0031899468342194296,0.3696471725471242,0.03624939584340261,0.021169647172547126,0.6211696471725471,0.0073465442242629285,0.007056549057515708,0.028516191396810053,0.004059932334461092,0.23895601739971
126021500,1008,1523,488,3942,240,337,8591,1123,835,123,136,7824,21724,0.04640029460504511,0.07010679432885288,0.02246363468974406,0.18145829497330143,0.011047689191677408,0.015512796906647027,0.3954612410237525,0.05169397900939054,0.03843675197937765,0.0056619407107346715,0.0062603572086171975,0.3601546676486835
126021501,370,1442,208,3525,318,310,7100,299,220,71,118,3267,12310,0.030056864337936636,0.11714053614947198,0.016896831844029243,0.28635255889520717,0.025832656376929327,0.025182778229082048,0.5767668562144598,0.024289195775792038,0.017871649065800164,0.0057676685621445975,0.00958570268074736,0.2653939886271324
126021503,938,1420,408,4530,383,382,9117,1402,457,15,250,5761,19375,0.04841290322580645,0.07329032258064516,0.021058064516129033,0.23380645161290323,0.01976774193548387,0.019716129032258063,0.4705548387096774,0.07236129032258065,0.023587096774193548,0.0007741935483870968,0.012903225806451613,0.29734193548387094
126021590,111,522,30,1679,234,74,2839,54,49,3,3,839,4141,0.026805119536343878,0.12605650808983337,0.007244626901714562,0.405457618932625,0.05650808983337358,0.017870079690895917,0.6855831924655881,0.01304032842308621,0.011832890606133784,0.0007244626901714562,0.0007244626901714562,0.20260806568461726
126021591,948,2247,360,7610,862,455,14492,849,853,79,250,7498,27175,0.03488500459981601,0.08268629254829807,0.013247470101195952,0.28003679852805885,0.03172033118675253,0.016743330266789327,0.5332842686292548,0.031241950321987122,0.03138914443422263,0.0029070837166513337,0.00919963201471941,0.2759153633854646
127011504,1446,1757,182,3530,386,121,7282,321,3580,0,321,2214,17341,0.08338619456778733,0.10132056974799608,0.010495357822501586,0.20356380831555274,0.022259385271898968,0.006977682947926878,0.4199296465025085,0.018511043192434115,0.20644714837667955,0.0,0.018511043192434115,0.12767429790669513
127011505,180,862,69,4094,283,95,5897,43,679,0,42,1118,8911,0.020199753114128607,0.09673437324654921,0.007743238693749299,0.4594321624957917,0.03175850072943553,0.010660980810234541,0.6617663561889799,0.004825496577264055,0.07619795758051846,0.0,0.004713275726630008,0.12546291100886545
127011506,251,2636,139,6882,569,204,12001,518,615,8,129,2750,17891,0.014029400257112514,0.14733664971214577,0.007769269465094182,0.3846626795595551,0.031803700184450286,0.011402381085461964,0.6707841931697501,0.028953104913084792,0.034374825331172094,0.00044715219942988095,0.0072103292158068304,0.15370856855402157
127011592,0,9,0,14,7,0,31,0,0,0,0,12,60,0.0,0.15,0.0,0.23333333333333334,0.11666666666666667,0.0,0.5166666666666667,0.0,0.0,0.0,0.0,0.2
127011593,634,243,86,3082,395,17,4690,135,340,3,122,608,7017,0.09035200228017672,0.03463018383924754,0.0122559498361123,0.43921903947555935,0.056291862619353,0.0024226877583012683,0.6683767992019382,0.01923899102180419,0.04845375516602537,0.00042753313381787086,0.01738634744192675,0.08664671512042184
127011594,1995,423,112,3697,683,71,6239,344,1423,0,210,1396,12516,0.1593959731543624,0.033796740172579096,0.008948545861297539,0.29538191115372325,0.0545701502077341,0.005672738894215404,0.4984819431128156,0.027484819431128155,0.11369447107702141,0.0,0.016778523489932886,0.11153723234260148
127011595,1160,596,128,4192,690,102,7174,454,1306,0,290,1188,12298,0.094324280370792,0.04846316474223451,0.010408196454708083,0.3408684338916897,0.05610668401366076,0.008294031549845503,0.5833468856724671,0.03691657180029273,0.1061961294519434,0.0,0.023581070092698,0.09660107334525939
127011596,757,576,100,3965,627,81,6709,780,1204,4,232,1139,11591,0.06530929169182986,0.04969372789233026,0.00862738331464067,0.34207574842550253,0.054093693382797,0.006988180484858942,0.5788111465792425,0.06729358985419723,0.10387369510827366,0.0003450953325856268,0.020015529289966354,0.09826589595375723
127011597,745,778,180,6117,943,84,10038,732,1134,0,161,1334,15186,0.049058343210852104,0.05123139733965495,0.011853022520742789,0.40280521532990915,0.06209666798366917,0.005531410509679968,0.6610035559067562,0.04820229158435401,0.07467404188067957,0.0,0.010601870143553273,0.08784406690372712
127021509,4245,430,193,4425,972,47,7554,189,742,0,175,1955,15979,0.26566118029914265,0.026910319794730585,0.012078352838100007,0.276925965329495,0.060829839163902624,0.0029413605357031104,0.4727454784404531,0.011828024281869954,0.04643594718067463,0.0,0.010951874335064773,0.12234808185743788
127021510,1187,839,227,9671,881,113,14357,143,546,0,237,1373,18834,0.06302431772326643,0.04454709567802909,0.012052670701922057,0.5134862482743974,0.04677710523521291,0.005999787618137411,0.7622916002973346,0.007592651587554423,0.028990124243389613,0.0,0.012583625358394393,0.0729000743336519
127021511,10048,606,334,3706,733,160,6958,113,579,4,101,4868,24708,0.4066699044843775,0.024526469159786304,0.013517888942852517,0.14999190545572283,0.029666504775781123,0.006475635421725757,0.28160919540229884,0.004573417516593816,0.023433705682370083,0.00016189088554314392,0.004087744859964384,0.19702120770600615
127021512,4397,933,196,4016,970,152,7631,65,928,6,168,2546,17193,0.2557436165881463,0.054266271156866164,0.011399988367358808,0.23358343511894375,0.05641830977723492,0.008840807305298667,0.44384342464956666,0.003780608387134299,0.053975455127086604,0.00034897923573547375,0.009771418600593265,0.1480835223637527
127021513,7859,569,264,3909,599,116,6837,96,604,0,87,3721,20821,0.3774554536285481,0.027328178281542673,0.012679506267710484,0.1877431439412132,0.028769031266509773,0.005571298208539455,0.3283703952740022,0.004610729551894722,0.029009173430670956,0.0,0.0041784736564045915,0.1787137985687527
127021514,1415,317,110,4473,395,58,6626,85,201,0,93,879,9772,0.1448014735980352,0.032439623413835446,0.01125665165779779,0.4577363896848137,0.040421612771182974,0.0059353254195661075,0.6780597625869832,0.00869832173557102,0.020568972574703234,0.0,0.009516987310683586,0.08995088006549325
127021515,2044,511,242,5611,574,105,10095,229,1735,0,414,1881,17700,0.11548022598870057,0.028870056497175143,0.013672316384180792,0.3170056497175141,0.032429378531073444,0.005932203389830509,0.5703389830508474,0.012937853107344632,0.0980225988700565,0.0,0.023389830508474575,0.10627118644067797
127021516,2788,773,182,6562,695,157,11223,144,1260,0,165,2125,19091,0.1460373998219056,0.040490283379602955,0.009533287936724111,0.3437221727515583,0.036404588549578336,0.008223770362998272,0.5878686291970038,0.007542821224660835,0.06599968571578231,0.0,0.00864281598659054,0.11130899376669635
127021517,1086,222,59,3217,307,48,5681,20,278,5,43,763,8332,0.13034085453672586,0.026644263082093136,0.0070811329812770045,0.3861017762842055,0.03684589534325492,0.005760921747479597,0.6818290926548247,0.002400384061449832,0.03336533845415266,0.000600096015362458,0.005160825732117139,0.0915746519443111
127021518,105,276,23,2561,155,35,3353,38,88,0,34,341,4422,0.023744911804613297,0.06241519674355495,0.005201266395296246,0.5791497060153776,0.03505201266395296,0.007914970601537766,0.758254183627318,0.008593396653098146,0.01990049751243781,0.0,0.007688828584350972,0.07711442786069651
