,SA2_MAIN16,STE_NAME16,GCC_CODE16,liberal/national coalition votes,australian labor party votes,totalvotes
1860,511031280,Western Australia,5RWAU,1190,707,1897
1861,511031282,Western Australia,5RWAU,609,513,1122
1862,511031283,Western Australia,5RWAU,206,156,362
1863,511041285,Western Australia,5RWAU,9589,4674,14263
1864,511041286,Western Australia,5RWAU,674,540,1214
1865,511041287,Western Australia,5RWAU,1237,611,1848
1866,511041288,Western Australia,5RWAU,1546,856,2402
1867,511041289,Western Australia,5RWAU,1109,344,1453
1868,511041290,Western Australia,5RWAU,267,175,442
1869,511041291,Western Australia,5RWAU,1318,328,1646
1870,511041292,Western Australia,5RWAU,1673,610,2283
1871,601011001,Tasmania,6GHOB,994,2220,3214
1872,601011002,Tasmania,6GHOB,1190,1935,3125
1873,601011003,Tasmania,6GHOB,624,954,1578
1874,601021004,Tasmania,6GHOB,3352,5416,8768
1875,601021005,Tasmania,6GHOB,1928,2654,4582
1876,601021006,Tasmania,6GHOB,658,1235,1893
1877,601021007,Tasmania,6GHOB,1759,2531,4290
1878,601021008,Tasmania,6GHOB,1027,1871,2898
1879,601021009,Tasmania,6GHOB,653,1791,2444
1880,601021010,Tasmania,6GHOB,271,882,1153
1881,601021011,Tasmania,6GHOB,539,1670,2209
1882,601021012,Tasmania,6GHOB,709,1301,2010
1883,601031013,Tasmania,6GHOB,942,1322,2264
1884,601031014,Tasmania,6GHOB,457,1164,1621
1885,601031015,Tasmania,6GHOB,1153,2669,3822
1886,601031016,Tasmania,6GHOB,818,2032,2850
1887,601031017,Tasmania,6GHOB,3916,7846,11762
1888,601031018,Tasmania,6GHOB,240,518,758
1889,601031019,Tasmania,6GHOB,799,1917,2716
1890,601031020,Tasmania,6GHOB,1364,2593,3957
1891,601041022,Tasmania,6GHOB,3376,4961,8337
1892,601041023,Tasmania,6GHOB,1972,3229,5201
1893,601041024,Tasmania,6GHOB,1682,2564,4246
1894,601041026,Tasmania,6GHOB,435,1068,1503
1895,601051027,Tasmania,6GHOB,4729,9460,14189
1896,601051028,Tasmania,6GHOB,956,2445,3401
1897,601051029,Tasmania,6GHOB,493,841,1334
1898,601051030,Tasmania,6GHOB,653,1433,2086
1899,601051031,Tasmania,6GHOB,2677,2730,5407
1900,601051032,Tasmania,6GHOB,671,2273,2944
1901,601051033,Tasmania,6GHOB,675,2038,2713
1902,601061034,Tasmania,6GHOB,983,1965,2948
1903,601061035,Tasmania,6GHOB,3118,4666,7784
1904,602011036,Tasmania,6RTAS,744,1267,2011
1905,602011037,Tasmania,6RTAS,877,1044,1921
1906,602011038,Tasmania,6RTAS,10168,9271,19439
1907,602011039,Tasmania,6RTAS,1411,994,2405
1908,602011040,Tasmania,6RTAS,311,466,777
1909,602011041,Tasmania,6RTAS,1407,1969,3376
1910,602011042,Tasmania,6RTAS,865,824,1689
1911,602011043,Tasmania,6RTAS,1242,984,2226
1912,602011044,Tasmania,6RTAS,619,482,1101
1913,602011045,Tasmania,6RTAS,497,953,1450
1914,602011046,Tasmania,6RTAS,1021,658,1679
1915,602011047,Tasmania,6RTAS,570,857,1427
1916,602011048,Tasmania,6RTAS,2163,2065,4228
1917,602011049,Tasmania,6RTAS,1333,1369,2702
1918,602011050,Tasmania,6RTAS,973,1027,2000
1919,602011051,Tasmania,6RTAS,480,695,1175
1920,602011052,Tasmania,6RTAS,715,681,1396
1921,602021053,Tasmania,6RTAS,939,914,1853
1922,602021054,Tasmania,6RTAS,1554,1385,2939
1923,602021055,Tasmania,6RTAS,1342,1103,2445
1924,602021056,Tasmania,6RTAS,985,748,1733
1925,602021057,Tasmania,6RTAS,1121,827,1948
1926,602031058,Tasmania,6RTAS,1092,968,2060
1927,602031059,Tasmania,6RTAS,1538,1750,3288
1928,602031060,Tasmania,6RTAS,1078,930,2008
1929,602031061,Tasmania,6RTAS,969,918,1887
1930,602031062,Tasmania,6RTAS,1331,1268,2599
1931,602031064,Tasmania,6RTAS,1443,2078,3521
1932,602031099,Tasmania,6RTAS,256,227,483
1933,602031100,Tasmania,6RTAS,2177,1258,3435
1934,603011065,Tasmania,6RTAS,445,362,807
1935,603011066,Tasmania,6RTAS,426,717,1143
1936,603011067,Tasmania,6RTAS,1327,1574,2901
1937,603021069,Tasmania,6RTAS,597,1124,1721
1938,603021070,Tasmania,6RTAS,770,1558,2328
1939,603021071,Tasmania,6RTAS,807,1056,1863
1940,603021072,Tasmania,6RTAS,1651,2654,4305
1941,603031073,Tasmania,6RTAS,362,645,1007
1942,603031074,Tasmania,6RTAS,1158,1301,2459
1943,604011075,Tasmania,6RTAS,1089,1424,2513
1944,604011076,Tasmania,6RTAS,1189,866,2055
1945,604011077,Tasmania,6RTAS,4433,4608,9041
1946,604011078,Tasmania,6RTAS,780,783,1563
1947,604011079,Tasmania,6RTAS,1402,1230,2632
1948,604011080,Tasmania,6RTAS,173,264,437
1949,604011081,Tasmania,6RTAS,713,699,1412
1950,604011082,Tasmania,6RTAS,3432,2611,6043
1951,604011083,Tasmania,6RTAS,613,595,1208
1952,604011084,Tasmania,6RTAS,1615,1407,3022
1953,604021085,Tasmania,6RTAS,6614,6237,12851
1954,604021086,Tasmania,6RTAS,824,924,1748
1955,604021087,Tasmania,6RTAS,1429,1116,2545
1956,604021088,Tasmania,6RTAS,590,468,1058
1957,604021089,Tasmania,6RTAS,1571,1041,2612
1958,604021090,Tasmania,6RTAS,774,513,1287
1959,604021091,Tasmania,6RTAS,1489,1263,2752
1960,604021092,Tasmania,6RTAS,986,634,1620
1961,604031093,Tasmania,6RTAS,467,307,774
1962,604031094,Tasmania,6RTAS,1261,624,1885
1963,604031095,Tasmania,6RTAS,1074,621,1695
1964,604031096,Tasmania,6RTAS,992,857,1849
1965,604031097,Tasmania,6RTAS,945,1137,2082
1966,701011002,Northern Territory,7GDAR,5012,4844,9856
1967,701011005,Northern Territory,7GDAR,378,307,685
1968,701011006,Northern Territory,7GDAR,342,419,761
1969,701011007,Northern Territory,7GDAR,911,1084,1995
1970,701011008,Northern Territory,7GDAR,555,704,1259
1971,701021011,Northern Territory,7GDAR,464,644,1108
1972,701021012,Northern Territory,7GDAR,122,114,236
1973,701021013,Northern Territory,7GDAR,4521,5918,10439
1974,701021019,Northern Territory,7GDAR,819,1305,2124
1975,701021020,Northern Territory,7GDAR,712,881,1593
1976,701021022,Northern Territory,7GDAR,394,599,993
1977,701021023,Northern Territory,7GDAR,332,594,926
1978,701021024,Northern Territory,7GDAR,490,690,1180
1979,701021025,Northern Territory,7GDAR,202,434,636
1980,701021026,Northern Territory,7GDAR,657,1084,1741
1981,701021029,Northern Territory,7GDAR,714,1003,1717
1982,701031031,Northern Territory,7GDAR,710,403,1113
1983,701031032,Northern Territory,7GDAR,818,577,1395
1984,701031034,Northern Territory,7GDAR,2945,1635,4580
1985,701031035,Northern Territory,7GDAR,368,258,626
1986,701041036,Northern Territory,7GDAR,716,772,1488
1987,701041037,Northern Territory,7GDAR,644,653,1297
1988,701041038,Northern Territory,7GDAR,631,459,1090
1989,701041039,Northern Territory,7GDAR,329,453,782
1990,701041041,Northern Territory,7GDAR,4147,3058,7205
1991,701041042,Northern Territory,7GDAR,659,518,1177
1992,701041043,Northern Territory,7GDAR,634,532,1166
1993,701041044,Northern Territory,7GDAR,252,287,539
1994,702011045,Northern Territory,7RNTE,4184,4237,8421
1995,702011046,Northern Territory,7RNTE,327,506,833
1996,702011047,Northern Territory,7RNTE,724,612,1336
1997,702011048,Northern Territory,7RNTE,341,311,652
1998,702011052,Northern Territory,7RNTE,173,101,274
1999,702031057,Northern Territory,7RNTE,73,94,167
2000,702051067,Northern Territory,7RNTE,711,617,1328
2001,801011001,Australian Capital Territory,8ACTE,449,1552,2001
2002,801011002,Australian Capital Territory,8ACTE,9229,14260,23489
2003,801011003,Australian Capital Territory,8ACTE,473,916,1389
2004,801011004,Australian Capital Territory,8ACTE,929,1564,2493
2005,801011007,Australian Capital Territory,8ACTE,1114,2082,3196
2006,801011008,Australian Capital Territory,8ACTE,454,990,1444
2007,801011010,Australian Capital Territory,8ACTE,838,1407,2245
2008,801011011,Australian Capital Territory,8ACTE,534,1020,1554
2009,801011015,Australian Capital Territory,8ACTE,972,1785,2757
2010,801011016,Australian Capital Territory,8ACTE,1115,2069,3184
2011,801011017,Australian Capital Territory,8ACTE,472,1006,1478
2012,801011019,Australian Capital Territory,8ACTE,654,1390,2044
2013,801011020,Australian Capital Territory,8ACTE,398,1087,1485
2014,801011022,Australian Capital Territory,8ACTE,594,1209,1803
2015,801011023,Australian Capital Territory,8ACTE,539,1084,1623
2016,801011024,Australian Capital Territory,8ACTE,271,912,1183
2017,801011026,Australian Capital Territory,8ACTE,661,1257,1918
2018,801031113,Australian Capital Territory,8ACTE,53,101,154
2019,801041034,Australian Capital Territory,8ACTE,1111,1590,2701
2020,801041035,Australian Capital Territory,8ACTE,798,1228,2026
2021,801041038,Australian Capital Territory,8ACTE,708,827,1535
2022,801041039,Australian Capital Territory,8ACTE,591,925,1516
2023,801041040,Australian Capital Territory,8ACTE,637,916,1553
2024,801041043,Australian Capital Territory,8ACTE,186,226,412
2025,801041044,Australian Capital Territory,8ACTE,864,1352,2216
2026,801041045,Australian Capital Territory,8ACTE,177,166,343
2027,801041046,Australian Capital Territory,8ACTE,905,1641,2546
2028,801041047,Australian Capital Territory,8ACTE,1814,2146,3960
2029,801041048,Australian Capital Territory,8ACTE,1023,1639,2662
2030,801041119,Australian Capital Territory,8ACTE,869,1482,2351
2031,801041121,Australian Capital Territory,8ACTE,484,851,1335
2032,801051050,Australian Capital Territory,8ACTE,331,1581,1912
2033,801051051,Australian Capital Territory,8ACTE,485,1780,2265
2034,801051053,Australian Capital Territory,8ACTE,5757,11544,17301
2035,801051054,Australian Capital Territory,8ACTE,443,1372,1815
2036,801051055,Australian Capital Territory,8ACTE,216,918,1134
2037,801051057,Australian Capital Territory,8ACTE,670,2487,3157
2038,801051060,Australian Capital Territory,8ACTE,564,1949,2513
2039,801051061,Australian Capital Territory,8ACTE,510,1845,2355
2040,801051124,Australian Capital Territory,8ACTE,911,1247,2158
2041,801061062,Australian Capital Territory,8ACTE,621,513,1134
2042,801061064,Australian Capital Territory,8ACTE,524,874,1398
2043,801061067,Australian Capital Territory,8ACTE,444,946,1390
2044,801061068,Australian Capital Territory,8ACTE,2574,5658,8232
2045,801061069,Australian Capital Territory,8ACTE,871,1372,2243
2046,801061070,Australian Capital Territory,8ACTE,619,771,1390
2047,801061129,Australian Capital Territory,8ACTE,665,1380,2045
2048,801071072,Australian Capital Territory,8ACTE,504,826,1330
2049,801071073,Australian Capital Territory,8ACTE,794,1092,1886
2050,801071074,Australian Capital Territory,8ACTE,625,807,1432
2051,801071075,Australian Capital Territory,8ACTE,1352,1640,2992
2052,801071076,Australian Capital Territory,8ACTE,759,921,1680
2053,801071077,Australian Capital Territory,8ACTE,691,861,1552
2054,801071078,Australian Capital Territory,8ACTE,1343,1690,3033
2055,801071079,Australian Capital Territory,8ACTE,647,855,1502
2056,801071080,Australian Capital Territory,8ACTE,8998,9801,18799
2057,801071081,Australian Capital Territory,8ACTE,731,1001,1732
2058,801071082,Australian Capital Territory,8ACTE,2065,3417,5482
2059,801071084,Australian Capital Territory,8ACTE,806,1036,1842
2060,801071087,Australian Capital Territory,8ACTE,529,676,1205
2061,801071088,Australian Capital Territory,8ACTE,634,802,1436
2062,801071090,Australian Capital Territory,8ACTE,1289,1997,3286
2063,801081091,Australian Capital Territory,8ACTE,804,1405,2209
2064,801081092,Australian Capital Territory,8ACTE,493,1221,1714
2065,801081094,Australian Capital Territory,8ACTE,668,985,1653
2066,801081097,Australian Capital Territory,8ACTE,830,1643,2473
2067,801081098,Australian Capital Territory,8ACTE,490,811,1301
2068,801091100,Australian Capital Territory,8ACTE,709,1506,2215
2069,801091101,Australian Capital Territory,8ACTE,895,1279,2174
2070,801091102,Australian Capital Territory,8ACTE,520,864,1384
2071,801091103,Australian Capital Territory,8ACTE,632,1048,1680
2072,801091105,Australian Capital Territory,8ACTE,383,815,1198
2073,801091106,Australian Capital Territory,8ACTE,701,1103,1804
2074,801091108,Australian Capital Territory,8ACTE,808,1305,2113
2075,801091109,Australian Capital Territory,8ACTE,7122,8753,15875
2076,801101135,Australian Capital Territory,8ACTE,749,1350,2099
2077,801111140,Australian Capital Territory,8ACTE,55,57,112
2078,901041004,Other Territories,9OTER,302,248,550
