sa2_maincode_2016,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_tot,home_percent,established_percent,recent_percent,new_percent
119041376,14,185,752,1413,1074,2135,2082,1777,288,355,476,515,527,378,12488,0.18930172966047407,0.25696668802049966,0.30901665598975014,0.20331518257527226
119041377,7,199,595,667,659,979,712,391,92,80,95,106,108,76,4905,0.29928644240570845,0.3339449541284404,0.22487257900101937,0.11355759429153925
119041378,7,68,230,390,310,774,1205,1360,223,295,369,412,471,346,6638,0.10470021090689967,0.16330219945766797,0.3864115697499247,0.31877071407050317
119041379,9,103,414,810,552,1330,1433,1239,207,236,310,337,320,239,7740,0.17260981912144702,0.24315245478036177,0.34521963824289403,0.21304909560723514
119041380,16,207,621,979,552,779,789,533,131,127,132,148,181,99,5473,0.3330897131372191,0.24319386077105792,0.2415494244472867,0.1494609903160972
119041381,9,114,447,953,728,1386,1755,2169,360,384,678,719,821,639,11660,0.13061749571183534,0.18130360205831905,0.3365351629502573,0.3088336192109777
119041382,13,254,644,932,544,785,680,357,89,89,100,76,63,54,4809,0.38323975878561034,0.27635683094198377,0.21563734664171347,0.09794135995009358
120011383,12,371,843,1077,889,1211,1163,763,171,168,223,191,229,97,7586,0.30358555233324547,0.2768257316108621,0.25388874242024784,0.1422356973372001
120011384,5,137,348,558,664,1464,2569,3051,729,943,974,1056,1003,523,14582,0.07186942806199424,0.14593334247702647,0.3854066657522974,0.35852420792758194
120011385,23,314,701,672,638,669,713,518,106,130,121,127,110,61,5067,0.33747779751332146,0.2579435563449773,0.24294454312216301,0.1292678113282021
120011386,21,390,917,873,726,896,960,640,141,143,122,141,121,79,6366,0.3457430097392397,0.25479107759974867,0.2513352183474709,0.11734213006597549
120021387,16,133,264,463,561,614,848,639,149,135,184,160,147,95,4525,0.19359116022099448,0.2596685082872928,0.32861878453038673,0.19226519337016573
120021388,6,195,545,964,868,981,1238,855,189,197,214,238,292,145,7166,0.23862684900921016,0.25802400223276584,0.2920736812726765,0.17792352777002512
120021389,5,98,249,454,463,591,734,546,152,114,124,130,135,89,3992,0.20190380761523047,0.26402805611222446,0.32064128256513025,0.18637274549098196
120031390,21,195,529,829,912,1749,2018,2317,411,635,755,852,942,598,13232,0.1189540507859734,0.20110338573155986,0.3276148730350665,0.31688331318016927
120031391,19,222,695,814,1099,1859,2229,2282,503,631,896,1099,1222,647,14819,0.11809163911195088,0.19960861056751467,0.3044065051622917,0.3372697213037317
120031392,5,108,427,676,453,604,569,438,90,80,130,127,178,99,4100,0.2965853658536585,0.2578048780487805,0.24560975609756097,0.17170731707317075
120031393,6,218,667,971,820,1257,1107,745,126,152,181,173,190,116,6999,0.266038005429347,0.2967566795256465,0.2646092298899843,0.13401914559222747
120031394,6,124,514,773,676,912,850,609,113,159,148,182,158,141,5528,0.25633140376266283,0.28726483357452964,0.26392908827785816,0.16298842257597684
120031395,11,257,603,599,390,518,582,465,119,92,132,132,119,102,4326,0.33980582524271846,0.20989366620434582,0.2420249653259362,0.1608876560332871
120031396,3,41,104,189,499,1104,1995,2423,390,564,678,782,806,526,10475,0.03217183770883055,0.1530310262529833,0.42176610978520285,0.35761336515513126
120031575,32,259,467,793,1316,2180,2041,2133,423,628,873,1092,1215,824,14861,0.10436713545521836,0.23524661866630778,0.2808693896776798,0.34015207590337126
120031576,0,31,72,152,175,397,336,187,37,28,33,35,50,23,1597,0.1596743894802755,0.35817157169693176,0.32748904195366313,0.1289918597370069
121011398,28,156,360,642,1004,2352,3212,2746,624,730,874,1135,1284,850,16578,0.07154059597056339,0.20243696465194835,0.35939196525515743,0.33158402702376644
121011399,32,132,275,529,765,1565,1986,1630,387,386,439,461,519,371,9760,0.09918032786885246,0.2387295081967213,0.3704918032786885,0.26260245901639345
121011400,47,244,467,798,1016,1350,1595,1249,283,289,279,299,398,207,8798,0.1768583769038418,0.2689247556262787,0.32325528529211184,0.1994771538986133
121011401,3,51,120,257,347,666,993,819,211,235,231,228,290,122,4692,0.09185848252344415,0.2158994032395567,0.38618925831202044,0.28069053708439895
121011402,46,271,575,925,1021,1485,1550,907,205,161,187,229,206,147,8146,0.2230542597593911,0.30763564939847776,0.3016204272035355,0.13933218757672478
121021403,10,133,285,571,626,959,1205,816,133,89,95,92,82,66,5256,0.19006849315068494,0.3015601217656012,0.3845129375951294,0.10597412480974125
121021404,3,72,162,373,329,437,529,305,55,53,47,44,27,17,2504,0.24361022364217252,0.3059105431309904,0.3330670926517572,0.09704472843450479
121021406,9,171,340,502,575,1152,1487,855,114,121,132,103,128,78,5919,0.1726643014022639,0.2917722588275046,0.39567494509207635,0.1142084811623585
121021577,5,40,84,197,261,909,1538,1622,300,394,431,391,436,292,7061,0.04616909786149271,0.16569890950290328,0.44752867865741397,0.31780201104659395
121021578,19,73,174,290,347,722,1018,731,137,175,101,127,151,71,4250,0.1308235294117647,0.2515294117647059,0.41152941176470587,0.17929411764705883
121021579,16,63,95,174,264,669,1071,1127,208,209,257,294,312,185,5146,0.06762534006995725,0.18130586863583364,0.42712786630392535,0.2846871356393315
121031407,42,187,305,583,885,1850,2212,1464,309,381,384,397,374,231,9905,0.11277132761231701,0.276123170116103,0.37112569409389196,0.20959111559818275
121031408,34,201,378,638,927,1672,1795,1093,221,222,266,251,304,233,8493,0.1472977746379371,0.3060167196514777,0.3400447427293065,0.17626280466266336
121031409,18,116,217,447,704,1167,1425,753,163,160,199,149,189,97,5961,0.1338701560140916,0.31387351115584633,0.3653749370910921,0.16054353296426774
121031410,40,200,337,610,912,1536,2292,1518,285,260,253,242,311,151,9191,0.12914807964312916,0.26634751387226635,0.4145359590904145,0.16342073767816342
121031411,46,251,391,604,649,1084,1432,928,143,156,165,117,164,70,6372,0.20276208411801633,0.2719711236660389,0.37037037037037035,0.12790332705586943
121031412,34,193,256,507,628,1079,1422,915,178,168,158,187,180,54,6112,0.1619764397905759,0.2792866492146597,0.38236256544502617,0.15134162303664922
121041413,26,176,311,561,727,966,1255,944,215,291,229,279,315,174,6620,0.1622356495468278,0.25574018126888215,0.3321752265861027,0.2270392749244713
121041414,21,133,235,421,670,1090,1322,1107,265,305,313,303,315,205,6840,0.11842105263157894,0.2573099415204678,0.3551169590643275,0.24941520467836256
121041415,66,308,468,833,972,1192,1760,1348,333,351,460,448,480,262,9515,0.17603783499737258,0.227430373095113,0.3266421439831844,0.24529689963215975
121041416,35,165,240,462,551,907,1122,979,285,288,313,372,414,230,6538,0.13796267971856838,0.2230039767513001,0.3213520954420312,0.2909146527990211
121041417,8,73,125,277,377,626,747,660,224,254,228,272,390,205,4576,0.1055506993006993,0.21918706293706294,0.3074737762237762,0.34375
122011418,22,169,354,553,543,820,1475,1089,246,218,184,190,167,117,6292,0.17450731087094723,0.216624284806103,0.40750158931977115,0.17832167832167833
122011419,20,135,331,508,508,644,1339,1387,401,452,520,593,637,407,8113,0.12251941328731665,0.14199433008751386,0.33600394428694685,0.3710094909404659
122021420,18,147,255,422,331,412,511,311,58,36,70,51,39,34,2756,0.30551523947750364,0.26959361393323655,0.29825834542815677,0.10449927431059507
122021421,24,182,254,414,329,327,465,249,33,36,43,46,45,13,2545,0.34341846758349703,0.25776031434184676,0.28055009823182714,0.08487229862475441
122021422,15,144,248,435,349,449,594,364,81,55,59,59,56,20,3028,0.27807133421400265,0.26354029062087186,0.31638044914134744,0.10898282694848084
122021423,24,270,429,831,573,781,1128,788,95,140,115,149,110,84,5736,0.2709205020920502,0.23605299860529985,0.33403068340306835,0.12081589958158996
122031424,13,177,360,499,403,748,829,465,62,89,70,58,101,53,4040,0.25965346534653466,0.2849009900990099,0.3202970297029703,0.10717821782178218
122031425,15,104,171,275,170,320,364,164,27,43,36,27,37,21,1807,0.3126729385722192,0.2711676812396237,0.29219701162147205,0.10570005534034312
122031426,11,151,325,649,592,1150,2016,1927,380,396,496,602,482,276,9710,0.11699279093717817,0.17940267765190526,0.40607621009268796,0.2710607621009269
122031427,8,153,295,501,523,685,823,448,96,93,95,100,108,61,4105,0.2331303288672351,0.2942752740560292,0.30962241169305726,0.13471376370280147
122031428,29,244,547,881,776,1145,1582,896,133,188,169,118,103,72,7054,0.24113977884888008,0.2723277573008222,0.3512900481996031,0.1110008505812305
122031429,7,140,311,513,533,767,1279,1163,261,289,274,269,291,114,6378,0.1522420821574161,0.20382565067419253,0.38287864534336785,0.23486986516149264
122031430,11,139,269,481,454,705,1146,741,151,114,154,166,152,73,4942,0.1821125050586807,0.23452043707001213,0.3818292189397005,0.16390125455281263
122031431,35,284,448,692,497,717,1101,845,193,163,171,202,139,94,5777,0.2525532283191968,0.21014367318677515,0.33685303790894927,0.16652241647914143
122031432,6,30,70,130,114,124,156,84,23,12,12,3,7,5,792,0.29797979797979796,0.3005050505050505,0.30303030303030304,0.07828282828282829
123011433,9,126,255,375,249,195,172,120,23,24,14,8,19,7,1759,0.434906196702672,0.25241614553723707,0.16600341102899374,0.05400795906765207
123011434,10,149,275,594,445,638,579,306,74,59,47,69,43,30,3402,0.30217519106408,0.318342151675485,0.2601410934744268,0.09465020576131687
123011435,0,109,310,711,642,893,832,566,96,138,89,94,76,42,4700,0.2404255319148936,0.32659574468085106,0.2974468085106383,0.11382978723404255
123021436,6,99,265,624,512,776,674,394,95,115,109,70,45,65,3980,0.24974874371859296,0.3236180904522613,0.26834170854271355,0.12537688442211056
123021437,5,127,277,596,644,1189,1139,782,139,182,211,164,200,111,5936,0.16930592991913745,0.30879380053908356,0.3236185983827493,0.16964285714285715
123021438,3,79,264,704,788,1085,979,509,82,66,82,75,60,31,4933,0.21285221974457733,0.37968781674437463,0.3016420028380296,0.08027569430366917
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
123021440,3,146,322,607,597,1437,1793,1333,230,240,226,201,258,131,7746,0.13916860315001292,0.26258714175058095,0.40356312935708755,0.16602117221791893
123021441,8,122,269,653,449,749,833,538,96,74,133,98,109,74,4313,0.2439137491305356,0.2777648968235567,0.3178761882680269,0.1354045907720844
123021442,4,134,266,620,764,1822,2492,1913,316,258,264,280,219,151,9738,0.10515506264119942,0.26555760936537276,0.4523516122407065,0.15280345040049292
123021443,3,80,245,565,724,1496,1852,1479,191,187,227,170,209,117,7744,0.1153150826446281,0.28667355371900827,0.43013946280991733,0.1421745867768595
123021444,3,104,271,766,867,1171,830,508,138,85,116,98,79,45,5254,0.21773886562618958,0.38789493719071183,0.2546631138180434,0.10677578987438142
123031445,0,62,116,191,86,82,53,30,7,8,12,7,3,0,671,0.5499254843517138,0.2503725782414307,0.12369597615499255,0.05514157973174367
123031446,3,63,153,296,163,155,117,51,14,12,17,7,4,3,1123,0.45859305431878894,0.2831700801424755,0.1495992876224399,0.05075690115761353
123031447,11,166,264,500,281,231,243,122,17,19,19,14,24,7,2022,0.46538081107814044,0.2532146389713155,0.1805143422354105,0.04945598417408507
123031448,5,83,164,241,132,136,120,43,17,10,25,12,27,15,1096,0.4498175182481752,0.24452554744525548,0.14872262773722628,0.09671532846715329
124011449,11,67,162,244,167,135,128,44,10,20,5,13,16,8,1049,0.4613918017159199,0.28789323164918973,0.16396568160152525,0.06863679694947569
124011450,10,209,372,573,440,332,335,185,41,35,36,24,40,5,2702,0.4307920059215396,0.2857142857142857,0.19245003700962252,0.06698741672834937
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
124011452,13,195,356,578,398,323,316,156,40,26,37,80,119,105,2873,0.397493908806126,0.25095718760877134,0.1642882004872955,0.14166376609815523
124011453,10,114,267,500,302,247,177,98,9,21,6,14,8,14,1842,0.4837133550488599,0.2980456026058632,0.1492942453854506,0.03908794788273615
124011454,29,261,470,817,496,413,349,206,29,33,24,12,12,14,3277,0.48123283490997865,0.2773878547451938,0.16936222154409522,0.03783948733597803
124011455,7,85,168,284,194,144,142,58,7,5,11,9,10,12,1171,0.4645602049530316,0.2886421861656704,0.1707941929974381,0.04611443210930828
124021456,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.0
124031457,4,126,287,545,321,348,340,243,38,32,44,32,16,15,2456,0.3916938110749186,0.2723941368078176,0.23737785016286644,0.07206840390879479
124031458,5,163,341,669,499,595,724,728,130,150,144,86,69,41,4447,0.26489768383179674,0.24600854508657521,0.32651225545311446,0.1394198335956825
124031459,11,171,318,525,351,282,197,122,15,29,24,33,29,9,2212,0.46338155515370705,0.2861663652802893,0.1442133815551537,0.0628390596745027
124031460,4,116,278,653,576,819,776,427,78,80,77,70,44,30,4137,0.25404882765288855,0.33720087019579403,0.2907904278462654,0.09161227942953831
124031461,7,185,312,670,408,403,422,323,57,73,55,41,50,23,3118,0.3765234124438743,0.2601026298909557,0.23893521488133418,0.09589480436177036
124031462,9,140,252,562,396,795,971,980,151,205,205,189,160,128,5316,0.1811512415349887,0.22404063205417607,0.3670052671181339,0.19525959367945825
124031463,7,165,233,302,197,264,267,147,28,25,22,18,15,5,1718,0.41152502910360883,0.26833527357392317,0.2409778812572759,0.06577415599534342
124031464,5,137,262,421,259,385,479,517,83,118,92,99,78,59,3167,0.26049889485317335,0.20334701610356803,0.314493211240922,0.1670350489422166
124031465,0,48,114,136,91,67,47,16,10,3,3,4,3,3,574,0.519163763066202,0.27526132404181186,0.10975609756097561,0.04529616724738676
124041466,21,163,266,415,170,193,265,178,30,47,35,43,51,17,1988,0.4351106639839034,0.18259557344064387,0.22283702213279677,0.11217303822937626
124041467,3,109,217,421,267,260,243,135,34,43,21,19,29,15,1851,0.4051863857374392,0.2847109670448406,0.20421393841166938,0.08698001080497028
124041468,3,87,154,185,101,108,81,20,4,7,8,10,8,8,1072,0.4001865671641791,0.19496268656716417,0.09421641791044776,0.04197761194029851
124051469,0,21,83,222,225,424,292,118,30,11,28,6,19,12,1527,0.2134905042567125,0.42501637197118536,0.2685003274394237,0.06941715782580223
124051470,0,107,298,767,708,1114,999,526,83,83,91,107,43,42,5106,0.22953388170779476,0.35683509596553076,0.29866823345084215,0.08793576184880533
124051580,0,96,213,465,308,554,626,420,72,86,87,88,69,27,3217,0.24059682934410942,0.2679515076157911,0.32514765309294374,0.13335405657444824
124051581,0,172,290,505,341,718,910,707,140,132,164,155,145,76,4643,0.2082705147533922,0.22808528968339437,0.34826620719362483,0.17488692655610596
125011473,0,40,74,257,622,1376,2190,1884,333,413,380,355,366,213,9204,0.04030856149500217,0.21707953063885269,0.4426336375488918,0.22381573229030857
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
125011582,0,68,135,696,734,1206,1953,1958,366,665,837,728,752,457,10907,0.08242413129183093,0.17786742458971302,0.3585770606032823,0.34885853121848354
125011583,0,15,53,222,282,724,1295,1802,390,702,801,744,703,468,8466,0.03425466572171037,0.11882825419324357,0.3658162060004725,0.4497991967871486
125011584,0,38,85,293,511,810,1025,686,117,197,191,169,141,104,4533,0.09177145378336643,0.2914184866534304,0.3774542245753364,0.20273549525700418
125011585,0,44,91,308,678,886,916,921,181,261,302,197,174,130,5264,0.0841565349544073,0.29711246200607905,0.3489741641337386,0.23651215805471124
125011586,7,60,151,585,1402,2175,2568,2105,388,515,590,627,694,450,12806,0.0627049820396689,0.27932219272216147,0.36490707480868345,0.25488052475402156
125011587,0,21,56,189,387,499,539,415,87,96,102,108,73,36,2712,0.09808259587020648,0.32669616519174044,0.35176991150442477,0.1851032448377581
125021476,14,204,372,622,1017,3136,3302,2033,393,414,494,404,507,255,13557,0.08940030980305377,0.3063362100759755,0.39352364092350817,0.18197241277568785
125021477,19,115,253,626,788,1632,2299,1269,233,202,221,248,252,132,8572,0.11817545496966869,0.28231451236584226,0.4162389174055063,0.1502566495566962
125021478,12,121,214,532,659,1575,1996,1294,251,224,235,217,169,96,7798,0.112721210566812,0.28648371377276227,0.42190305206463197,0.15285970761733778
125031479,13,155,244,674,1303,1744,1501,913,167,188,280,199,151,105,8318,0.1305602308247175,0.36631401779273864,0.2902139937484972,0.13104111565280116
125031480,8,107,157,493,1256,1760,1372,994,174,210,271,215,190,137,7769,0.09846827133479212,0.388209550778736,0.3045436993178015,0.15407388338267472
125031481,3,74,235,837,953,1515,2043,1950,375,494,730,584,530,369,11037,0.10410437618918185,0.22361148862915647,0.3617830932318565,0.27924254779378455
125031482,16,440,807,1161,892,1568,1840,947,140,127,121,158,101,60,8644,0.2804257288292457,0.28459046737621474,0.32242017584451643,0.08179083757519667
125031483,3,89,206,835,993,1554,2077,1305,237,285,396,239,228,153,8944,0.12667710196779963,0.28477191413237923,0.37813059033989266,0.17195885509838998
125031484,15,154,316,757,727,1475,1899,1331,236,364,449,328,290,147,8837,0.14054543397080457,0.24917958583229602,0.3655086567839765,0.20527328278827656
125031485,17,223,431,1192,1061,2018,2969,2510,421,610,933,544,468,347,14104,0.13209018718094157,0.21830686330119115,0.388471355643789,0.2356069200226886
125031486,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0.0,0.0,0.6,0.0
125031487,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0.0,0.3,0.0,0.0
125041489,6,81,203,477,648,1480,2277,2093,439,514,669,736,767,545,11377,0.06741671793970291,0.18704403621341303,0.3841082886525446,0.3225806451612903
125041490,6,90,140,253,312,591,624,374,77,48,55,44,55,28,2768,0.17666184971098267,0.32622832369942195,0.36054913294797686,0.11091040462427745
125041491,8,102,209,345,438,981,1721,2411,514,539,668,709,875,538,10350,0.06415458937198068,0.13710144927536233,0.3992270531400966,0.37130434782608696
125041492,0,60,142,404,517,1356,2645,4739,891,1133,1684,2096,2349,1682,20438,0.02965065074860554,0.09164301790781877,0.36128779724043447,0.48121146883256677
125041493,15,221,350,636,692,1594,1982,1475,209,325,279,304,276,171,8805,0.1387847813742192,0.2596252129471891,0.3926178307779671,0.17762634866553095
125041494,3,139,188,415,368,642,602,351,45,32,38,55,41,31,3029,0.24595576097722022,0.33344338065368107,0.3146252888742159,0.07989435457246616
125041588,6,145,196,300,269,785,1669,1929,233,391,328,306,254,160,7205,0.08979875086745316,0.14628730048577376,0.4993754337265788,0.23206106870229007
125041589,3,88,168,324,397,1169,1991,2169,339,579,520,667,599,434,9720,0.05997942386831276,0.16111111111111112,0.4279835390946502,0.3228395061728395
126011495,23,158,262,467,1011,2824,3033,2234,501,597,585,647,836,487,14129,0.06440653974095831,0.27142756033689575,0.3727793899072829,0.2585462523887041
126011496,21,187,291,508,673,1473,1698,955,156,203,177,180,180,100,7006,0.1437339423351413,0.3063088781044819,0.3786754210676563,0.14216385954895805
126021497,15,200,327,549,996,2705,3010,1888,434,526,586,626,591,397,13254,0.08231477289874754,0.27923645691866605,0.369548815451939,0.2384185906141542
126021498,9,174,405,545,488,729,758,490,84,108,91,106,109,57,4270,0.26533957845433254,0.28501170960187355,0.29227166276346606,0.12997658079625293
126021499,26,144,221,359,334,410,415,215,39,49,34,53,42,31,2595,0.28901734104046245,0.28670520231213875,0.24277456647398843,0.09556840077071291
126021500,15,181,265,430,731,1597,1985,1819,476,592,732,1114,1243,830,12507,0.0712401055408971,0.18613576397217557,0.3041496761813384,0.39873670744383144
126021501,11,120,256,437,588,979,914,480,95,116,88,131,134,95,4545,0.1812981298129813,0.34477447744774475,0.3067106710671067,0.144994499449945
126021503,10,101,205,517,664,1470,2056,2055,413,440,519,567,619,342,10257,0.08121283026225992,0.20805303695037536,0.4007994540313932,0.2827337428097884
126021590,0,49,100,187,163,269,185,72,31,19,25,19,17,8,1175,0.28595744680851065,0.3676595744680851,0.21872340425531914,0.10127659574468086
126021591,21,261,503,947,1072,1886,2174,2066,416,501,506,591,676,339,12365,0.1400727860897695,0.23922361504245857,0.3429033562474727,0.24496562879094216
127011504,3,86,178,482,793,1431,1238,637,148,161,180,142,112,81,5903,0.12688463493139082,0.37675758089107236,0.3176351007962053,0.13959003896323904
127011505,4,231,431,473,305,330,238,89,22,22,27,24,21,5,2329,0.48905109489051096,0.27264920566766854,0.14040360669815372,0.05195362816659511
127011506,3,186,310,524,460,757,762,580,107,78,95,73,81,27,4188,0.24426934097421205,0.2905921680993314,0.3204393505253104,0.11007640878701051
127011592,0,0,3,0,0,0,0,5,0,3,0,0,0,0,18,0.16666666666666666,0.0,0.2777777777777778,0.16666666666666666
127011593,0,31,108,386,701,826,517,153,32,37,29,17,10,18,2921,0.17973296816158849,0.5227661759671346,0.2293735022252653,0.04895583704210887
127011594,3,51,115,509,1098,1874,1270,569,65,92,129,90,95,91,6213,0.10912602607436021,0.47835184291002736,0.2959922742636408,0.09045549653951392
127011595,0,33,113,457,789,1664,1266,648,100,106,144,62,81,58,5671,0.10633045318286016,0.43255157820490214,0.33750661259037207,0.09716099453359196
127011596,0,35,116,409,594,1432,1265,603,105,61,93,60,74,28,4959,0.11292599314377899,0.40855011090945753,0.376688848558177,0.08489614841701956
127011597,0,70,162,509,715,1562,1477,690,70,73,104,88,56,45,5736,0.12918410041841005,0.3969665271966527,0.37778940027894004,0.07601115760111576
127021509,0,64,136,713,2165,2262,1331,659,133,101,141,107,158,80,8374,0.10902794363506091,0.5286601385240028,0.23764031526152377,0.0859804155720086
127021510,10,203,595,1374,1569,1497,1414,730,152,182,286,185,210,169,8812,0.24761688606445756,0.34793463458919655,0.24330458465728552,0.13436223331820246
127021511,5,141,206,449,2874,3947,2526,1929,363,540,639,505,507,247,15576,0.05142526964560863,0.43791730868002054,0.2860169491525424,0.17982794042116076
127021512,7,168,304,516,1546,2176,1297,757,131,232,178,190,144,84,8055,0.12352576039726877,0.46207324643078834,0.25499689633767847,0.11905648665425202
127021513,4,120,212,462,2597,3288,1913,1291,231,318,385,335,241,116,11936,0.06685656836461126,0.49304624664879354,0.26843163538873993,0.13622654155495978
127021514,0,84,193,537,1026,1049,876,384,80,81,148,90,73,79,4849,0.16786966384821614,0.4279232831511652,0.2598473912146834,0.1136316766343576
127021515,3,116,222,498,1190,1848,2123,1657,451,415,824,646,653,566,11528,0.0727793199167245,0.2635322692574601,0.3278972935461485,0.3083795975017349
127021516,6,191,340,826,1424,2071,1975,1282,298,306,510,441,365,284,10643,0.12806539509536785,0.3283848538945786,0.30602273794982615,0.20708446866485014
127021517,4,67,170,557,946,938,736,350,75,88,131,111,99,65,4453,0.17920503031664048,0.42308556029642935,0.2438805299797889,0.1277790253761509
127021518,3,160,220,235,135,171,86,30,9,14,21,12,6,9,1185,0.5215189873417722,0.2582278481012658,0.09789029535864979,0.059915611814345994
127021519,4,246,600,1088,1165,1596,1485,898,146,209,355,295,201,152,8680,0.22327188940092166,0.3180875576036866,0.27453917050691246,0.15645161290322582
127021520,5,85,283,859,1389,1450,875,407,86,78,129,69,112,59,6025,0.20448132780082987,0.47120331950207467,0.21278008298755186,0.08846473029045643
127021521,0,0,0,3,8,6,3,0,0,0,0,0,0,0,23,0.13043478260869565,0.6086956521739131,0.13043478260869565,0.0
127031522,3,141,295,652,680,1484,1529,811,128,148,152,135,117,62,6525,0.1672030651340996,0.33164750957854405,0.3586206896551724,0.11371647509578545
127031523,6,210,440,843,857,1202,1073,660,94,114,107,95,86,49,6015,0.24921030756442228,0.34231088944305904,0.2881130507065669,0.09060681629260182
127031524,4,78,191,525,586,1574,1419,846,122,159,162,131,97,83,6126,0.13026444662095985,0.3525954946131244,0.3697355533790402,0.12308194580476657
127031598,5,185,360,703,884,2010,3604,2845,655,643,985,719,709,442,15071,0.08313980492336275,0.19202441775595513,0.42790790259438655,0.2755623382655431
127031599,7,80,201,410,446,862,1030,680,131,93,182,157,140,91,4664,0.14965694682675815,0.2804459691252144,0.3666380789022298,0.1702401372212693
127031600,7,63,148,472,766,2218,2181,1100,138,99,87,111,91,67,7687,0.0897619357356576,0.3881878496162352,0.4268245089111487,0.07714322882789125
127031601,0,13,45,176,210,440,635,552,119,121,179,171,141,58,2944,0.07948369565217392,0.22078804347826086,0.4031929347826087,0.2680027173913043
128011529,7,148,284,435,320,383,542,332,70,55,37,63,54,33,2840,0.3077464788732394,0.24753521126760564,0.3077464788732394,0.10985915492957747
128011530,17,204,353,529,451,668,809,574,95,130,132,130,103,60,4417,0.2497170024903781,0.2533393706135386,0.3131084446456871,0.14715870500339598
128011531,23,251,483,670,420,704,626,287,62,68,47,40,51,26,3908,0.36514841351074717,0.28761514841351077,0.2336233367451382,0.0752302968270215
128011602,18,88,146,290,231,296,437,340,94,96,67,82,80,35,2356,0.2300509337860781,0.2236842105263158,0.3297962648556876,0.1926994906621392
128011603,9,130,214,325,212,198,255,142,23,22,29,29,19,13,1660,0.40843373493975904,0.2469879518072289,0.2391566265060241,0.08132530120481928
128011604,17,214,373,567,398,459,569,482,119,128,130,173,114,61,3907,0.29971845405682107,0.21934988482211415,0.2690043511645764,0.185564371640645
128011605,0,20,48,95,51,52,51,29,0,3,0,3,10,0,380,0.42894736842105263,0.2710526315789474,0.21052631578947367,0.042105263157894736
128011606,3,81,152,188,158,172,153,58,21,31,41,14,32,9,1143,0.37095363079615046,0.2887139107611549,0.18460192475940507,0.1294838145231846
128021533,10,65,113,140,80,88,107,56,12,7,3,8,17,5,742,0.4420485175202156,0.22641509433962265,0.2196765498652291,0.07008086253369272
128021534,3,103,267,630,426,334,290,95,8,21,29,18,31,11,2328,0.43084192439862545,0.32646048109965636,0.16537800687285223,0.0506872852233677
128021535,9,161,346,715,498,662,659,312,51,57,62,34,33,21,3700,0.3327027027027027,0.31351351351351353,0.2624324324324324,0.06972972972972973
128021536,13,168,365,620,386,591,799,430,97,67,93,66,45,23,3864,0.30175983436853004,0.2528467908902691,0.31806418219461696,0.10119047619047619
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
128021538,10,165,310,479,417,652,937,785,116,138,166,116,123,52,4614,0.20892934547030775,0.2316861725184222,0.3732119635890767,0.1540962288686606
128021607,13,132,243,378,251,299,407,234,43,37,24,31,20,7,2164,0.3539741219963031,0.2541589648798521,0.2962107208872458,0.07486136783733827
128021608,11,55,94,148,100,125,151,84,22,11,3,11,0,0,837,0.36798088410991636,0.26881720430107525,0.2807646356033453,0.056152927120669056
128021609,0,17,57,95,70,89,105,41,0,4,9,8,6,3,509,0.3320235756385069,0.31237721021611004,0.2868369351669941,0.05893909626719057
197979799,0,15,13,28,16,14,10,8,6,5,0,4,3,0,142,0.39436619718309857,0.2112676056338028,0.1267605633802817,0.1267605633802817
199999499,0,67,119,212,197,265,250,221,57,63,77,169,383,501,3012,0.13213811420982735,0.15338645418326693,0.15637450199203187,0.4150066401062417
201011001,3,89,86,93,78,77,277,427,51,73,47,37,40,36,1439,0.1883252258512856,0.10771369006254343,0.48922863099374564,0.19735927727588604
201011002,5,120,154,137,104,103,198,202,41,62,48,55,60,20,1355,0.3070110701107011,0.15276752767527677,0.2952029520295203,0.211070110701107
201011003,4,176,274,303,158,155,238,254,50,54,45,49,39,36,1929,0.392431311560394,0.16226023846552617,0.25505443234836706,0.14152410575427682
201011004,4,235,287,303,160,154,261,365,70,103,96,63,108,79,2371,0.3496415014761704,0.13243357233234923,0.26402361872627583,0.21889498102066637
201011005,0,53,90,115,68,55,103,95,14,26,24,21,24,36,757,0.34081902245706736,0.16248348745046234,0.261558784676354,0.19154557463672392
201011006,0,64,69,76,33,50,71,82,10,15,5,8,8,6,529,0.3950850661625709,0.15689981096408318,0.2892249527410208,0.09829867674858223
201011007,0,29,63,58,56,23,32,15,3,0,6,3,0,0,300,0.5,0.2633333333333333,0.15666666666666668,0.04
201011008,4,143,158,141,81,80,108,133,25,41,43,35,45,46,1131,0.394341290893015,0.14235190097259062,0.21308576480990274,0.20778072502210435
