,state,divisionnm_x,pollingplaceid,pollingplacenm,premisesnm,premisessuburb,premisespostcode,latitude,longitude,liberal/national coalition votes,liberal/national coalition percentage,australian labor party votes,australian labor party percentage,totalvotes,SA2_MAIN16,SA2_NAME16,GCC_CODE16,STE_NAME16,AREASQKM16
5400,SA,Makin,33167,Salisbury East Estate,Tyndale Christian School,SALISBURY EAST,5109.0,-34.774,138.67,487,38.8,768,61.2,1255,402041047,Salisbury East,4GADE,South Australia,14.8505
5401,SA,Makin,33171,Salisbury Heights,Salisbury Heights Primary School,SALISBURY HEIGHTS,5109.0,-34.7589,138.67700000000002,868,43.75,1116,56.25,1984,402041047,Salisbury East,4GADE,South Australia,14.8505
5405,SA,Makin,7151,Surrey Downs,Surrey Downs R-7 School,SURREY DOWNS,5126.0,-34.79888,138.71336000000002,640,40.13,955,59.87,1595,402051054,Redwood Park,4GADE,South Australia,14.1403
5406,SA,Makin,7152,Tea Tree Gully,Tea Tree Gully Primary School,TEA TREE GULLY,5091.0,-34.8221,138.727,750,46.3,870,53.7,1620,402051055,St Agnes - Ridgehaven,4GADE,South Australia,12.2999
5407,SA,Makin,12045,Valley View,SA Judo Academy,VALLEY VIEW,5093.0,-34.843155200000005,138.654434,377,37.11,639,62.89,1016,402031037,Northgate - Oakden - Gilles Plains,4GADE,South Australia,11.2336
5408,SA,Makin,38200,Walkley Heights,Walkley Heights Child Care Centre,WALKLEY HEIGHTS,5098.0,-34.8369,138.641,811,40.49,1192,59.51,2003,402041040,Ingle Farm,4GADE,South Australia,7.4263
5409,SA,Makin,8848,Wynn Vale,Wynn Vale School,WYNN VALE,5127.0,-34.800043,138.688016,918,41.41,1299,58.59,2217,402051053,Modbury Heights,4GADE,South Australia,9.9089
5410,SA,Makin,83470,Wynn Vale East,St Francis Xavier Regional Catholic School,WYNN VALE,5127.0,-34.8024078,138.70079909999998,203,43.01,269,56.99,472,402051053,Modbury Heights,4GADE,South Australia,9.9089
5411,SA,Makin,51055,Wynn Vale West,The Salvation Army Golden Grove,WYNN VALE,5127.0,-34.7977771,138.680128,628,45.54,751,54.46,1379,402051053,Modbury Heights,4GADE,South Australia,9.9089
5412,SA,Mayo,82894,Adelaide (Mayo),"Level 1, 144 North Tce",ADELAIDE,5000.0,-34.9218994,138.5980605,20,52.63,18,47.37,38,401011001,Adelaide,4GADE,South Australia,10.4824
5413,SA,Mayo,58737,Adelaide Mayo PPVC,"Level 1, 144 North Terrace",ADELAIDE,5001.0,-34.9218994,138.5980605,242,43.92,309,56.08,551,401011001,Adelaide,4GADE,South Australia,10.4824
5414,SA,Mayo,7156,Aldgate,Aldgate Primary School,ALDGATE,5154.0,-35.01876,138.74951000000001,708,45.33,854,54.67,1562,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5415,SA,Mayo,7157,Aldinga Beach,Aldinga Beach R-7 School,ALDINGA BEACH,5173.0,-35.2689,138.46138,678,35.29,1243,64.71,1921,403041072,Aldinga,4GADE,South Australia,35.3303
5416,SA,Mayo,83433,Aldinga Beach PPVC,Shop 46 Aldinga Shopping Centre,ALDINGA,5173.0,-35.278922200000004,138.4617169,1657,45.9,1953,54.1,3610,403041072,Aldinga,4GADE,South Australia,35.3303
5417,SA,Mayo,46430,Aldinga Beach West,Aldinga Community Centre,ALDINGA BEACH,5173.0,-35.273,138.455,605,38.1,983,61.9,1588,403041072,Aldinga,4GADE,South Australia,35.3303
5418,SA,Mayo,7158,American River,American River Community Hall,AMERICAN RIVER,5221.0,-35.7736029,137.77888430000002,125,66.84,62,33.16,187,407011145,Kangaroo Island,4RSAU,South Australia,4400.731
5419,SA,Mayo,7159,Ashbourne,Eastern Fleurieu School (Ashbourne Campus),ASHBOURNE,5157.0,-35.2885,138.768,128,53.33,112,46.67,240,407011147,Strathalbyn Region,4RSAU,South Australia,1517.7955
5420,SA,Mayo,7162,Birdwood,Birdwood Primary School,BIRDWOOD,5234.0,-34.81977,138.9589,396,55.0,324,45.0,720,401021003,Adelaide Hills,4GADE,South Australia,364.439
5421,SA,Mayo,97140,Blackwood (Mayo),Blackwood Hills Baptist Church,BLACKWOOD,5051.0,-35.0294,138.62,923,60.17,611,39.83,1534,403031067,Blackwood,4GADE,South Australia,16.928
5422,SA,Mayo,97141,Blackwood Central (Mayo),Blackwood Community Centre,BLACKWOOD,5051.0,-35.0195915,138.61551509999998,121,51.49,114,48.51,235,403031067,Blackwood,4GADE,South Australia,16.928
5423,SA,Mayo,65574,BLV Mayo PPVC,BLV Mayo,ADELAIDE,5000.0,-34.921832,138.598961,3,50.0,3,50.0,6,401011001,Adelaide,4GADE,South Australia,10.4824
5424,SA,Mayo,7163,Bridgewater,Bridgewater Primary School,BRIDGEWATER,5155.0,-35.00428,138.76143000000002,388,37.45,648,62.55,1036,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5425,SA,Mayo,83434,Bridgewater PPVC,Bridgewater Uniting Church,BRIDGEWATER,5155.0,-35.0093831,138.76075500000002,1436,53.05,1271,46.95,2707,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5426,SA,Mayo,7165,Brukunga,Brukunga Community Association,BRUKUNGA,5252.0,-35.002388,138.942118,203,49.63,206,50.37,409,401021008,Mount Barker Region,4GADE,South Australia,395.6658
5427,SA,Mayo,7166,Callington,Callington Memorial Hall,CALLINGTON,5254.0,-35.113580999999996,139.039224,214,50.71,208,49.29,422,401021008,Mount Barker Region,4GADE,South Australia,395.6658
5428,SA,Mayo,7167,Charleston,Charleston Memorial Hall,CHARLESTON,5244.0,-34.916059000000004,138.902078,276,61.61,172,38.39,448,401021006,Lobethal - Woodside,4GADE,South Australia,202.4981
5429,SA,Mayo,7168,Cherry Gardens,Cherry Gardens Memorial Hall,CHERRY GARDENS,5157.0,-35.0635,138.65358,280,55.78,222,44.22,502,403041075,Clarendon,4GADE,South Australia,123.3732
5430,SA,Mayo,7169,Clarendon,Clarendon Community Hall,CLARENDON,5157.0,-35.108851,138.62870700000002,245,53.15,216,46.85,461,403041075,Clarendon,4GADE,South Australia,123.3732
5431,SA,Mayo,7170,Coromandel Valley,Coromandel Valley Primary School,COROMANDEL VALLEY,5051.0,-35.033089000000004,138.625939,751,48.02,813,51.98,1564,403041076,Coromandel Valley,4GADE,South Australia,4.4154
5432,SA,Mayo,7171,Crafers,Crafers Primary School,CRAFERS,5152.0,-34.99365,138.71278,551,48.38,588,51.62,1139,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5433,SA,Mayo,7172,Cudlee Creek,Cudlee Creek Soldiers Memorial Hall,CUDLEE CREEK,5232.0,-34.8399,138.816,151,62.4,91,37.6,242,401021003,Adelaide Hills,4GADE,South Australia,364.439
5434,SA,Mayo,7173,Currency Creek,Currency Creek Community Hall,CURRENCY CREEK,5214.0,-35.4469,138.766,373,62.17,227,37.83,600,407011147,Strathalbyn Region,4RSAU,South Australia,1517.7955
5435,SA,Mayo,7174,Delamere,St James Anglican Church,DELAMERE,5204.0,-35.57182,138.195069,116,52.73,104,47.27,220,407011149,Yankalilla,4RSAU,South Australia,980.1341
5436,SA,Mayo,30179,Divisional Office (PREPOLL),Divisional Office,ADELAIDE,5000.0,-34.92197,138.599146,0,0.0,0,0.0,0,401011001,Adelaide,4GADE,South Australia,10.4824
5437,SA,Mayo,7175,Echunga,Echunga Primary School,ECHUNGA,5153.0,-35.0978,138.791,521,59.82,350,40.18,871,401021005,Hahndorf - Echunga,4GADE,South Australia,110.1516
5438,SA,Mayo,97169,Flagstaff Hill East (Mayo),Craigburn Primary School,FLAGSTAFF HILL,5159.0,-35.0576,138.616,165,48.1,178,51.9,343,403041076,Coromandel Valley,4GADE,South Australia,4.4154
5439,SA,Mayo,7178,Forreston,Forreston Memorial Hall,FORRESTON,5233.0,-34.797841,138.898752,130,53.06,115,46.94,245,401021003,Adelaide Hills,4GADE,South Australia,364.439
5440,SA,Mayo,7179,Goolwa,Goolwa Primary School,GOOLWA,5214.0,-35.4979,138.78,1003,55.23,813,44.77,1816,407011144,Goolwa - Port Elliot,4RSAU,South Australia,180.8687
5441,SA,Mayo,46417,Goolwa Central,Goolwa Uniting Church,GOOLWA,5214.0,-35.5044,138.779,679,53.01,602,46.99,1281,407011144,Goolwa - Port Elliot,4RSAU,South Australia,180.8687
5442,SA,Mayo,7181,Gumeracha,Gumeracha Town Hall,GUMERACHA,5233.0,-34.8218212,138.88544530000001,316,55.93,249,44.07,565,401021003,Adelaide Hills,4GADE,South Australia,364.439
5443,SA,Mayo,7182,Hahndorf,St Paul's Lutheran Church,HAHNDORF,5245.0,-35.03391,138.81358999999998,769,57.69,564,42.31,1333,401021005,Hahndorf - Echunga,4GADE,South Australia,110.1516
5444,SA,Mayo,6875,Hawthorndene (Mayo),Hawthorndene Primary School,HAWTHORNDENE,5051.0,-35.0208483,138.636111,671,44.12,850,55.88,1521,403031067,Blackwood,4GADE,South Australia,16.928
5445,SA,Mayo,7134,Houghton,Houghton Uniting Church Hall,HOUGHTON,5131.0,-34.8286158,138.76228390000003,281,59.91,188,40.09,469,401021003,Adelaide Hills,4GADE,South Australia,364.439
5446,SA,Mayo,7189,Kangarilla,Kangarilla Primary School,KANGARILLA,5157.0,-35.148,138.66,309,55.08,252,44.92,561,403041075,Clarendon,4GADE,South Australia,123.3732
5447,SA,Mayo,7371,Kersbrook,Kersbrook Primary School,KERSBROOK,5231.0,-34.7831,138.85,398,56.14,311,43.86,709,401021003,Adelaide Hills,4GADE,South Australia,364.439
5448,SA,Mayo,7191,Kingscote,Kangaroo Island Community Education (Kingscote Campus),KINGSCOTE,5223.0,-35.651167,137.63313,468,61.66,291,38.34,759,407011145,Kangaroo Island,4RSAU,South Australia,4400.731
5449,SA,Mayo,12995,Kingscote PPVC,Kingscote Town Hall,KINGSCOTE,5223.0,-35.6558919,137.63864809999998,427,59.72,288,40.28,715,407011145,Kangaroo Island,4RSAU,South Australia,4400.731
5450,SA,Mayo,7192,Langhorne Creek,Langhorne Creek Soldiers Memorial Hall,LANGHORNE CREEK,5255.0,-35.296108000000004,139.03708899999998,271,71.13,110,28.87,381,407011147,Strathalbyn Region,4RSAU,South Australia,1517.7955
5451,SA,Mayo,7193,Lenswood,Lenswood Primary School,LENSWOOD,5240.0,-34.9216719,138.8244009,224,61.37,141,38.63,365,401021006,Lobethal - Woodside,4GADE,South Australia,202.4981
5452,SA,Mayo,7194,Littlehampton,Littlehampton Primary School,LITTLEHAMPTON,5250.0,-35.048661700000004,138.8689311,774,54.51,646,45.49,1420,401021007,Mount Barker,4GADE,South Australia,54.1038
5453,SA,Mayo,7195,Lobethal,Lobethal Senior Citizens Hall,LOBETHAL,5241.0,-34.90526,138.87493,711,54.65,590,45.35,1301,401021006,Lobethal - Woodside,4GADE,South Australia,202.4981
5454,SA,Mayo,7196,Longwood,Longwood Institute,BRADBURY,5153.0,-35.05708,138.72166,183,40.76,266,59.24,449,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5455,SA,Mayo,7197,Macclesfield,Macclesfield Institute,MACCLESFIELD,5153.0,-35.1735,138.8375,352,43.67,454,56.33,806,401021008,Mount Barker Region,4GADE,South Australia,395.6658
5456,SA,Mayo,7198,McLaren Flat,McLaren Flat Community Club,MCLAREN FLAT,5171.0,-35.206439200000005,138.5872617,601,55.6,480,44.4,1081,403041083,McLaren Vale,4GADE,South Australia,119.5749
5457,SA,Mayo,7199,McLaren Vale,McLaren Vale Primary School,MCLAREN VALE,5171.0,-35.213,138.531,913,53.55,792,46.45,1705,403041083,McLaren Vale,4GADE,South Australia,119.5749
5458,SA,Mayo,36828,Magill (Mayo),Magill School,MAGILL,5072.0,-34.9141,138.67700000000002,96,50.79,93,49.21,189,401031011,Burnside - Wattle Park,4GADE,South Australia,11.305
5459,SA,Mayo,7200,Meadows,Meadows Memorial Hall,MEADOWS,5201.0,-35.18152,138.75848,541,53.99,461,46.01,1002,401021008,Mount Barker Region,4GADE,South Australia,395.6658
5460,SA,Mayo,7201,Middleton,Middleton Pioneer Hall,MIDDLETON,5213.0,-35.5082,138.70600000000002,302,46.32,350,53.68,652,407011144,Goolwa - Port Elliot,4RSAU,South Australia,180.8687
5461,SA,Mayo,7202,Milang,Milang Institute,MILANG,5256.0,-35.0665,138.86,303,54.01,258,45.99,561,401021007,Mount Barker,4GADE,South Australia,54.1038
5463,SA,Mayo,7205,Mount Barker,Mount Barker High School,MOUNT BARKER,5251.0,-35.0738,138.858,1360,48.04,1471,51.96,2831,401021007,Mount Barker,4GADE,South Australia,54.1038
5464,SA,Mayo,46416,Mount Barker Central,TAFE SA (Mount Barker Campus),MOUNT BARKER,5251.0,-35.06888,138.85346299999998,633,43.78,813,56.22,1446,401021007,Mount Barker,4GADE,South Australia,54.1038
5465,SA,Mayo,83310,Mount Barker East,St Mark's Lutheran School,MOUNT BARKER,5251.0,-35.072449299999995,138.86074630000002,466,52.36,424,47.64,890,401021007,Mount Barker,4GADE,South Australia,54.1038
5466,SA,Mayo,47788,Mount Barker PPVC,1/46-48 Victoria Road,MOUNT BARKER,5251.0,-35.0809029,138.86346709999998,4195,54.18,3548,45.82,7743,401021007,Mount Barker,4GADE,South Australia,54.1038
5467,SA,Mayo,7206,Mount Compass,Mount Compass War Memorial Hall,MOUNT COMPASS,5210.0,-35.3483512,138.6205425,594,58.75,417,41.25,1011,407011147,Strathalbyn Region,4RSAU,South Australia,1517.7955
5468,SA,Mayo,7208,Mount Torrens,Spring Head Lutheran School,MOUNT TORRENS,5244.0,-34.8944691,138.95074430000003,172,60.35,113,39.65,285,401021003,Adelaide Hills,4GADE,South Australia,364.439
5469,SA,Mayo,7212,Mylor,Mylor Primary School,MYLOR,5153.0,-35.0410299,138.7601996,317,45.42,381,54.58,698,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5470,SA,Mayo,7214,Myponga,Myponga Primary School,MYPONGA,5202.0,-35.3932,138.465,378,54.0,322,46.0,700,407011149,Yankalilla,4RSAU,South Australia,980.1341
5471,SA,Mayo,7215,Nairne,Nairne Primary School,NAIRNE,5252.0,-35.0385,138.903,879,44.76,1085,55.24,1964,401021009,Nairne,4GADE,South Australia,24.8562
5472,SA,Mayo,7216,Norton Summit,Norton Summit Primary School,NORTON SUMMIT,5136.0,-34.9278,138.72899999999998,271,47.54,299,52.46,570,401021010,Uraidla - Summertown,4GADE,South Australia,119.1882
5473,SA,Mayo,7160,Oakbank,Oakbank Area School,OAKBANK,5243.0,-34.989011,138.835366,769,59.2,530,40.8,1299,401021006,Lobethal - Woodside,4GADE,South Australia,202.4981
5474,SA,Mayo,7400,Paracombe,Paracombe Hall,PARACOMBE,5132.0,-34.848536700000004,138.7798548,218,66.87,108,33.13,326,401021003,Adelaide Hills,4GADE,South Australia,364.439
5475,SA,Mayo,7220,Parndana,Parndana Community Health Centre,PARNDANA,5220.0,-35.785713,137.2594178,225,76.53,69,23.47,294,407011145,Kangaroo Island,4RSAU,South Australia,4400.731
5476,SA,Mayo,7221,Penneshaw,Kangaroo Island Community Education (Penneshaw Campus),PENNESHAW,5222.0,-35.720176,137.931848,151,54.51,126,45.49,277,407011145,Kangaroo Island,4RSAU,South Australia,4400.731
5477,SA,Mayo,7222,Piccadilly,Piccadilly Community Hall,PICCADILLY,5151.0,-34.982217,138.72606000000002,264,49.72,267,50.28,531,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5478,SA,Mayo,7223,Port Elliot,Port Elliot RSL,PORT ELLIOT,5212.0,-35.5334,138.68200000000002,394,51.04,378,48.96,772,407011144,Goolwa - Port Elliot,4RSAU,South Australia,180.8687
5479,SA,Mayo,7226,Second Valley,Second Valley Soldiers Memorial Hall,SECOND VALLEY,5204.0,-35.527772999999996,138.227856,98,49.25,101,50.75,199,407011149,Yankalilla,4RSAU,South Australia,980.1341
5480,SA,Mayo,7227,Sellicks Beach,Sellicks Community Hall,SELLICKS BEACH,5174.0,-35.324758,138.45533500000002,354,40.69,516,59.31,870,403041072,Aldinga,4GADE,South Australia,35.3303
5485,SA,Mayo,7228,Stirling East,Stirling East Primary School,STIRLING,5152.0,-35.0029,138.735,509,52.91,453,47.09,962,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5486,SA,Mayo,7229,Stirling West,St Catherine's School,STIRLING,5152.0,-35.0044,138.708,767,49.36,787,50.64,1554,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5487,SA,Mayo,7231,Strathalbyn,Strathalbyn Town Hall,STRATHALBYN,5255.0,-35.254626,138.892,1154,56.24,898,43.76,2052,407011146,Strathalbyn,4RSAU,South Australia,155.7859
5488,SA,Mayo,83398,Strathalbyn PPVC,17 South Tce,STRATHALBYN,5255.0,-35.26023729999999,138.8929322,1696,58.56,1200,41.44,2896,407011146,Strathalbyn,4RSAU,South Australia,155.7859
5489,SA,Mayo,7232,Summertown,Summertown Uniting Church,SUMMERTOWN,5141.0,-34.95898,138.72805,340,47.69,373,52.31,713,401021010,Uraidla - Summertown,4GADE,South Australia,119.1882
5490,SA,Mayo,7233,Upper Sturt,Upper Sturt Primary School,UPPER STURT,5156.0,-35.01891,138.68462,225,43.02,298,56.98,523,401021004,Aldgate - Stirling,4GADE,South Australia,117.2141
5491,SA,Mayo,7234,Uraidla,Uraidla Primary School,URAIDLA,5142.0,-34.9584,138.745,276,45.54,330,54.46,606,401021010,Uraidla - Summertown,4GADE,South Australia,119.1882
5492,SA,Mayo,7235,Victor Harbor,Recreation Centre,VICTOR HARBOR,5211.0,-35.5565709,138.6060138,659,49.22,680,50.78,1339,407011148,Victor Harbor,4RSAU,South Australia,128.2644
5493,SA,Mayo,7236,Victor Harbor East,Encounter Lutheran College,HAYBOROUGH,5211.0,-35.5278448,138.6365121,296,54.31,249,45.69,545,407011148,Victor Harbor,4RSAU,South Australia,128.2644
5495,SA,Mayo,12997,Victor Harbor PPVC,45 Ocean St,VICTOR HARBOR,5211.0,-35.5537461,138.62285980000001,5922,56.91,4483,43.09,10405,407011148,Victor Harbor,4RSAU,South Australia,128.2644
5496,SA,Mayo,7176,Victor Harbor South,Encounter Centre,VICTOR HARBOR,5211.0,-35.55552,138.60287,497,51.77,463,48.23,960,407011148,Victor Harbor,4RSAU,South Australia,128.2644
5497,SA,Mayo,7238,Willunga,Willunga Show Hall,WILLUNGA,5172.0,-35.270920000000004,138.55404,775,44.03,985,55.97,1760,403041088,Willunga,4GADE,South Australia,85.1869
5498,SA,Mayo,7240,Woodchester,Richardson Hall,WOODCHESTER,5255.0,-35.2041,138.967,214,55.73,170,44.27,384,407011147,Strathalbyn Region,4RSAU,South Australia,1517.7955
5499,SA,Mayo,7242,Woodside,Woodside Primary School,WOODSIDE,5244.0,-34.9527,138.879,746,58.79,523,41.21,1269,401021006,Lobethal - Woodside,4GADE,South Australia,202.4981
5500,SA,Mayo,7243,Yankalilla,Jubilee Hall,YANKALILLA,5203.0,-35.4534,138.334,827,53.81,710,46.19,1537,407011149,Yankalilla,4RSAU,South Australia,980.1341
5501,SA,Spence,82842,Adelaide (Spence),"Level 1, 144 North Tce",ADELAIDE,5000.0,-34.9218994,138.5980605,25,30.86,56,69.14,81,401011001,Adelaide,4GADE,South Australia,10.4824
5502,SA,Spence,58757,Adelaide SPENCE PPVC,"Level 1, 144 North Tce",ADELAIDE,5000.0,-34.922639600000004,138.5993915,150,33.33,300,66.67,450,401011001,Adelaide,4GADE,South Australia,10.4824
5503,SA,Spence,32555,Andrews Farm,St Columba College,ANDREWS FARM,5114.0,-34.672,138.666,745,32.24,1566,67.76,2311,402021029,Davoren Park,4GADE,South Australia,9.4648
5504,SA,Spence,6823,Angle Vale (Spence),Angle Vale Primary School,ANGLE VALE,5117.0,-34.64345,138.64696999999998,956,49.46,977,50.54,1933,402021032,Munno Para West - Angle Vale,4GADE,South Australia,44.3104
5505,SA,Spence,83496,Angle Vale North,Trinity College Gawler River,ANGLE VALE,5117.0,-34.6393594,138.6464901,151,47.04,170,52.96,321,402021032,Munno Para West - Angle Vale,4GADE,South Australia,44.3104
5506,SA,Spence,83484,Blakeview,Blakes Crossing Christian College,BLAKEVIEW,5114.0,-34.680794,138.705837,464,42.88,618,57.12,1082,402021028,Craigmore - Blakeview,4GADE,South Australia,11.8807
5507,SA,Spence,12048,Blakeview South,Craigmore High School,BLAKEVIEW,5114.0,-34.6919,138.7,787,31.32,1726,68.68,2513,402021028,Craigmore - Blakeview,4GADE,South Australia,11.8807
5508,SA,Spence,65620,BLV Spence PPVC,BLV Wakefield,ADELAIDE,5000.0,-34.921832,138.598961,3,27.27,8,72.73,11,401011001,Adelaide,4GADE,South Australia,10.4824
5509,SA,Spence,6824,Brahma Lodge,Brahma Lodge Primary School,BRAHMA LODGE,5109.0,-34.7753,138.65,379,28.07,971,71.93,1350,402041046,Salisbury,4GADE,South Australia,10.7696
5510,SA,Spence,46401,Burton,Burton Primary School,BURTON,5110.0,-34.741535,138.596483,651,30.91,1455,69.09,2106,402041048,Salisbury North,4GADE,South Australia,31.3003
5511,SA,Spence,46435,Craigmore North,Playford Primary School,CRAIGMORE,5114.0,-34.689475,138.71443,598,35.53,1085,64.47,1683,402021028,Craigmore - Blakeview,4GADE,South Australia,11.8807
5512,SA,Spence,6825,Craigmore South,Craigmore South Primary School,CRAIGMORE,5114.0,-34.7099,138.705,722,32.68,1487,67.32,2209,402021028,Craigmore - Blakeview,4GADE,South Australia,11.8807
5513,SA,Spence,6836,Davoren Park,Swallowcliffe School P-7,DAVOREN PARK,5113.0,-34.6971,138.66299999999998,379,24.09,1194,75.91,1573,402021029,Davoren Park,4GADE,South Australia,9.4648
5514,SA,Spence,6826,Direk,Lake Windemere B-7 School,SALISBURY NORTH,5108.0,-34.739743,138.619931,578,31.19,1275,68.81,1853,402041048,Salisbury North,4GADE,South Australia,31.3003
5515,SA,Spence,30182,Divisional Office (PREPOLL),Divisional Office,ADELAIDE,5000.0,-34.9219841,138.5990744,0,0.0,0,0.0,0,401011001,Adelaide,4GADE,South Australia,10.4824
5516,SA,Spence,6827,Elizabeth,Anglican Parish of Elizabeth - Holy Cross,ELIZABETH,5112.0,-34.714877,138.672352,125,29.14,304,70.86,429,402021030,Elizabeth,4GADE,South Australia,9.2606
5517,SA,Spence,6828,Elizabeth Downs,Elizabeth Downs Primary School,ELIZABETH DOWNS,5113.0,-34.6995,138.694,405,23.52,1317,76.48,1722,402021034,Smithfield - Elizabeth North,4GADE,South Australia,7.9871
5518,SA,Spence,6829,Elizabeth East,Elizabeth East Primary School,ELIZABETH EAST,5112.0,-34.725707,138.678253,442,28.35,1117,71.65,1559,402021031,Elizabeth East,4GADE,South Australia,8.1639
5519,SA,Spence,6831,Elizabeth Grove,Elizabeth Grove Primary,ELIZABETH GROVE,5112.0,-34.7327,138.67,214,24.37,664,75.63,878,402021030,Elizabeth,4GADE,South Australia,9.2606
5520,SA,Spence,6832,Elizabeth North,Elizabeth North Primary School,ELIZABETH NORTH,5113.0,-34.70362,138.6746,332,24.52,1022,75.48,1354,402021034,Smithfield - Elizabeth North,4GADE,South Australia,7.9871
5521,SA,Spence,6833,Elizabeth Park,Elizabeth Park School,ELIZABETH PARK,5113.0,-34.713,138.685,338,24.44,1045,75.56,1383,402021031,Elizabeth East,4GADE,South Australia,8.1639
5522,SA,Spence,6834,Elizabeth South,Elizabeth South Primary School,ELIZABETH SOUTH,5112.0,-34.7306,138.662,302,23.63,976,76.37,1278,402021030,Elizabeth,4GADE,South Australia,9.2606
5523,SA,Spence,46573,Elizabeth SPENCE PPVC,"Level 1, Elizabeth House",ELIZABETH,5112.0,-34.7168151,138.66894480000002,2774,36.6,4805,63.4,7579,402021030,Elizabeth,4GADE,South Australia,9.2606
5524,SA,Spence,6835,Elizabeth Vale,Elizabeth Vale School,ELIZABETH VALE,5112.0,-34.7463,138.66899999999998,474,29.31,1143,70.69,1617,402021030,Elizabeth,4GADE,South Australia,9.2606
5525,SA,Spence,7352,Evanston,Gawler & District College B-12,EVANSTON,5116.0,-34.618114,138.738477,700,42.37,952,57.63,1652,402011026,Gawler - South,4GADE,South Australia,76.7139
5526,SA,Spence,7353,Evanston Gardens,Evanston Gardens Memorial Hall,EVANSTON GARDENS,5116.0,-34.6245,138.719,568,42.87,757,57.13,1325,402011026,Gawler - South,4GADE,South Australia,76.7139
5527,SA,Spence,46572,Evanston South,Trinity College (Senior),EVANSTON SOUTH,5116.0,-34.6331,138.735,320,41.4,453,58.6,773,402011026,Gawler - South,4GADE,South Australia,76.7139
5528,SA,Spence,7356,Gawler,Gawler Masonic Hall,GAWLER EAST,5118.0,-34.5962,138.751,517,48.82,542,51.18,1059,402011026,Gawler - South,4GADE,South Australia,76.7139
5529,SA,Spence,7357,Gawler East,Gawler East Primary School,GAWLER EAST,5118.0,-34.598,138.761,851,50.81,824,49.19,1675,402011026,Gawler - South,4GADE,South Australia,76.7139
5530,SA,Spence,7359,Gawler South,Gawler South Immanuel Lutheran Church,GAWLER SOUTH,5118.0,-34.6066,138.748,828,47.5,915,52.5,1743,402011026,Gawler - South,4GADE,South Australia,76.7139
5531,SA,Spence,83758,Gawler SPENCE PPVC,Shop 17 Gawler Park,EVANSTON,5116.0,-34.622317100000004,138.737851,2101,52.35,1912,47.65,4013,402011026,Gawler - South,4GADE,South Australia,76.7139
5532,SA,Spence,11457,Gawler West,Gawler Uniting Church,GAWLER,5118.0,-34.599183000000004,138.745595,352,40.37,520,59.63,872,402011026,Gawler - South,4GADE,South Australia,76.7139
5533,SA,Spence,7438,Hewett,Hewett Primary School,HEWETT,5118.0,-34.5757,138.75,951,48.74,1000,51.26,1951,402011025,Gawler - North,4GADE,South Australia,145.5294
5534,SA,Spence,12043,Hillbank,Hillbank Community Children's Centre,HILLBANK,5112.0,-34.7316143,138.68442180000002,551,35.78,989,64.22,1540,402021031,Elizabeth East,4GADE,South Australia,8.1639
5535,SA,Spence,6837,Munno Para,Munno Para Primary School,MUNNO PARA,5115.0,-34.668209999999995,138.70089,248,26.93,673,73.07,921,402021034,Smithfield - Elizabeth North,4GADE,South Australia,7.9871
5536,SA,Spence,83710,Munno Para PPVC,Shop 95 Munno Para Shopping City,SMITHFIELD,5114.0,-34.6880283,138.6888499,1563,33.26,3137,66.74,4700,402021034,Smithfield - Elizabeth North,4GADE,South Australia,7.9871
5537,SA,Spence,64695,Munno Para West,Mark Oliphant College,MUNNO PARA,5115.0,-34.668217,138.685226,436,27.77,1134,72.23,1570,402021032,Munno Para West - Angle Vale,4GADE,South Australia,44.3104
5538,SA,Spence,31431,One Tree Hill,One Tree Hill Primary School,ONE TREE HILL,5114.0,-34.7135,138.766,565,58.61,399,41.39,964,402021033,One Tree Hill,4GADE,South Australia,130.1694
5540,SA,Spence,97245,Parafield Gardens Central (Spence),Parafield Gardens R-7 School,PARAFIELD GARDENS,5107.0,-34.785699,138.615274,91,25.85,261,74.15,352,402041043,Parafield Gardens,4GADE,South Australia,7.0272
5541,SA,Spence,97246,Parafield Gardens North West (Spence),The Pines School,PARAFIELD GARDENS,5107.0,-34.7723,138.607,230,33.97,447,66.03,677,402041043,Parafield Gardens,4GADE,South Australia,7.0272
5542,SA,Spence,6841,Paralowie,Paralowie R-12 School,PARALOWIE,5108.0,-34.7535,138.622,670,27.39,1776,72.61,2446,402041044,Paralowie,4GADE,South Australia,8.3213
5543,SA,Spence,65780,Paralowie South,Bethany Christian School,PARALOWIE,5108.0,-34.762203,138.604947,751,36.35,1315,63.65,2066,402041044,Paralowie,4GADE,South Australia,8.3213
5544,SA,Spence,31239,Paralowie West,Settlers Farm Campus,PARALOWIE,5108.0,-34.7566,138.595,554,27.51,1460,72.49,2014,402041044,Paralowie,4GADE,South Australia,8.3213
