sa2_maincode_2016,p_tot_total,p_pgrad_deg_total,p_graddip_and_gradcert_total,p_bachdeg_total,p_advdip_and_dip_total,p_cert_iii_iv_total,p_cert_i_ii_total,p_cert_lev_tot_total,post_grad_degree_percent,post_grad_dip_cert_percent,bach_degree_percent,diploma_percent,certificate_percent,bach_post_grad_percent
308031223,8461,297,260,1487,1055,3117,200,3582,0.03510223377851318,0.03072922822361423,0.17574754757120908,0.12468975298428082,0.42335421344994684,0.24157900957333647
308041528,3183,51,74,452,348,1182,94,1417,0.016022620169651274,0.023248507697141062,0.1420043983663211,0.10933081998114987,0.4451775054979579,0.1812755262331134
308041529,2324,62,41,391,239,950,52,1062,0.02667814113597246,0.017641996557659207,0.16824440619621342,0.10283993115318417,0.4569707401032702,0.21256454388984508
308051530,2721,49,49,287,325,1135,92,1311,0.01800808526277104,0.01800808526277104,0.10547592796765895,0.11944138184490996,0.48180815876515987,0.14149209849320102
308051531,4454,95,118,709,596,1999,108,2251,0.021329142343960484,0.026493039964077234,0.15918275707229457,0.13381230354737314,0.505388414907948,0.2070049393803323
308051532,7,0,0,0,0,3,0,7,0.0,0.0,0.0,0.0,1.0,0.0
308051533,5710,180,126,1028,638,2639,168,2946,0.03152364273204904,0.022066549912434327,0.18003502626970228,0.1117338003502627,0.5159369527145359,0.23362521891418564
308051534,2984,113,50,471,308,1066,85,1232,0.037868632707774796,0.01675603217158177,0.15784182305630026,0.1032171581769437,0.4128686327077748,0.21246648793565684
308051535,5057,58,68,560,552,2392,124,2690,0.011469250543800673,0.013446707534111133,0.1107375914573858,0.10915562586513744,0.531935930393514,0.1356535495352976
308051536,1568,42,34,216,201,744,53,838,0.026785714285714284,0.021683673469387755,0.1377551020408163,0.12818877551020408,0.5344387755102041,0.18622448979591838
308051537,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
308051538,2688,62,59,420,309,1249,83,1401,0.023065476190476192,0.02194940476190476,0.15625,0.11495535714285714,0.5212053571428571,0.20126488095238096
308051539,2183,79,50,406,212,860,59,978,0.03618873110398534,0.022904260192395786,0.1859825927622538,0.09711406321575813,0.44800732936326154,0.24507558405863492
309011224,4133,256,99,970,740,1168,53,1366,0.06194047907089281,0.02395354464069683,0.2346963464795548,0.17904669731429954,0.33051052504234213,0.32059037019114445
309011225,5038,300,168,1212,789,1309,61,1541,0.05954743946010321,0.0333465660976578,0.240571655418817,0.15660976578007146,0.3058753473600635,0.333465660976578
309011226,6791,330,195,1525,1165,2220,112,2581,0.04859372699160654,0.028714475040494774,0.22456192018848475,0.17155058165218673,0.38006184656162567,0.30187012222058607
309011227,7210,438,203,1861,1056,1640,81,1953,0.06074895977808599,0.02815533980582524,0.25811373092926493,0.14646324549237172,0.270873786407767,0.34701803051317615
309011228,6074,319,144,1422,1059,1818,96,2125,0.05251893315772144,0.023707606190319395,0.234112611129404,0.17434968719130722,0.3498518274613105,0.31033915047744487
309011229,3985,196,110,996,617,1119,52,1305,0.04918444165621079,0.027603513174404015,0.24993726474278544,0.1548306148055207,0.32747804265997493,0.3267252195734002
309021230,3340,142,77,695,471,906,53,1074,0.04251497005988024,0.02305389221556886,0.20808383233532934,0.1410179640718563,0.3215568862275449,0.27365269461077846
309021231,6191,265,159,1313,1026,1780,89,2091,0.04280407042481021,0.025682442254886126,0.2120820545953804,0.16572443870134065,0.33774834437086093,0.28056856727507673
309021232,4207,142,98,715,735,1619,75,1871,0.03375326836225339,0.02329450915141431,0.16995483717613502,0.17470881863560733,0.4447349655336344,0.2270026146898027
309021233,5813,242,163,1099,986,2131,93,2449,0.041630827455702735,0.02804059865817994,0.189059005676931,0.16961981765009462,0.4212970927232066,0.2587304317908137
309021234,7607,348,210,1669,1178,2553,138,2923,0.045747337978177996,0.02760615222821086,0.21940318128039962,0.15485736821348758,0.3842513474431445,0.29275667148678847
309031235,4909,403,120,1015,786,1470,81,1743,0.08209411285394173,0.024444897127724588,0.20676308820533715,0.16011407618659604,0.35506213078019966,0.31330209818700344
309031236,4482,255,90,952,730,1210,76,1451,0.05689424364123159,0.020080321285140562,0.21240517626059796,0.16287371709058457,0.32373940205265506,0.28937974118697013
309031237,4852,155,80,637,780,1771,99,2083,0.031945589447650455,0.016488046166529265,0.1312860676009893,0.16075845012366036,0.42930750206100576,0.179719703215169
309031238,9398,464,174,1679,1432,2762,201,3333,0.04937220685252181,0.01851457756969568,0.17865503298574165,0.1523728452862311,0.3546499255160672,0.24654181740795914
309031239,4833,256,111,1008,835,1496,76,1788,0.05296917028760604,0.022967101179391682,0.2085661080074488,0.17277053589902752,0.36995654872749845,0.2845023794744465
309031240,4746,244,113,967,832,1387,79,1663,0.05141171512852929,0.023809523809523808,0.20375052675937633,0.1753055204382638,0.3504003371260008,0.27897176569742943
309041241,2313,112,64,407,366,737,50,867,0.04842196281884998,0.027669693039342844,0.17596195417207092,0.1582360570687419,0.3748378728923476,0.2520536100302637
309041242,7649,428,234,1491,1263,2279,136,2723,0.055955026800889006,0.03059223427899072,0.19492744149562033,0.1651196234801935,0.35599424761406717,0.28147470257550006
309051243,3636,226,94,766,615,1193,45,1391,0.06215621562156216,0.02585258525852585,0.21067106710671066,0.16914191419141913,0.38256325632563254,0.2986798679867987
309051244,8783,479,310,1819,1561,2905,138,3369,0.054537174086303083,0.03529545713309803,0.20710463395195264,0.17772970511214847,0.3835819196174428,0.29693726517135377
309051245,3705,230,118,869,701,1173,67,1374,0.0620782726045884,0.03184885290148448,0.23454790823211877,0.18920377867746288,0.3708502024291498,0.32847503373819165
309061246,6079,269,168,1245,1035,2026,98,2336,0.044250699128146075,0.027636124362559633,0.20480342161539727,0.17025826616219772,0.38427372923178155,0.27669024510610296
309061247,3853,117,83,663,685,1455,86,1687,0.030365948611471582,0.021541655852582404,0.17207370879833897,0.1777835452893849,0.43784064365429537,0.22398131326239293
309061248,9459,306,222,1497,1585,3508,203,4067,0.03235014272121789,0.023469711385981605,0.15826197272438947,0.16756528174225604,0.4299608838143567,0.21408182683158897
309061249,8113,385,193,1495,1476,2924,184,3428,0.04745470232959448,0.023788980648342166,0.1842721557993344,0.18193023542462713,0.42253173918402565,0.255515838777271
309061250,4028,213,101,819,638,1260,59,1477,0.0528798411122145,0.025074478649453825,0.20332671300893743,0.15839126117179742,0.3666832174776564,0.28128103277060573
309071251,5864,233,129,1042,1082,2047,133,2403,0.039733969986357434,0.021998635743519783,0.1776944065484311,0.1845156889495225,0.40978854024556616,0.23942701227830832
309071252,8074,376,200,1509,1456,2686,142,3169,0.04656923458013376,0.02477086945751796,0.186896210056973,0.18033192965073075,0.39249442655437206,0.2582363140946247
309071253,6042,387,141,1283,1071,1526,75,1861,0.06405163853028799,0.02333664349553128,0.2123469049983449,0.1772591857000993,0.30801059251903345,0.2997351870241642
309071254,1628,41,20,186,203,763,31,872,0.025184275184275184,0.012285012285012284,0.11425061425061425,0.1246928746928747,0.5356265356265356,0.1517199017199017
309071255,8402,293,171,1437,1555,3180,168,3688,0.03487264936919781,0.020352297072125686,0.17103070697452988,0.18507498214710782,0.43894310878362297,0.22625565341585338
309071256,7318,275,154,1256,1289,2815,155,3246,0.03757857338070511,0.02104400109319486,0.17163159333151135,0.17614102213719596,0.4435638152500683,0.2302541678054113
309071257,4040,116,68,517,689,1505,108,1767,0.028712871287128714,0.016831683168316833,0.12797029702970297,0.17054455445544556,0.4373762376237624,0.1735148514851485
309071258,13448,523,313,2240,2409,5167,290,5959,0.03889054134443783,0.023274836406900656,0.16656751933372993,0.17913444378346222,0.4431142177275431,0.22873289708506842
309081259,2140,172,62,516,380,458,32,575,0.08037383177570094,0.02897196261682243,0.2411214953271028,0.17757009345794392,0.26869158878504673,0.35046728971962615
309081260,3429,125,69,615,585,1013,66,1189,0.03645377661125693,0.020122484689413824,0.17935258092738407,0.17060367454068243,0.3467483231262759,0.23592884222805482
309081261,11601,862,305,2757,2184,3112,170,3717,0.07430393931557625,0.026290836996810618,0.23765192655805534,0.1882596327902767,0.32040341349883633,0.33824670287044223
309081262,7574,537,191,1779,1306,2042,122,2408,0.07090044890414576,0.02521785054132559,0.2348824927383153,0.1724320042249802,0.3179297597042514,0.33100079218378664
309091263,5845,314,137,1217,1049,1739,111,2057,0.05372112917023097,0.023438836612489307,0.20821214713430283,0.17946963216424294,0.35192472198460223,0.2853721129170231
309091264,2985,173,76,713,493,919,52,1080,0.05795644891122278,0.025460636515912898,0.23886097152428812,0.16515912897822446,0.36180904522613067,0.3222780569514238
309091265,4155,285,99,946,660,1285,85,1514,0.06859205776173286,0.023826714801444042,0.2276774969915764,0.1588447653429603,0.36438026474127555,0.3200962695547533
309091540,7868,604,166,1873,1280,1791,132,2159,0.07676664972038638,0.021098118962887647,0.2380528723945094,0.1626842907981698,0.2744026436197255,0.33591764107778344
309091541,9113,666,198,2104,1550,2155,131,2590,0.0730824097443213,0.021727202896960385,0.23087896411719522,0.1700866893448919,0.2842093712279162,0.3256885767584769
309101267,4440,355,117,1165,764,957,56,1177,0.07995495495495496,0.026351351351351353,0.26238738738738737,0.17207207207207206,0.2650900900900901,0.3686936936936937
309101268,2293,170,74,636,414,538,38,644,0.07413868294810293,0.032272132577409504,0.2773658962058439,0.18054949847361534,0.28085477540340165,0.3837767117313563
309101269,2415,185,78,643,339,417,29,517,0.07660455486542443,0.03229813664596273,0.2662525879917184,0.14037267080745341,0.21407867494824018,0.37515527950310557
309101270,14173,823,273,3343,2182,2795,199,3429,0.05806815776476399,0.01926197699851831,0.23587102236647145,0.15395470260354194,0.24193889790446624,0.31320115712975377
310011271,2272,135,57,542,342,568,53,674,0.05941901408450704,0.025088028169014086,0.238556338028169,0.1505281690140845,0.2966549295774648,0.3230633802816901
310011272,3412,236,67,803,518,846,75,1018,0.06916764361078546,0.01963657678780774,0.23534583821805394,0.15181711606096132,0.29835873388042206,0.32415005861664714
310011273,12612,1079,388,3160,2166,3359,256,4037,0.0855534411671424,0.030764351411354265,0.2505550269584523,0.17174119885823025,0.3200919758959721,0.36687281953694895
310011274,6013,203,66,906,784,1621,204,2039,0.033760186263096625,0.010976218193913189,0.15067354066189922,0.13038416763678695,0.33909861965740895,0.19540994511890902
310011275,4119,423,197,1267,561,836,64,1012,0.10269482884195193,0.04782714251031804,0.30759893177955816,0.13619810633648943,0.2456907016266084,0.4581209031318281
310011276,3918,39,14,129,135,321,34,386,0.009954058192955589,0.0035732516590096988,0.032924961715160794,0.03445635528330781,0.09851965288412455,0.046452271567126086
310021277,4977,123,117,746,754,1845,140,2168,0.02471368294153104,0.023508137432188065,0.14988949166164356,0.15149688567410086,0.43560377737592926,0.19811131203536267
310021278,2233,44,58,290,331,796,57,963,0.019704433497536946,0.025974025974025976,0.12987012987012986,0.14823107926556203,0.43125839677563815,0.1755485893416928
310021279,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
310021280,8335,157,140,862,1089,3095,249,3646,0.01883623275344931,0.016796640671865627,0.10341931613677265,0.13065386922615477,0.43743251349730056,0.1390521895620876
310021281,5729,108,107,631,769,2338,177,2742,0.018851457496945365,0.018676906964566243,0.11014138593122709,0.13422935939954617,0.47861755978355736,0.1476697503927387
310021282,5279,115,89,559,766,2072,133,2408,0.021784428869104,0.016859253646523964,0.10589126728547073,0.14510323924985793,0.4561469975374124,0.14453494980109868
310031283,4409,129,106,649,688,1760,171,2098,0.029258335223406668,0.024041732819233386,0.14719891131775914,0.15604445452483556,0.4758448627806759,0.20049897936039918
310031284,3803,92,83,466,538,1439,120,1710,0.024191427820141994,0.021824875098606363,0.12253484091506706,0.1414672626873521,0.4496450170917697,0.16855114383381542
310031285,2793,65,52,350,440,1314,85,1496,0.02327246688148944,0.01861797350519155,0.12531328320802004,0.15753669889008234,0.53562477622628,0.16720372359470104
310031286,3058,145,105,629,458,942,57,1111,0.047416612164813604,0.03433616742969261,0.20568999345977762,0.1497710922171354,0.36330935251798563,0.28744277305428384
310031287,7734,260,196,1233,1171,2872,230,3362,0.03361779156969227,0.02534264287561417,0.15942591155934832,0.15140936126196017,0.43470390483579,0.21838634600465476
310031288,2137,95,76,429,351,821,45,937,0.04445484323818437,0.035563874590547495,0.20074871314927467,0.16424894712213384,0.4384651380439869,0.28076743097800655
310031289,2649,125,90,554,453,999,35,1134,0.04718761796904492,0.03397508493771234,0.2091355228388071,0.1710079275198188,0.42808607021517553,0.29029822574556435
310031290,3162,302,151,881,584,854,57,997,0.09550917141049968,0.04775458570524984,0.2786211258697027,0.1846932321315623,0.3153067678684377,0.42188488298545224
310031291,2953,54,42,280,368,1139,119,1394,0.018286488316965797,0.014222824246528954,0.09481882831019302,0.12461903149339655,0.4720623095157467,0.12732814087368777
310031292,2761,66,58,333,408,1101,83,1296,0.02390438247011952,0.021006881564650488,0.1206084751901485,0.1477725461789207,0.46939514668598337,0.1655197392249185
310031293,6111,140,133,880,968,2654,209,3060,0.022909507445589918,0.021764032073310423,0.14400261822942234,0.15840288005236458,0.5007363770250368,0.1886761577483227
310031294,2158,67,43,364,327,925,55,1030,0.03104726598702502,0.019925857275254866,0.1686746987951807,0.1515291936978684,0.4772937905468026,0.2196478220574606
310031295,1184,28,9,112,149,385,37,478,0.02364864864864865,0.007601351351351352,0.0945945945945946,0.1258445945945946,0.40371621621621623,0.1258445945945946
310041296,6275,378,153,1418,1092,2061,146,2411,0.060239043824701195,0.024382470119521913,0.22597609561752988,0.17402390438247012,0.3842231075697211,0.310597609561753
310041297,4025,117,82,565,635,1622,117,1901,0.02906832298136646,0.020372670807453416,0.14037267080745341,0.1577639751552795,0.4722981366459627,0.1898136645962733
310041298,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
310041299,3276,78,79,460,557,1255,107,1514,0.023809523809523808,0.024114774114774116,0.14041514041514042,0.17002442002442003,0.4621489621489622,0.18833943833943834
310041300,4094,127,89,553,609,1319,154,1645,0.031021006350757205,0.021739130434782608,0.13507572056668296,0.1487542745481192,0.40180752320468976,0.18783585735222277
310041301,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
310041302,6951,175,102,820,1100,2832,241,3377,0.025176233635448138,0.0146741476046612,0.11796863760609984,0.15825061142281685,0.48582937706804774,0.1578190188462092
310041303,2814,139,68,564,478,1057,63,1219,0.04939587775408671,0.024164889836531627,0.20042643923240938,0.16986496090973702,0.4331911869225302,0.27398720682302774
310041304,7031,523,184,1798,1258,2114,162,2485,0.07438486701749396,0.026169819371355426,0.255724647987484,0.1789219172237235,0.3534347887924904,0.35627933437633336
311011305,5674,115,108,643,770,2078,170,2490,0.020267888614733873,0.01903419104688051,0.11332393373281635,0.13570673246387027,0.4388438491364117,0.15262601339443074
311021306,3351,74,41,359,434,1332,134,1616,0.02208296031035512,0.012235153685467026,0.10713219934347956,0.12951357803640703,0.4822441062369442,0.1414503133393017
311021307,5121,76,62,503,779,2004,197,2428,0.014840851396211677,0.012107010349541106,0.09822300331966413,0.1521187268111697,0.4741261472368678,0.12517086506541691
311021308,3070,87,75,483,531,1220,105,1437,0.028338762214983715,0.024429967426710098,0.15732899022801303,0.17296416938110748,0.46807817589576545,0.21009771986970685
311021309,2433,57,52,345,401,1014,60,1165,0.02342786683107275,0.02137279079325935,0.14180024660912455,0.1648170982326346,0.478832716810522,0.18660090423345663
311021310,2683,86,77,417,448,1112,72,1304,0.032053671263511,0.0286992172940738,0.15542303391725681,0.16697726425642936,0.48602310846067837,0.2161759224748416
311031311,4818,101,70,610,661,2043,132,2373,0.020963055209630554,0.014528850145288501,0.1266085512660855,0.13719385637193857,0.4925280199252802,0.16210045662100456
311031312,3000,125,32,467,442,1152,76,1328,0.041666666666666664,0.010666666666666666,0.15566666666666668,0.14733333333333334,0.44266666666666665,0.208
